,num_of_movie
0,2.0794415416798357
1,0.6931471805599453
2,0.6931471805599453
3,1.6094379124341003
4,1.3862943611198906
5,1.0986122886681098
6,0.6931471805599453
7,0.6931471805599453
8,0.6931471805599453
9,1.6094379124341003
10,0.6931471805599453
11,0.6931471805599453
12,0.6931471805599453
13,0.6931471805599453
14,0.6931471805599453
15,0.6931471805599453
16,0.6931471805599453
17,0.6931471805599453
18,0.6931471805599453
19,0.6931471805599453
20,0.6931471805599453
21,0.6931471805599453
22,0.6931471805599453
23,0.6931471805599453
24,0.6931471805599453
25,0.6931471805599453
26,1.0986122886681098
27,0.6931471805599453
28,1.0986122886681098
29,1.0986122886681098
30,0.6931471805599453
31,0.6931471805599453
32,0.6931471805599453
33,1.6094379124341003
34,1.0986122886681098
35,1.0986122886681098
36,1.3862943611198906
37,1.0986122886681098
38,0.6931471805599453
39,1.0986122886681098
40,0.6931471805599453
41,1.0986122886681098
42,0.6931471805599453
43,0.6931471805599453
44,1.0986122886681098
45,0.6931471805599453
46,0.6931471805599453
47,0.6931471805599453
48,0.6931471805599453
49,0.6931471805599453
50,0.6931471805599453
51,0.6931471805599453
52,0.6931471805599453
53,0.6931471805599453
54,0.6931471805599453
55,0.6931471805599453
56,0.6931471805599453
57,0.6931471805599453
58,2.0794415416798357
59,2.5649493574615367
60,2.4849066497880004
61,2.3978952727983707
62,2.4849066497880004
63,2.4849066497880004
64,0.6931471805599453
65,1.791759469228055
66,1.3862943611198906
67,0.6931471805599453
68,1.0986122886681098
69,0.6931471805599453
70,0.6931471805599453
71,0.6931471805599453
72,0.6931471805599453
73,0.6931471805599453
74,0.6931471805599453
75,0.6931471805599453
76,0.6931471805599453
77,0.6931471805599453
78,0.6931471805599453
79,0.6931471805599453
80,0.6931471805599453
81,0.6931471805599453
82,0.6931471805599453
83,0.6931471805599453
84,0.6931471805599453
85,0.6931471805599453
86,0.6931471805599453
87,0.6931471805599453
88,0.6931471805599453
89,0.6931471805599453
90,0.6931471805599453
91,0.6931471805599453
92,0.6931471805599453
93,0.6931471805599453
94,0.6931471805599453
95,0.6931471805599453
96,0.6931471805599453
97,0.6931471805599453
98,0.6931471805599453
99,0.6931471805599453
100,0.6931471805599453
101,0.6931471805599453
102,0.6931471805599453
103,1.0986122886681098
104,1.0986122886681098
105,0.6931471805599453
106,1.3862943611198906
107,0.6931471805599453
108,0.6931471805599453
109,0.6931471805599453
110,0.6931471805599453
111,0.6931471805599453
112,1.0986122886681098
113,0.6931471805599453
114,1.3862943611198906
115,0.6931471805599453
116,0.6931471805599453
117,0.6931471805599453
118,0.6931471805599453
119,0.6931471805599453
120,0.6931471805599453
121,0.6931471805599453
122,0.6931471805599453
123,0.6931471805599453
124,0.6931471805599453
125,0.6931471805599453
126,0.6931471805599453
127,0.6931471805599453
128,0.6931471805599453
129,0.6931471805599453
130,0.6931471805599453
131,0.6931471805599453
132,0.6931471805599453
133,0.6931471805599453
134,0.6931471805599453
135,0.6931471805599453
136,0.6931471805599453
137,0.6931471805599453
138,0.6931471805599453
139,0.6931471805599453
140,0.6931471805599453
141,0.6931471805599453
142,0.6931471805599453
143,0.6931471805599453
144,0.6931471805599453
145,0.6931471805599453
146,1.0986122886681098
147,0.6931471805599453
148,0.6931471805599453
149,0.6931471805599453
150,0.6931471805599453
151,0.6931471805599453
152,0.6931471805599453
153,1.0986122886681098
154,0.6931471805599453
155,0.6931471805599453
156,0.6931471805599453
157,0.6931471805599453
158,0.6931471805599453
159,0.6931471805599453
160,0.6931471805599453
161,0.6931471805599453
162,0.6931471805599453
163,0.6931471805599453
164,0.6931471805599453
165,0.6931471805599453
166,0.6931471805599453
167,0.6931471805599453
168,1.0986122886681098
169,1.3862943611198906
170,0.6931471805599453
171,0.6931471805599453
172,0.6931471805599453
173,0.6931471805599453
174,0.6931471805599453
175,0.6931471805599453
176,0.6931471805599453
177,0.6931471805599453
178,0.6931471805599453
179,0.6931471805599453
180,0.6931471805599453
181,0.6931471805599453
182,0.6931471805599453
183,0.6931471805599453
184,0.6931471805599453
185,1.0986122886681098
186,0.6931471805599453
187,1.0986122886681098
188,0.6931471805599453
189,0.6931471805599453
190,0.6931471805599453
191,0.6931471805599453
192,0.6931471805599453
193,0.6931471805599453
194,0.6931471805599453
195,0.6931471805599453
196,1.0986122886681098
197,0.6931471805599453
198,0.6931471805599453
199,0.6931471805599453
200,0.6931471805599453
201,0.6931471805599453
202,0.6931471805599453
203,0.6931471805599453
204,0.6931471805599453
205,0.6931471805599453
206,0.6931471805599453
207,1.0986122886681098
208,0.6931471805599453
209,0.6931471805599453
210,0.6931471805599453
211,0.6931471805599453
212,0.6931471805599453
213,0.6931471805599453
214,1.0986122886681098
215,0.6931471805599453
216,0.6931471805599453
217,0.6931471805599453
218,0.6931471805599453
219,0.6931471805599453
220,0.6931471805599453
221,0.6931471805599453
222,0.6931471805599453
223,0.6931471805599453
224,0.6931471805599453
225,0.6931471805599453
226,0.6931471805599453
227,1.0986122886681098
228,0.6931471805599453
229,1.791759469228055
230,0.6931471805599453
231,0.6931471805599453
232,0.6931471805599453
233,0.6931471805599453
234,0.6931471805599453
235,0.6931471805599453
236,1.0986122886681098
237,0.6931471805599453
238,0.6931471805599453
239,0.6931471805599453
240,0.6931471805599453
241,0.6931471805599453
242,1.791759469228055
243,0.6931471805599453
244,0.6931471805599453
245,0.6931471805599453
246,0.6931471805599453
247,0.6931471805599453
248,0.6931471805599453
249,0.6931471805599453
250,0.6931471805599453
251,0.6931471805599453
252,0.6931471805599453
253,0.6931471805599453
254,0.6931471805599453
255,0.6931471805599453
