,name,movie_acted,num_of_movie,sum_score,sum_nor_popularity,avg_score,avg_nor_popularity,nor_movie_count,scaled_avg_score
4442,Robert Maillet,"['tm154187', 'tm321224', 'tm449105']",3,19.15,2.12,6.383333333333334,0.7066666666666667,0.34,0.64
4443,Geraldine James,"['tm154187', 'tm178201']",2,14.65,1.57,7.325,0.785,0.22,0.73
4444,Kelly Reilly,"['tm154187', 'tm178201', 'tm205890', 'tm355783']",4,26.85,2.9,6.7125,0.725,0.43,0.67
4445,William Houston,"['tm154187', 'tm178201']",2,14.65,1.57,7.325,0.785,0.22,0.73
4446,Hans Matheson,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4447,James Fox,"['tm154187', 'tm157085']",2,13.35,1.32,6.675000000000001,0.66,0.22,0.67
4448,William Hope,"['tm154187', 'tm39896', 'tm946869']",3,18.5,2.3200000000000003,6.166666666666667,0.7733333333333334,0.34,0.62
4449,Clive Russell,"['tm154187', 'tm178201', 'tm319818']",3,21.5,2.25,7.166666666666667,0.75,0.34,0.72
4450,Oran Gurel,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4451,David Garrick,"['tm154187', 'tm81030']",2,13.45,1.51,6.725,0.755,0.22,0.67
4452,Ky Discala,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4453,Andrew Brooke,"['tm154187', 'tm221225']",2,13.6,1.39,6.8,0.6950000000000001,0.22,0.68
4454,Tom Watt,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4455,John Kearney,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4456,Sebastian Abineri,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4457,Jonathan Gabriel Robbins,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4458,James A. Stephens,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4459,Terence Taplin,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4460,Bronagh Gallagher,"['tm154187', 'tm174683', 'tm357589']",3,21.700000000000003,2.1100000000000003,7.233333333333334,0.7033333333333335,0.34,0.72
4461,Ed Tolputt,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4462,Joe Egan,"['tm154187', 'tm178201', 'tm423140', 'tm849131']",4,26.05,2.72,6.5125,0.6799999999999999,0.43,0.65
4463,Jefferson Hall,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4464,Miles Jupp,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4465,Marn Davies,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4466,Andrew Greenough,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4467,Ned Dennehy,"['tm154187', 'tm828069', 'tm1000147']",3,19.15,1.96,6.383333333333333,0.6533333333333333,0.34,0.64
4468,Martin Ewens,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4469,Amanda Grace Johnson,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4470,David Emmings,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4471,Ben Cartwright,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4472,Chris Sunley,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4473,Michael Jenn,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4474,Timothy O'Hara,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4475,Guy Williams,"['tm154187', 'tm143984']",2,13.4,1.53,6.7,0.765,0.22,0.67
4476,Peter Miles,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4477,Rocco Ritchie,['tm154187'],1,7.4,0.79,7.4,0.79,0.0,0.74
4478,Hugh Grant,"['tm133767', 'tm130574', 'tm441050', 'tm981451', 'tm1134006']",5,33.1,3.41,6.62,0.682,0.5,0.66
4479,Liam Neeson,"['tm133767', 'tm39888', 'tm167232', 'tm148671', 'tm154797', 'tm196296', 'tm425889', 'tm879609', 'tm841797']",9,61.70000000000001,6.39,6.855555555555557,0.71,0.68,0.69
4480,Alan Rickman,"['tm133767', 'tm176630']",2,14.65,1.46,7.325,0.73,0.22,0.73
4481,Emma Thompson,"['tm133767', 'tm70807', 'tm157085', 'tm244206']",4,27.2,2.77,6.8,0.6925,0.43,0.68
4482,Bill Nighy,"['tm133767', 'tm74848', 'tm174683', 'tm140342', 'tm447159']",5,32.0,3.4300000000000006,6.4,0.6860000000000002,0.5,0.64
4483,Laura Linney,"['tm133767', 'tm174683', 'tm239727', 'tm1201670']",4,27.9,2.7300000000000004,6.975,0.6825000000000001,0.43,0.7
4484,Colin Firth,"['tm133767', 'tm181081', 'tm1043537']",3,21.0,2.06,7.0,0.6866666666666666,0.34,0.7
4485,Martine McCutcheon,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4486,Keira Knightley,"['tm133767', 'tm140877', 'tm143227', 'tm238722', 'tm239927']",5,36.95,3.620000000000001,7.390000000000001,0.7240000000000001,0.5,0.74
4487,Andrew Lincoln,"['tm133767', 'tm894254']",2,14.3,1.38,7.15,0.69,0.22,0.72
4488,Chiwetel Ejiofor,"['tm133767', 'tm310899', 'tm366820', 'tm849003', 'tm449195']",5,34.0,3.29,6.8,0.658,0.5,0.68
4489,Martin Freeman,"['tm133767', 'tm307283', 'tm452851']",3,19.4,2.02,6.466666666666666,0.6733333333333333,0.34,0.65
4490,Rowan Atkinson,"['tm133767', 'tm78919']",2,13.7,1.5,6.85,0.75,0.22,0.68
4491,Thomas Brodie-Sangster,"['tm133767', 'tm518467', 'tm989672']",3,21.25,1.77,7.083333333333333,0.59,0.34,0.71
4492,Rodrigo Santoro,"['tm133767', 'tm893480', 'tm1080252']",3,20.7,2.12,6.9,0.7066666666666667,0.34,0.69
4493,Heike Makatsch,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4494,Lúcia Moniz,"['tm133767', 'tm471878']",2,14.2,1.3,7.1,0.65,0.22,0.71
4495,Gregor Fisher,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4496,Joanna Page,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4497,Kris Marshall,"['tm133767', 'tm1088320']",2,11.95,1.38,5.975,0.69,0.22,0.6
4498,Adam Godley,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4499,January Jones,"['tm133767', 'tm32144', 'tm167232']",3,21.05,2.21,7.016666666666667,0.7366666666666667,0.34,0.7
4500,Shannon Elizabeth,"['tm133767', 'tm46436']",2,13.25,1.5,6.625,0.75,0.22,0.66
4501,Nina Sosanya,"['tm133767', 'tm221225', 'tm433228']",3,20.1,1.98,6.7,0.66,0.34,0.67
4502,Billy Bob Thornton,"['tm133767', 'tm233648', 'tm493175', 'tm1080445']",4,27.65,2.47,6.9125,0.6174999999999999,0.43,0.69
4503,Claudia Schiffer,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4504,Lulu Popplewell,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4505,Olivia Olson,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4506,Sienna Guillory,"['tm133767', 'tm271070']",2,13.4,1.34,6.7,0.67,0.22,0.67
4507,Dan Fredenburgh,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4508,Sheila Allen,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4509,Rory MacGregor,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4510,Carla Vasconcelos,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4511,Tim Hatwell,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4512,Frank Moorey,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4513,Jill Raymond,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4514,Lynden David Hall,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4515,Jont Whittington,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4516,Julia Davis,"['tm133767', 'tm174683', 'tm315174', 'tm305129']",4,29.35,2.95,7.3375,0.7375,0.43,0.73
4517,Edward Hardwicke,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4518,Caroline John,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4519,Richard Hawley,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4520,Marcus Brigstocke,"['tm133767', 'tm1092995']",2,14.5,1.36,7.25,0.6799999999999999,0.22,0.73
4521,Anthony McPartlin,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4522,Declan Donnelly,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4523,Joanna Bacon,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4524,Bill Moody,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4525,Laura Rees,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4526,Nancy Sorrell,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4527,Elisabeth Margoni,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4528,Jo Whiley,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4529,Brian Bovell,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4530,Michael Parkinson,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4531,Meg Wynn Owen,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4532,Michael FitzGerald,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4533,William Wadham,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4534,Colin Coull,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4535,Margery Mason,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4536,Ruby Turner,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4537,Arturo Venegas,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4538,Raul Atalaia,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4539,Emma Buckley,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4540,Jeanne Moreau,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4541,Frances de la Tour,"['tm133767', 'tm95252', 'tm911973']",3,21.1,2.25,7.033333333333332,0.75,0.34,0.7
4542,Richard Curtis,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4543,Anne Reid,"['tm133767', 'tm1073510']",2,12.9,1.46,6.45,0.73,0.22,0.64
4544,Richard Wills-Cotton,['tm133767'],1,7.35,0.78,7.35,0.78,0.0,0.74
4545,Anne Hathaway,"['tm45454', 'tm39888', 'tm32982', 'tm464351']",4,26.450000000000003,2.9200000000000004,6.612500000000001,0.7300000000000001,0.43,0.66
4546,Dwayne Johnson,"['tm45454', 'tm168400', 'tm142881', 'tm404856']",4,23.0,2.78,5.75,0.695,0.43,0.58
4547,Bill Murray,"['tm45454', 'tm145655', 'tm228242']",3,18.9,1.99,6.3,0.6633333333333332,0.34,0.63
4548,Patrick Warburton,"['tm45454', 'tm161029', 'tm1883', 'tm834847']",4,25.45,2.59,6.3625,0.6475,0.43,0.64
4549,Terry Crews,"['tm45454', 'tm81270', 'tm86924', 'tm178712', 'tm187979', 'tm214825', 'tm310953', 'tm266685', 'tm849005', 'tm882887']",10,58.75000000000001,6.630000000000001,5.875000000000001,0.663,0.72,0.59
4550,Masi Oka,"['tm45454', 'tm217228']",2,10.7,1.41,5.35,0.705,0.22,0.54
4551,Nate Torrence,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4552,Ken Davitian,"['tm45454', 'tm136601']",2,12.3,1.39,6.15,0.6950000000000001,0.22,0.62
4553,David S. Lee,"['tm45454', 'tm32919', 'tm1067148']",3,21.45,2.31,7.15,0.77,0.34,0.72
4554,Dalip Singh,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4555,Geoff Pierson,"['tm45454', 'tm886464']",2,12.3,1.4,6.15,0.7,0.22,0.62
4556,Kelly Karbacz,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4557,Arthur Darbinyan,"['tm45454', 'tm205870']",2,12.65,1.33,6.325,0.665,0.22,0.63
4558,Bill Romanowski,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4559,Lindsay Hollister,"['tm45454', 'tm233317']",2,12.5,1.29,6.25,0.645,0.22,0.62
4560,Dimitri Diatchenko,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4561,Richard V. Licata,"['tm45454', 'tm244149']",2,14.05,1.46,7.025,0.73,0.22,0.7
4562,Greg Joung Paik,"['tm45454', 'tm244307']",2,12.6,1.46,6.3,0.73,0.22,0.63
4563,Mike Akrawi,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4564,John Abiskaron,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4565,Kerry Lai Fatt,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4566,David A. Parker,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4567,Bonnie Hellman,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4568,John Farley,"['tm45454', 'tm136601', 'tm214825', 'tm266685', 'tm886464']",5,28.6,3.37,5.72,0.674,0.5,0.57
4569,Felisha Terrell,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4570,Jeff Tanner,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4571,Jasper Pendergrass,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4572,Carl Crevier,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4573,David Schaap,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4574,Peter Weireter,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4575,Thomas Garner ,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4576,Danielle Bisutti,"['tm45454', 'tm180572']",2,12.95,1.48,6.475,0.74,0.22,0.65
4577,Jessica Barth,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4578,David Fabrizio,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4579,Alex Kudrytsky,"['tm45454', 'tm414709']",2,10.9,1.34,5.449999999999999,0.6699999999999999,0.22,0.54
4580,Tatyana Kaboulova,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4581,Moshana Halbert,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4582,Sergei Priselkov,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4583,Jane Gilchrist,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4584,Todd Sherry,"['tm45454', 'tm159901']",2,11.75,1.4,5.875,0.7,0.22,0.59
4585,David Aranovich,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4586,Ivy Bethune,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4587,Kevin Nealon,"['tm45454', 'tm112381', 'tm136601', 'tm266685', 'tm420989']",5,29.750000000000004,3.12,5.950000000000001,0.624,0.5,0.6
4588,Blake Clark,"['tm45454', 'tm214825', 'tm548602', 'tm847998']",4,23.0,2.69,5.75,0.6725,0.43,0.58
4589,Cedric Yarbrough,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4590,James Moses Black,"['tm45454', 'tm208622']",2,12.45,1.4,6.225,0.7,0.22,0.62
4591,Bernie Kopell,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4592,Michael P. Catanzarite,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4593,Tim DeKay,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4594,Jerry Sherman,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4595,Matthew Glave,"['tm45454', 'tm60292']",2,13.85,1.48,6.925,0.74,0.22,0.69
4596,Brad Grunberg,"['tm45454', 'tm159901', 'tm147211']",3,17.85,2.1,5.95,0.6999999999999998,0.34,0.6
4597,Leonard B. Stern,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4598,Sean Segal,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4599,Jennifer De Minco,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4600,Karri Turner,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4601,Ryan Seacrest,"['tm45454', 'tm855600']",2,11.5,1.24,5.75,0.62,0.22,0.58
4602,Don Abernathy,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4603,Andre Alexsen,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4604,Toby Burger,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4605,William Charlton,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4606,Doby Daenger,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4607,Nadia David,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4608,Aurelius DiBarsanti,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4609,Fred Fein,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4610,Mo Gallini,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4611,Terrick Guindy,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4612,Leslie Gunning,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4613,Sam Hale,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4614,Ho-Jung,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4615,Michael Wingate Jones,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4616,Triton King,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4617,Butch Klein,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4618,Sophia Lansky,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4619,Joshua Leary,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4620,Dalia Marom,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4621,David Newham,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4622,Phoebe Price,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4623,Nicholas Rich,"['tm45454', 'tm30603']",2,12.7,1.54,6.35,0.77,0.22,0.64
4624,Julian Scott Urena,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4625,Amanda Walion,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4626,Gunter Ziegler,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4627,Vinicius Zorin-Machado,['tm45454'],1,6.35,0.72,6.35,0.72,0.0,0.64
4628,Olga Kurylenko,"['tm26897', 'tm151447', 'tm998726']",3,17.9,2.08,5.966666666666666,0.6933333333333334,0.34,0.6
4629,Mathieu Amalric,"['tm26897', 'tm347095']",2,13.0,1.44,6.5,0.72,0.22,0.65
4630,Gemma Arterton,"['tm26897', 'tm943790', 'tm441231', 'tm426638']",4,26.15,2.55,6.5375000000000005,0.6375,0.43,0.65
4631,Anatole Taubman,['tm26897'],1,6.449999999999999,0.76,6.449999999999999,0.76,0.0,0.64
4632,Rory Kinnear,"['tm26897', 'tm140877', 'tm300184']",3,20.45,2.18,6.816666666666666,0.7266666666666667,0.34,0.68
4633,Tim Pigott-Smith,"['tm26897', 'tm285107', 'tm309903']",3,19.1,1.92,6.366666666666667,0.64,0.34,0.64
4634,Joaquín Cosío,"['tm26897', 'tm40319', 'tm149747', 'tm414584']",4,26.35,2.77,6.5875,0.6925,0.43,0.66
4635,Glenn Foster,['tm26897'],1,6.449999999999999,0.76,6.449999999999999,0.76,0.0,0.64
4636,Paul Ritter,"['tm26897', 'tm1043537']",2,13.1,1.42,6.55,0.71,0.22,0.66
4637,Stana Katic,"['tm26897', 'tm510203']",2,13.15,1.33,6.574999999999999,0.665,0.22,0.66
4638,Lucrezia Lante della Rovere,['tm26897'],1,6.449999999999999,0.76,6.449999999999999,0.76,0.0,0.64
4639,Neil Jackson,"['tm26897', 'tm239727']",2,13.95,1.5,6.975,0.75,0.22,0.7
4640,Oona Chaplin,['tm26897'],1,6.449999999999999,0.76,6.449999999999999,0.76,0.0,0.64
4641,Rachel McDowall,['tm26897'],1,6.449999999999999,0.76,6.449999999999999,0.76,0.0,0.64
4642,Sarah Hadland,['tm26897'],1,6.449999999999999,0.76,6.449999999999999,0.76,0.0,0.64
4643,Alexandra Prusa,['tm26897'],1,6.449999999999999,0.76,6.449999999999999,0.76,0.0,0.64
4644,Brandon Jovanovich,['tm26897'],1,6.449999999999999,0.76,6.449999999999999,0.76,0.0,0.64
4645,Fernando Guillén Cuervo,['tm26897'],1,6.449999999999999,0.76,6.449999999999999,0.76,0.0,0.64
4646,Simon Kassianides,"['tm26897', 'tm134967']",2,14.2,1.57,7.1,0.785,0.22,0.71
4647,Guillermo del Toro,['tm26897'],1,6.449999999999999,0.76,6.449999999999999,0.76,0.0,0.64
4648,Alfonso Cuarón,"['tm26897', 'tm853910']",2,14.35,1.18,7.175,0.59,0.22,0.72
4649,Tatiana Lavrentieva,['tm26897'],1,6.449999999999999,0.76,6.449999999999999,0.76,0.0,0.64
4650,Laila Alina Reischer,['tm26897'],1,6.449999999999999,0.76,6.449999999999999,0.76,0.0,0.64
4651,Tim McGraw,"['tm133374', 'tm226948']",2,14.5,1.5,7.25,0.75,0.22,0.73
4652,Quinton Aaron,"['tm133374', 'tm318641']",2,12.55,1.25,6.275,0.625,0.22,0.63
4653,Jae Head,"['tm133374', 'tm30603']",2,14.0,1.6,7.0,0.8,0.22,0.7
4654,Lily Collins,"['tm133374', 'tm244174', 'tm244317', 'tm821789', 'tm444017', 'tm1083293']",6,41.15,4.140000000000001,6.858333333333333,0.6900000000000001,0.56,0.69
4655,Kim Dickens,"['tm133374', 'tm420826']",2,14.45,1.4500000000000002,7.225,0.7250000000000001,0.22,0.72
4656,Adriane Lenox,"['tm133374', 'tm176630', 'tm431321', 'tm912100']",4,28.15,2.78,7.0375000000000005,0.695,0.43,0.7
4657,Catherine Dyer,"['tm133374', 'tm429382']",2,14.45,1.35,7.225,0.675,0.22,0.72
4658,Tom Nowicki,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4659,Libby Whittemore,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4660,Brian Hollan,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4661,Melody Weintraub,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4662,Sharon Conley,"['tm133374', 'tm90864']",2,14.05,1.54,7.025,0.77,0.22,0.7
4663,Omar J. Dorsey,"['tm133374', 'tm81270', 'tm41792']",3,21.9,2.31,7.3,0.77,0.34,0.73
4664,Paul Amadi,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4665,Irone Singleton,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4666,Hampton Fluker,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4667,Rhoda Griffis,"['tm133374', 'tm183963', 'tm169719']",3,21.8,2.04,7.266666666666667,0.68,0.34,0.73
4668,Eaddy Mays,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4669,Ashley LeConte Campbell,"['tm133374', 'tm178712']",2,11.8,1.53,5.9,0.765,0.22,0.59
4670,Stacey Turner,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4671,Elizabeth Omilami,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4672,Maria Howell,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4673,Patrick G. Keenan,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4674,Eric Benson,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4675,David Dwyer,"['tm133374', 'tm285298', 'tm849022', 'tm420826']",4,26.750000000000004,2.72,6.687500000000001,0.68,0.43,0.67
4676,Catherine Combs,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4677,Kelly Johns,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4678,Robert Pralgo,"['tm133374', 'tm494731', 'tm494731']",3,18.35,2.0,6.116666666666667,0.6666666666666666,0.34,0.61
4679,Whitney Branan,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4680,Brian Sutherin,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4681,Rachel St. Gelais,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4682,Brandon Rivers,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4683,Jody Thompson,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4684,James Donadio,"['tm133374', 'tm219248']",2,14.95,1.44,7.475,0.72,0.22,0.75
4685,L. Warren Young,"['tm133374', 'tm32144', 'tm280060', 'tm838876']",4,24.2,2.42,6.05,0.605,0.43,0.6
4686,Kevin Nichols,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4687,Preston Wigasi Brant,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4688,Matthew Atkinson,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4689,Trey Best,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4690,Omid Soltani,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4691,Destiny Long,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4692,April Rich,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4693,Jaye Tyroff,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4694,Ben Keen,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4695,John Newberg,"['tm133374', 'tm183963']",2,14.5,1.36,7.25,0.6799999999999999,0.22,0.73
4696,John Henry Hancock,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4697,Joe Chrest,"['tm133374', 'tm183523', 'tm151764', 'tm176630', 'tm455636', 'tm464557', 'tm459789']",7,46.6,4.7,6.6571428571428575,0.6714285714285715,0.6,0.67
4698,Michael Fisher,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4699,Lamont Koonce,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4700,Phillip Fulmer,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4701,Lou Holtz,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4702,Tom Lemming,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4703,Houston Nutt,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4704,Ed Orgeron,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4705,"Franklin ""Pepper"" Rodgers",['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4706,Nick Saban,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4707,Tommy Tuberville,['tm133374'],1,7.65,0.78,7.65,0.78,0.0,0.77
4708,Marlon Brando,"['tm195620', 'tm983658']",2,16.5,0.92,8.25,0.4599999999999999,0.22,0.82
4709,Frederic Forrest,['tm195620'],1,9.1,0.48,9.1,0.48,0.0,0.91
4710,Laurence Fishburne,"['tm195620', 'tm40009', 'tm158304', 'tm981451', 'tm841797', 'tm1134006']",6,41.7,3.86,6.949999999999999,0.6433333333333334,0.56,0.7
