,name,movie_acted,num_of_movie,sum_score,sum_nor_popularity,avg_score,avg_nor_popularity,nor_movie_count,scaled_avg_score
14277,Adel Bencherif,"['tm143984', 'tm242422', 'tm418870']",3,18.1,1.8,6.033333333333334,0.6,0.34,0.6
14278,Shivani Ghai,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14279,Michael Wildman,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14280,Bryan Larkin,"['tm143984', 'tm846166']",2,10.8,1.34,5.4,0.6699999999999999,0.22,0.54
14281,Penny Downie,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14282,Deborah Grant,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14283,Julia Montgomery Brown,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14284,Alex Giannini,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14285,Elsa Mollien,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14286,Philip Delancy,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14287,Nikesh Patel,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14288,Nancy Baldwin,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14289,Terence Beesley,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14290,Kemi-Bo Jacobs,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14291,Simon Harrison,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14292,Tsuwayuki Saotome,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14293,Sadao Ueda,['tm143984'],1,6.0,0.74,6.0,0.74,0.0,0.6
14294,Aoi Yuki,"['tm233425', 'tm374845', 'tm816038', 'tm1065041']",4,30.55,2.56,7.637499999999999,0.64,0.43,0.76
14295,Kensho Ono,"['tm233425', 'tm273600', 'tm852097', 'tm880822']",4,30.5,2.63,7.625,0.6575,0.43,0.76
14296,Yuki Kaneko,['tm233425'],1,8.25,0.76,8.25,0.76,0.0,0.82
14297,Yui Ishikawa,"['tm233425', 'tm432022', 'tm816038']",3,24.45,1.91,8.15,0.6366666666666666,0.34,0.82
14298,Megumi Han,"['tm233425', 'tm847430', 'tm1198504']",3,22.1,1.81,7.366666666666667,0.6033333333333334,0.34,0.74
14299,Toshiyuki Toyonaga,['tm233425'],1,8.25,0.76,8.25,0.76,0.0,0.82
14300,Mayu Matsuoka,['tm233425'],1,8.25,0.76,8.25,0.76,0.0,0.82
14301,Hana Takeda,"['tm233425', 'tm816038']",2,16.05,1.33,8.025,0.665,0.22,0.8
14302,Fuminori Komatsu,['tm233425'],1,8.25,0.76,8.25,0.76,0.0,0.82
14303,Ikuko Tani,['tm233425'],1,8.25,0.76,8.25,0.76,0.0,0.82
14304,Erena Kamata,['tm233425'],1,8.25,0.76,8.25,0.76,0.0,0.82
14305,Ayano Hamaguchi,['tm233425'],1,8.25,0.76,8.25,0.76,0.0,0.82
14306,Ryunosuke Watanuki,"['tm233425', 'tm850723']",2,14.75,1.4,7.375,0.7,0.22,0.74
14307,Ryo Nishitani,['tm233425'],1,8.25,0.76,8.25,0.76,0.0,0.82
14308,Takuya Masumoto,['tm233425'],1,8.25,0.76,8.25,0.76,0.0,0.82
14309,Akiko Hiramatsu,['tm233425'],1,8.25,0.76,8.25,0.76,0.0,0.82
14310,Kate Hudson,['tm120108'],1,7.0,0.76,7.0,0.76,0.0,0.7
14311,Randall Duk Kim,"['tm120108', 'tm238681', 'tm837843']",3,19.75,1.71,6.583333333333333,0.57,0.34,0.66
14312,Steele Gagnon,['tm120108'],1,7.0,0.76,7.0,0.76,0.0,0.7
14313,Barbara Dirickson,['tm120108'],1,7.0,0.76,7.0,0.76,0.0,0.7
14314,Willie Geist,['tm120108'],1,7.0,0.76,7.0,0.76,0.0,0.7
14315,Pax Jolie-Pitt,['tm120108'],1,7.0,0.76,7.0,0.76,0.0,0.7
14316,Mick Wingert,"['tm120108', 'tm233616', 'tm418039']",3,19.450000000000003,1.72,6.483333333333334,0.5733333333333334,0.34,0.65
14317,Ming Tsai,['tm120108'],1,7.0,0.76,7.0,0.76,0.0,0.7
14318,Knox Jolie-Pitt,['tm120108'],1,7.0,0.76,7.0,0.76,0.0,0.7
14319,Zahara Jolie-Pitt,['tm120108'],1,7.0,0.76,7.0,0.76,0.0,0.7
14320,Shiloh Jolie-Pitt,['tm120108'],1,7.0,0.76,7.0,0.76,0.0,0.7
14321,Radzi Chinyanganya,['tm120108'],1,7.0,0.76,7.0,0.76,0.0,0.7
14322,Lindsey Russell,['tm120108'],1,7.0,0.76,7.0,0.76,0.0,0.7
14323,Gus Culligan,['tm120108'],1,7.0,0.76,7.0,0.76,0.0,0.7
14324,John Gallagher Jr.,"['tm239676', 'tm475162']",2,12.05,1.18,6.025,0.59,0.22,0.6
14325,Samantha Sloyan,['tm239676'],1,6.65,0.7,6.65,0.7,0.0,0.66
14326,Michael Trucco,"['tm239676', 'tm233465']",2,11.4,1.35,5.7,0.675,0.22,0.57
14327,Emilia Graves,['tm239676'],1,6.65,0.7,6.65,0.7,0.0,0.66
14328,Sam Rockwell,"['tm212927', 'tm366889']",2,13.5,1.36,6.75,0.6799999999999999,0.22,0.68
14329,Anna Kendrick,"['tm212927', 'tm356742', 'tm889390', 'tm858869']",4,26.2,2.37,6.55,0.5925,0.43,0.66
14330,Anson Mount,['tm212927'],1,6.35,0.66,6.35,0.66,0.0,0.64
14331,Douglas M. Griffin,"['tm212927', 'tm140843']",2,12.8,1.36,6.4,0.6799999999999999,0.22,0.64
14332,Katie Nehra,['tm212927'],1,6.35,0.66,6.35,0.66,0.0,0.64
14333,Jaiden Kaine,['tm212927'],1,6.35,0.66,6.35,0.66,0.0,0.64
14334,Luis Da Silva Jr.,"['tm212927', 'tm422491', 'tm412937']",3,16.25,1.7000000000000002,5.416666666666667,0.5666666666666668,0.34,0.54
14335,Christopher Matthew Cook,['tm212927'],1,6.35,0.66,6.35,0.66,0.0,0.64
14336,Wendy McColm,['tm212927'],1,6.35,0.66,6.35,0.66,0.0,0.64
14337,Jimmy Gonzales,"['tm212927', 'tm140843', 'tm1045741']",3,19.9,1.94,6.633333333333333,0.6466666666666666,0.34,0.66
14338,Kelly Connolly,['tm212927'],1,6.35,0.66,6.35,0.66,0.0,0.64
14339,Gigi Johnson,['tm212927'],1,6.35,0.66,6.35,0.66,0.0,0.64
14340,Jonathan Billions,['tm212927'],1,6.35,0.66,6.35,0.66,0.0,0.64
14341,Cooper Dodson,['tm212927'],1,6.35,0.66,6.35,0.66,0.0,0.64
14342,Alec Rayme,['tm212927'],1,6.35,0.66,6.35,0.66,0.0,0.64
14343,Marcus M. Mauldin,['tm212927'],1,6.35,0.66,6.35,0.66,0.0,0.64
14344,Bradley Gallo,['tm212927'],1,6.35,0.66,6.35,0.66,0.0,0.64
14345,Lauren Cohan,['tm194792'],1,5.95,0.7,5.95,0.7,0.0,0.6
14346,Rupert Evans,['tm194792'],1,5.95,0.7,5.95,0.7,0.0,0.6
14347,James Russell,['tm194792'],1,5.95,0.7,5.95,0.7,0.0,0.6
14348,Diana Hardcastle,['tm194792'],1,5.95,0.7,5.95,0.7,0.0,0.6
14349,Ben Robson,['tm194792'],1,5.95,0.7,5.95,0.7,0.0,0.6
14350,Jett Klyne,['tm194792'],1,5.95,0.7,5.95,0.7,0.0,0.6
14351,Lily Pater,['tm194792'],1,5.95,0.7,5.95,0.7,0.0,0.6
14352,Stephanie Lemelin,"['tm194792', 'tm233485']",2,12.0,1.24,6.0,0.62,0.22,0.6
14353,Michael Fassbender,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14354,Perla Haney-Jardine,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14355,Ripley Sobo,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14356,Makenzie Moss,"['tm193769', 'tm444576']",2,11.65,1.09,5.825,0.5449999999999999,0.22,0.58
14357,Sarah Snook,"['tm193769', 'tm919961']",2,14.05,1.33,7.025,0.665,0.22,0.7
14358,Adam Shapiro,"['tm193769', 'tm821789']",2,13.8,1.35,6.9,0.675,0.22,0.69
14359,John Steen,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14360,Stan Roth,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14361,Mihran Slougian,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14362,Noreen Lee,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14363,Gail Fenton,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14364,Rachel Caproni,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14365,Lily Tung Crystal,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14366,Damara Reilly,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14367,Marika Casteel,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14368,Lana Palmer,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14369,Dylan Freitas-D'Louhy,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14370,Chris Tomasso,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14371,John Chovanec,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14372,Daniel Liddle,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14373,Lora Oliver,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14374,Colm O'Riain,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14375,Anita Bennett,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14376,Greg Mills,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14377,Melissa Etezadi,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14378,Sara Welch,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14379,Marc Istook,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14380,Carlo Cecchetto,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14381,Kristina Guerrero,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14382,Mark Mester,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14383,Derrin Horton,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14384,Steven Wiig,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14385,Tony Toste,"['tm193769', 'tm310953', 'tm880059']",3,19.9,1.87,6.633333333333333,0.6233333333333334,0.34,0.66
14386,Lena Avgust,"['tm193769', 'tm244174']",2,14.35,1.39,7.175,0.695,0.22,0.72
14387,Alex Phillip,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14388,Derek W. Adam,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14389,Natalie Stephany Aguilar,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14390,Moises Amaya,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14391,AnnaCorey,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14392,Andy Arness,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14393,David Blount-Porter,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14394,John Edward Cabrera,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14395,Bryan Casserly,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14396,Brian Castellanos,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14397,Javier Chavarin,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14398,Alan Chu,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14399,Stephanie Johnston,['tm193769'],1,7.0,0.69,7.0,0.69,0.0,0.7
14400,Ed Moy,"['tm193769', 'tm310953', 'tm244519']",3,19.55,1.95,6.516666666666666,0.65,0.34,0.65
14401,Madison Wolfe,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14402,Frances O'Connor,"['tm138297', 'tm836662']",2,13.65,1.33,6.824999999999999,0.665,0.22,0.68
14403,Lauren Esposito,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14404,Maria Doyle Kennedy,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14405,Benjamin Haigh,"['tm138297', 'tm285107']",2,14.2,1.44,7.1,0.72,0.22,0.71
14406,Patrick McAuley,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14407,Bob Adrian,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14408,Chris Royds,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14409,Daniel Wolfe,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14410,Annie Young,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14411,Elliot Joseph,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14412,Cory English,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14413,Emily Tasker,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14414,Kate Cook,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14415,Thomas Harrison,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14416,Jennifer Collins,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14417,Nancy DeMars,['tm138297'],1,7.3,0.81,7.3,0.81,0.0,0.73
14418,Robin Atkin Downes,"['tm138297', 'tm239743']",2,13.8,1.4900000000000002,6.9,0.7450000000000001,0.22,0.69
14419,Jason Liles,"['tm138297', 'tm217228']",2,11.65,1.5,5.824999999999999,0.75,0.22,0.58
14420,Jim Parsons,"['tm132273', 'tm208903', 'tm444017', 'tm827508', 'tm957903']",5,35.75,2.92,7.15,0.584,0.5,0.72
14421,Rihanna,['tm132273'],1,6.699999999999999,0.72,6.699999999999999,0.72,0.0,0.67
14422,Matt Jones,"['tm132273', 'tm827648', 'tm954543', 'tm841239']",4,26.1,2.34,6.525,0.585,0.43,0.65
14423,Lisa Stewart,['tm132273'],1,6.699999999999999,0.72,6.699999999999999,0.72,0.0,0.67
14424,April Winchell,['tm132273'],1,6.699999999999999,0.72,6.699999999999999,0.72,0.0,0.67
14425,Dev Patel,"['tm143085', 'tm425698']",2,12.55,1.34,6.275,0.67,0.22,0.63
14426,Ninja,"['tm143085', 'tm460199']",2,13.25,1.24,6.625,0.62,0.22,0.66
14427,Yo-Landi Visser,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14428,Sigourney Weaver,"['tm143085', 'tm196296', 'tm244206']",3,20.8,2.18,6.933333333333334,0.7266666666666667,0.34,0.69
14429,Anderson Cooper,"['tm143085', 'tm247642']",2,13.6,1.4,6.800000000000001,0.7,0.22,0.68
14430,Brandon Auret,"['tm143085', 'tm888080']",2,12.0,1.37,6.0,0.685,0.22,0.6
14431,Johnny Selema,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14432,Maurice Carpede,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14433,Jason Cope,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14434,Kevin Otto,"['tm143085', 'tm309903', 'tm888080', 'tm823355', 'tm483997']",5,30.6,3.15,6.12,0.63,0.5,0.61
14435,Bill Marchant,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14436,Eugene Khumbanyiwa,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14437,Mark K. Xulu,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14438,Sherldon Marema,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14439,Shaheed Hajee,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14440,James Hendricks,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14441,Julian Brits,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14442,David Davadoss,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14443,Anneli Muller,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14444,Kendal Watt,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14445,Chan Marti,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14446,Vuyelwa Booi,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14447,Mike Blomkamp,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14448,Anthony Bishop,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14449,Paul Dobson,"['tm143085', 'tm350887']",2,13.35,1.32,6.675000000000001,0.66,0.22,0.67
14450,Max Poolman,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14451,Alistair Prodgers,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14452,Wandile Molebatsi,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14453,Arran Henn,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14454,Thami Ngubeni,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14455,James Bitonti,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14456,Andea Volschenk,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14457,Hein De Vries,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14458,Dan Hirst,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14459,Paul Hampshire,"['tm143085', 'tm925186']",2,11.5,1.28,5.75,0.64,0.22,0.58
14460,Graeme Duffy,"['tm143085', 'tm317542', 'tm435916']",3,19.15,2.1,6.383333333333334,0.7000000000000001,0.34,0.64
14461,Miranda Frigon,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14462,Edwin Gagiano,['tm143085'],1,6.8,0.8,6.8,0.8,0.0,0.68
14463,Sean O. Roberts,"['tm143085', 'tm883189']",2,12.65,1.4,6.324999999999999,0.7,0.22,0.63
14464,Mao Ichimichi,['tm245271'],1,7.199999999999999,0.63,7.199999999999999,0.63,0.0,0.72
14465,Masaya Onosaka,['tm245271'],1,7.199999999999999,0.63,7.199999999999999,0.63,0.0,0.72
14466,Teruaki Ogawa,['tm245271'],1,7.199999999999999,0.63,7.199999999999999,0.63,0.0,0.72
14467,Tomohiro Kaku,['tm245271'],1,7.199999999999999,0.63,7.199999999999999,0.63,0.0,0.72
14468,Masane Tsukayama,['tm245271'],1,7.199999999999999,0.63,7.199999999999999,0.63,0.0,0.72
14469,Taissa Farmiga,"['tm135106', 'tm195764', 'tm321596']",3,17.4,1.68,5.8,0.5599999999999999,0.34,0.58
14470,Karen Gillan,"['tm135106', 'tm1120543', 'tm501313']",3,17.0,2.03,5.666666666666667,0.6766666666666667,0.34,0.57
14471,Larry Fessenden,"['tm135106', 'tm285340']",2,11.05,1.15,5.525,0.575,0.22,0.55
14472,K. Harrison Sweeney,['tm135106'],1,6.05,0.61,6.05,0.61,0.0,0.6
14473,Tommy Nohilly,['tm135106'],1,6.05,0.61,6.05,0.61,0.0,0.6
14474,Jeff Bairstow,['tm135106'],1,6.05,0.61,6.05,0.61,0.0,0.6
14475,Michael Davis,['tm135106'],1,6.05,0.61,6.05,0.61,0.0,0.6
14476,James Cady,['tm135106'],1,6.05,0.61,6.05,0.61,0.0,0.6
14477,James E. Lane,['tm135106'],1,6.05,0.61,6.05,0.61,0.0,0.6
14478,Jumpy,['tm135106'],1,6.05,0.61,6.05,0.61,0.0,0.6
14479,Felicity Jones,"['tm196296', 'tm832916', 'tm518467', 'tm981945']",4,26.5,2.57,6.625,0.6425,0.43,0.66
14480,Toby Kebbell,"['tm196296', 'tm344886']",2,13.95,1.3199999999999998,6.9750000000000005,0.6599999999999999,0.22,0.7
14481,Ben Moor,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14482,Frida Palsson,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14483,Wanda Opalinska,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14484,James Melville,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14485,Oliver Steer,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14486,Dominic Boyle,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14487,Jennifer Lim,"['tm196296', 'tm855600']",2,12.45,1.26,6.2250000000000005,0.63,0.22,0.62
14488,Max Gabbay,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14489,Joe Curtis,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14490,Morgan Symes,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14491,Max Golds,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14492,Lily-Rose Aslandogdu,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14493,Geraldine Chaplin,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14494,Jake Talbot,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14495,Lee Bolton,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,0.0,0.73
14496,Garry Marriott,"['tm196296', 'tm233482']",2,14.2,1.46,7.1000000000000005,0.73,0.22,0.71
14497,Ruth Negga,"['tm219233', 'tm446206', 'tm943771', 'tm471968']",4,26.8,2.33,6.699999999999999,0.5825,0.43,0.67
14498,Marton Csokas,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14499,Nick Kroll,"['tm219233', 'tm324124', 'tm408306', 'tm327636', 'tm855483', 'tm305129']",6,40.05,3.4000000000000004,6.675,0.5666666666666668,0.56,0.67
14500,Sharon Blackwood,"['tm219233', 'tm452826']",2,13.15,1.2000000000000002,6.574999999999999,0.6000000000000001,0.22,0.66
14501,Alano Miller,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14502,Terri Abney,"['tm219233', 'tm219173']",2,12.55,1.22,6.275,0.61,0.22,0.63
14503,Jon Bass,"['tm219233', 'tm315344']",2,14.1,1.36,7.05,0.6799999999999999,0.22,0.7
14504,Winter-Lee Holland,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14505,Michael Abbott Jr.,"['tm219233', 'tm219233']",2,13.7,1.28,6.85,0.64,0.22,0.68
14506,Chris Greene,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14507,Will Dalton,"['tm219233', 'tm497383']",2,13.3,1.22,6.65,0.61,0.22,0.66
14508,Matt Malloy,"['tm219233', 'tm420797', 'tm347821']",3,19.35,1.81,6.449999999999999,0.6033333333333334,0.34,0.64
14509,Andrene Ward-Hammond,"['tm219233', 'tm240895', 'tm893480', 'tm434553', 'tm459789']",5,30.65,2.96,6.13,0.592,0.5,0.61
14510,D.L. Hopkins,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14511,Jennifer Joyner,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14512,Lance Lemon,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14513,Brenan Young,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14514,Dalyn Cleckley,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14515,Quinn McPherson,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14516,Jevin Crochrell,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14517,Georgia Crawford,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14518,Micah Claiborne,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14519,Devin Cleckley,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14520,Pryor Ferguson,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14521,Karen Vicks,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14522,Scott Wichmann,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14523,Benjamin Loeh,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14524,Bridget Gethins,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14525,Mark Huber,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14526,James Matthew Poole,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14527,Coley Campany,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14528,Sheri Lahris,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14529,Jordan Dickey,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14530,Coby Batty,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14531,Chris Condetti,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14532,Logan J. Woolfolk,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14533,Robert Haulbrook,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14534,Keith Tyree,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14535,James Nevins,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14536,W. Keith Scott,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14537,Tom Lancaster,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14538,Lonnie M Henderson,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14539,Brian Thomas Wise,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14540,Terry Menefee Gau,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14541,Marc Anthony Lowe,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14542,Jay SanGiovanni,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14543,Tyrell Ford,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14544,James Atticus Abebayehu,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14545,Jim D. Johnston,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14546,Derick Newson,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14547,Miles Hopkins,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14548,Kenneth William Clarke,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14549,Robert Furner,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14550,Victoria Chavatel Jimison,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14551,Darrick Claiborne,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14552,Raymond H. Johnson,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14553,Dean Mumford,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14554,Rebecca Turner,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14555,Mike Shiflett,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14556,Greg Cooper,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14557,A. Smith Harrison,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14558,Keith Flippen,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
14559,Jason Alan Cook,['tm219233'],1,6.85,0.64,6.85,0.64,0.0,0.68
