id,name,title,imdb_score,tmdb_score,imdb_votes,tmdb_popularity,nor_imdb_vote,nor_tmdb_popularity,weighted_average_popularity
tm847998,Steven Brill,Hubie Halloween,5.2,6.0,48575.0,18.454,0.7,0.61,0.66
tm931686,Oz Rodriguez,Vampires vs. the Bronx,5.6,5.9,9815.0,11.147,0.58,0.57,0.57
tm461366,Łukasz Kośmicki,The Coldest Game,6.2,6.2,10749.0,9.345,0.59,0.56,0.57
tm467299,Marcus Raboy,Anthony Jeselnik: Fire in the Maternity Ward,7.2,7.0,3605.0,4.278,0.5,0.5,0.5
tm855600,Jamie Babbit,The Stand In,4.7,5.6,3439.0,7.135,0.5,0.54,0.52
tm503508,Wash Westmoreland,Earthquake Bird,5.9,5.9,14519.0,10.326,0.61,0.57,0.59
tm824165,Roger Kumble,Falling Inn Love,5.6,6.529,19559.0,19.061,0.63,0.62,0.62
tm425698,Michael Winterbottom,The Wedding Guest,5.8,5.7,5678.0,6.608,0.54,0.53,0.54
tm446625,Stanley Nelson,Miles Davis: Birth of the Cool,7.4,7.4,1771.0,4.877,0.45,0.51,0.48
tm918701,Ángel Gómez Hernández,Don't Listen,,6.5,2591.0,33.329,0.48,0.66,0.57
tm850723,Takeru Nakajima,Altered Carbon: Resleeved,6.5,6.5,6127.0,81.179,0.55,0.73,0.64
tm850723,Yoshiyuki Okada,Altered Carbon: Resleeved,6.5,6.5,6127.0,81.179,0.55,0.73,0.64
tm855483,Donick Cary,Have a Good Trip: Adventures in Psychedelics,6.8,6.9,7707.0,12.231,0.56,0.58,0.57
tm475836,Akiva Schaffer,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,,6.2,2591.0,6.171,0.48,0.52,0.5
tm475836,Mike Diva,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,,6.2,2591.0,6.171,0.48,0.52,0.5
tm524282,Jake Wyatt,Invader ZIM: Enter the Florpus,7.4,7.6,5796.0,10.288,0.54,0.57,0.55
tm524282,Jenny Goldberg,Invader ZIM: Enter the Florpus,7.4,7.6,5796.0,10.288,0.54,0.57,0.55
tm857051,Akhil Paul,Forensic,6.8,6.6,5124.0,5.848,0.53,0.52,0.52
tm857051,Anas Khan,Forensic,6.8,6.6,5124.0,5.848,0.53,0.52,0.52
tm451548,Kan Eguchi,The Fable,6.5,6.5,1838.0,3.501,0.45,0.48,0.46
tm469008,Bruce Leddy,How High 2,3.0,6.6,1123.0,17.294,0.42,0.61,0.52
tm816038,Haruka Fujita,Violet Evergarden: Eternity and the Auto Memories Doll,7.4,8.2,4692.0,21.408,0.53,0.62,0.57
tm812916,Cédric Jimenez,The Stronghold,6.9,7.479,10013.0,100.742,0.58,0.75,0.66
tm845535,Shalini Kantayya,Coded Bias,6.7,7.3,2311.0,3.365,0.47,0.48,0.48
tm447159,Lone Scherfig,The Kindness of Strangers,6.4,6.5,3747.0,8.158,0.51,0.55,0.53
tm938793,Unjoo Moon,I Am Woman,6.5,6.9,2296.0,15.377,0.47,0.6,0.53
tm897732,Jeremy Degruson,Bigfoot Family,5.8,7.1,2723.0,12.91,0.48,0.58,0.53
tm897732,Ben Stassen,Bigfoot Family,5.8,7.1,2723.0,12.91,0.48,0.58,0.53
tm924991,Darren Lynn Bousman,Death of Me,4.4,5.0,6176.0,36.207,0.55,0.67,0.61
tm893799,,Lost Bullet,6.3,6.7,9479.0,12.144,0.58,0.58,0.58
tm430171,Billy Corben,Screwball,7.1,6.2,1713.0,4.692,0.45,0.5,0.48
tm848996,Alan Yang,Tigertail,6.6,6.9,3589.0,6.618,0.5,0.53,0.52
tm846964,Tyler Perry,A Fall from Grace,5.8,7.091,15341.0,13.235,0.62,0.59,0.6
tm902330,Eric Bress,Ghosts of War,5.5,6.0,9953.0,37.368,0.58,0.67,0.62
tm450478,Archie Borders,Under the Eiffel Tower,5.4,5.9,1031.0,4.634,0.41,0.5,0.45
tm826563,Michelle Johnston,A Cinderella Story: Christmas Wish,5.3,6.4,2591.0,22.154,0.48,0.63,0.55
tm500565,Nicol Paone,Friendsgiving,4.4,4.6,2875.0,6.446,0.49,0.53,0.51
tm887369,Joe DeMaio,Jerry Seinfeld: 23 Hours to Kill,6.7,6.2,5128.0,4.296,0.53,0.5,0.52
tm844642,Lance Bangs,Michelle Wolf: Joke Show,7.2,6.8,1621.0,3.234,0.44,0.47,0.45
tm981451,Al Campbell,Death to 2020,6.8,6.6,38522.0,10.954,0.69,0.57,0.63
tm981451,Alice Mathias,Death to 2020,6.8,6.6,38522.0,10.954,0.69,0.57,0.63
tm822832,Isabel Sandoval,Lingua Franca,6.5,6.1,698.0,2.528,0.38,0.45,0.42
tm680024,,Surviving R. Kelly: The Impact,6.1,,100.0,5.862,0.23,0.52,0.38
tm678851,Anubhav Sinha,Article 15,8.2,7.7,33033.0,6.181,0.67,0.53,0.6
tm935895,Edoardo Ponti,The Life Ahead,6.8,6.7,14170.0,13.394,0.61,0.59,0.6
tm855535,Jan Komasa,The Hater,,6.9,2591.0,12.908,0.48,0.58,0.53
tm893816,LP,Desperados,5.2,6.1,10269.0,8.691,0.59,0.55,0.57
tm860965,Chris Robinson,Dave Chappelle: The Kennedy Center Mark Twain Prize,7.4,7.3,2179.0,5.378,0.47,0.51,0.49
tm371882,Yu Yang,Ne Zha,,8.0,2591.0,6.397,0.48,0.53,0.5
tm890674,Nadia Hallgren,Becoming,6.8,7.5,6349.0,9.982,0.55,0.56,0.56
tm447520,Rik Reinholdtsen,Sebastian Maniscalco: Stay Hungry,7.0,6.4,1324.0,2.991,0.43,0.47,0.45
tm977997,,Captain Underpants: Mega Blissmas,5.2,5.8,160.0,18.41,0.27,0.61,0.44
tm812998,Mehmet Ada Öztekin,Miracle in Cell No. 7,8.2,8.3,47771.0,65.548,0.7,0.71,0.7
tm857430,Àlex Pastor,The Occupant,6.4,6.3,17289.0,8.774,0.63,0.55,0.59
tm857430,David Pastor,The Occupant,6.4,6.3,17289.0,8.774,0.63,0.55,0.59
tm452573,Manny Rodriguez,Gabriel Iglesias: One Show Fits All,7.2,6.8,1830.0,5.845,0.45,0.52,0.48
tm834664,Nicholaus Goossen,Nikki Glaser: Bangin',6.1,6.6,1669.0,4.226,0.45,0.49,0.47
tm493511,Shonali Bose,The Sky Is Pink,7.5,7.8,8664.0,6.395,0.57,0.53,0.55
tm883441,Luis Alfaro,Money Heist: The Phenomenon,7.4,7.5,3482.0,43.094,0.5,0.68,0.59
tm883441,Pablo Lejarreta,Money Heist: The Phenomenon,7.4,7.5,3482.0,43.094,0.5,0.68,0.59
tm847430,Kyohei Ishiguro,Words Bubble Up Like Soda Pop,,7.4,2591.0,19.969,0.48,0.62,0.55
tm922532,Felix Binder,Freaks – You're One of Us,5.4,5.7,5809.0,11.865,0.54,0.58,0.56
tm885860,Madeleine Parry,Hannah Gadsby: Douglas,,7.5,2591.0,4.485,0.48,0.5,0.49
tm453850,Yoon Sung-hyun,Time to Hunt,6.3,7.2,5621.0,14.681,0.54,0.59,0.56
tm472195,Mike Doyle,Almost Love,5.7,6.4,1133.0,4.298,0.42,0.5,0.46
tm455059,Lior Geller,We Die Young,5.2,6.9,4181.0,17.605,0.52,0.61,0.56
tm893680,Michael McKay,Jo Koy: In His Elements,5.4,5.6,469.0,3.871,0.35,0.49,0.42
tm888080,Olivier Megaton,The Last Days of American Crime,3.7,6.7,11465.0,9.916,0.59,0.56,0.57
tm854669,Marcus Raboy,Taylor Tomlinson: Quarter-Life Crisis,7.4,7.266,3791.0,4.627,0.51,0.5,0.5
tm917036,Sue Kim,The Speed Cubers,,7.6,2591.0,6.921,0.48,0.53,0.5
tm458127,Adam Bolt,Human Nature,7.7,7.2,1608.0,3.416,0.44,0.48,0.46
tm454375,Jonathan A. Rosenbaum,Benchwarmers 2: Breaking Balls,4.1,4.5,967.0,6.37,0.4,0.53,0.46
tm838687,Ernie Barbarash,Holiday in the Wild,6.1,6.5,15216.0,12.279,0.62,0.58,0.6
tm848995,David E. Talbert,Jingle Jangle: A Christmas Journey,6.4,6.65,18374.0,28.329,0.63,0.65,0.64
tm470560,Rachel Mason,Circus of Books,7.1,6.9,4624.0,7.515,0.52,0.54,0.53
tm883189,Michael Scott,Dangerous Lies,5.3,6.4,16943.0,11.808,0.62,0.58,0.6
tm1127695,Jose Mari Goenaga,The Endless Trench,7.2,7.0,6400.0,10.223,0.55,0.57,0.56
tm1127695,Jon Garaño,The Endless Trench,7.2,7.0,6400.0,10.223,0.55,0.57,0.56
tm1127695,Aitor Arregi,The Endless Trench,7.2,7.0,6400.0,10.223,0.55,0.57,0.56
tm469400,Sandra Restrepo,Brené Brown: The Call to Courage,7.7,7.1,1552.0,4.84,0.44,0.51,0.48
tm670553,Kuang-Hui Liu,Your Name Engraved Herein,7.2,8.2,5938.0,9.885,0.54,0.56,0.55
tm942240,David Pablos,Dance of the Forty One,6.8,7.9,4386.0,10.872,0.52,0.57,0.54
tm839411,Gianluca Leuzzi,Me Against You: Mr. S's Vendetta,1.6,8.2,370.0,8.374,0.33,0.55,0.44
tm823355,M.J. Bassett,Inside Man: Most Wanted,5.6,6.6,3967.0,19.139,0.51,0.62,0.56
tm857187,Rami Hachache,Tom Segura: Ball Hog,7.3,6.8,2967.0,4.265,0.49,0.5,0.5
tm814671,Peter Sullivan,Secret Obsession,4.4,5.5,21578.0,18.658,0.64,0.61,0.62
tm472411,Serge Ou,Iron Fists and Kung Fu Kicks,6.6,7.0,1146.0,6.234,0.42,0.53,0.48
tm826368,Kenny Leon,American Son,5.8,6.1,7004.0,7.334,0.56,0.54,0.55
tm824559,Eva Orner,"Bikram: Yogi, Guru, Predator",6.7,6.4,7525.0,8.238,0.56,0.55,0.56
tm376739,Aaron Lieber,Bethany Hamilton: Unstoppable,7.4,7.9,736.0,2.099,0.38,0.44,0.41
tm814644,Michael Dowse,Coffee & Kareem,5.1,5.5,13535.0,11.17,0.61,0.57,0.59
tm458326,Conor Allyn,Walk. Ride. Rodeo.,6.4,7.071,2407.0,14.069,0.47,0.59,0.53
tm449594,Julien Abraham,Brother,6.7,6.6,1066.0,7.102,0.41,0.54,0.48
tm454824,Mikhail Lokshin,Silver Skates,7.1,7.9,5946.0,13.837,0.54,0.59,0.56
tm853113,,Thomas & Friends: Marvelous Machinery,6.1,2.0,16.0,1.21,0.09,0.39,0.24
tm885805,Jesse V. Johnson,Debt Collectors,5.8,6.1,4347.0,15.007,0.52,0.6,0.56
tm453994,Elle-Máijá Tailfeathers,The Body Remembers When the World Broke Open,6.9,7.3,757.0,3.842,0.39,0.49,0.44
tm453994,Kathleen Hepburn,The Body Remembers When the World Broke Open,6.9,7.3,757.0,3.842,0.39,0.49,0.44
tm458328,Sujoy Ghosh,Badla,7.8,7.4,27539.0,10.588,0.66,0.57,0.62
tm838869,Anissa Bonnefont,Wonder Boy,,6.8,2591.0,3.406,0.48,0.48,0.48
tm470836,Simon Lupton,The Show Must Go On: The Queen + Adam Lambert Story,7.8,7.5,1979.0,5.053,0.46,0.51,0.48
tm470836,Christopher Bird,The Show Must Go On: The Queen + Adam Lambert Story,7.8,7.5,1979.0,5.053,0.46,0.51,0.48
tm840438,Seth Barrish,Mike Birbiglia: The New One,7.7,7.4,1845.0,1.696,0.45,0.42,0.44
tm495609,Ashwin Saravanan,Game Over,7.0,6.3,7402.0,3.286,0.56,0.47,0.52
tm833638,Sion Sono,The Forest of Love,6.3,6.5,2522.0,13.715,0.48,0.59,0.53
tm453903,Isabel Coixet,Elisa & Marcela,6.6,7.4,4780.0,10.823,0.53,0.57,0.55
tm461829,Keoni Waxman,The Hard Way,4.8,5.4,3250.0,16.86,0.5,0.61,0.55
tm446581,Petra Costa,The Edge of Democracy,7.3,7.8,14758.0,6.333,0.61,0.53,0.57
tm831873,Sebastián Schindel,The Crimes That Bind,6.7,6.4,3973.0,10.408,0.51,0.57,0.54
tm868777,Mark Steven Johnson,"Love, Guaranteed",5.6,6.5,17352.0,12.174,0.63,0.58,0.6
tm483997,Vince Marcello,The Kissing Booth 2,5.7,7.793,31123.0,57.949,0.67,0.71,0.69
tm838876,Leslie Small,Undercover Brother 2,3.4,3.9,690.0,4.658,0.38,0.5,0.44
tm819054,Laurent Lafitte,Dear Mother,5.8,5.9,1425.0,7.182,0.43,0.54,0.48
tm915043,Michael Duggan,The F**k-It List,5.1,6.2,5866.0,12.194,0.54,0.58,0.56
tm827304,Ken Cunningham,LEGO Marvel Spider-Man: Vexed by Venom,5.6,7.2,311.0,9.62,0.32,0.56,0.44
tm827304,Andrew Duncan,LEGO Marvel Spider-Man: Vexed by Venom,5.6,7.2,311.0,9.62,0.32,0.56,0.44
tm954303,Fernando Ayllón,Ni de coña,2.8,4.8,387.0,4.509,0.33,0.5,0.42
tm917846,Sibusiso Khuzwayo,The Letter Reader,,6.8,2591.0,2.815,0.48,0.46,0.47
tm467467,Beyoncé,Homecoming: A Film by Beyoncé,7.5,8.2,7085.0,10.614,0.56,0.57,0.56
tm467848,Yoshiyuki Momose,NiNoKuni,6.1,6.7,3338.0,19.73,0.5,0.62,0.56
tm917974,Matt Eskandari,Hard Kill,3.3,5.1,19750.0,13.322,0.64,0.59,0.62
tm848443,Kranthi Madhav,World Famous Lover,5.0,6.0,3206.0,2.038,0.5,0.44,0.47
tm917822,Brian Skiba,The 2nd,3.8,5.5,8590.0,12.089,0.57,0.58,0.57
tm889018,Gaspar Antillo,Nobody Knows I'm Here,6.5,6.9,4148.0,12.69,0.52,0.58,0.55
tm843768,Rhys Thomas,John Mulaney & The Sack Lunch Bunch,7.4,7.1,3532.0,5.581,0.5,0.52,0.51
tm846166,Reinhard Klooss,Pets United,3.7,5.9,2754.0,65.129,0.48,0.71,0.6
tm819107,Spike Jonze,Aziz Ansari: Right Now,7.5,7.4,5161.0,4.989,0.53,0.51,0.52
tm886086,Isaac Florentine,Seized,5.3,6.6,2270.0,12.92,0.47,0.58,0.52
tm847629,Francis Whately,Dolly Parton: Here I Am,7.3,7.7,1502.0,3.26,0.44,0.47,0.45
tm375446,Hallvard Bræin,Asphalt Burning,5.1,5.4,2315.0,18.974,0.47,0.62,0.54
tm881859,Chris Bolan,A Secret Love,7.8,7.4,4409.0,12.806,0.52,0.58,0.55
tm986700,Jan Belcl,All My Friends Are Dead,5.8,5.9,6299.0,9.518,0.55,0.56,0.56
tm674099,Sydney Sibilia,Rose Island,7.0,7.1,20555.0,12.682,0.64,0.58,0.61
tm434830,Miranda de Pencier,The Grizzlies,7.4,7.6,2194.0,4.171,0.47,0.49,0.48
tm473601,Sebastián Schindel,The Son,,5.4,2591.0,8.664,0.48,0.55,0.52
tm475162,Semi Chellas,American Woman,,5.3,2591.0,3.54,0.48,0.48,0.48
tm814734,Thomas Sieben,Kidnapping Stella,4.9,5.3,6008.0,13.895,0.54,0.59,0.56
tm912373,Scott Zabielski,Jim Jefferies: Intolerant,7.2,7.2,2872.0,5.264,0.49,0.51,0.5
tm916997,Laura Terruso,Work It,6.1,7.7,13242.0,14.953,0.6,0.6,0.6
tm465408,Phillip Michael Youmans,Burning Cane,5.5,5.8,633.0,2.604,0.37,0.46,0.42
tm826473,Chung Mong-Hong,A Sun,,7.639,2591.0,8.081,0.48,0.55,0.52
tm932595,Rachel Talalay,A Babysitter's Guide to Monster Hunting,5.4,6.2,4172.0,39.595,0.52,0.67,0.6
tm454156,Patricia Font,In Family I Trust,6.2,6.3,3194.0,5.414,0.5,0.51,0.5
tm889679,Shaun Paul Piccinino,Roped,5.4,6.3,1436.0,10.847,0.43,0.57,0.5
tm502151,Marina Seresesky,A Remarkable Tale,5.3,5.7,1251.0,7.463,0.42,0.54,0.48
tm927286,Nathan Wiley,Making The Witcher,6.8,7.6,456.0,19.659,0.35,0.62,0.48
tm881162,Bonni Cohen,Athlete A,7.6,7.7,10861.0,11.88,0.59,0.58,0.58
tm881162,Jon Shenk,Athlete A,7.6,7.7,10861.0,11.88,0.59,0.58,0.58
tm319139,Sujeeth,Saaho,5.0,6.1,19610.0,7.256,0.63,0.54,0.58
tm461159,Kevin Johnson,Trouble,5.8,6.7,3281.0,17.173,0.5,0.61,0.55
tm305433,Cosmo Segurson,Rocko's Modern Life: Static Cling,6.9,6.5,3865.0,10.256,0.51,0.57,0.54
tm305433,Joe Murray,Rocko's Modern Life: Static Cling,6.9,6.5,3865.0,10.256,0.51,0.57,0.54
tm980097,Neri Parenti,Holiday on Mars,2.7,3.4,583.0,6.491,0.37,0.53,0.45
tm485801,Ángeles Reiné,So My Grandma's a Lesbian!,4.3,5.3,1122.0,6.736,0.42,0.53,0.48
tm978401,Matthew Michael Carnahan,Mosul,,6.7,2591.0,7.95,0.48,0.55,0.52
tm835869,Don Michael Paul,Jarhead: Law of Return,5.6,6.543,2591.0,21.561,0.48,0.63,0.55
tm836662,Lankyboy,Go!,5.9,6.8,2913.0,9.409,0.49,0.56,0.52
tm457856,Kelly Duane de la Vega,ReMastered: The Two Killings of Sam Cooke,7.2,6.9,2269.0,3.611,0.47,0.48,0.48
tm464435,Fab 5 Freddy,Grass Is Greener,7.1,6.9,1345.0,2.882,0.43,0.46,0.44
tm823488,Barry Avrich,David Foster: Off the Record,7.0,7.0,577.0,3.314,0.36,0.47,0.42
tm816992,Teddy Chan,Double World,6.1,6.7,4160.0,14.66,0.52,0.59,0.55
tm854278,Olivier Marchal,Rogue City,,5.863,2591.0,10.026,0.48,0.56,0.52
tm467804,A. L. Vijay,Watchman,,5.2,2591.0,1.537,0.48,0.41,0.44
tm451502,Chakri Toleti,Kolaiyuthir Kaalam,2.6,4.2,411.0,4.14,0.34,0.49,0.42
tm884369,Amy Segal,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",8.6,8.9,1445.0,3.016,0.43,0.47,0.45
tm454096,Michael Civille,Only Mine,4.6,5.3,3165.0,14.846,0.49,0.6,0.54
tm850454,Gregory Jacobs,Tom Papa: You're Doing Great!,7.2,6.1,866.0,4.955,0.4,0.51,0.46
tm814150,Douglas Attal,How I Became a Super Hero,5.8,6.2,5194.0,125.201,0.53,0.77,0.65
tm864480,David Galán Galindo,Unknown Origins,6.1,6.1,6769.0,8.534,0.55,0.55,0.55
tm518467,Tomer Eshed,Dragon Rider,5.6,7.3,1597.0,14.144,0.44,0.59,0.52
tm844250,Trivikram Srinivas,Ala Vaikunthapurramuloo,7.3,6.8,17029.0,9.691,0.62,0.56,0.59
tm816593,Daniel Gray Longino,"Frankenstein's Monster's Monster, Frankenstein",5.8,6.0,2198.0,4.051,0.47,0.49,0.48
tm366245,Tarun Mansukhani,Drive,3.1,5.4,7671.0,19.937,0.56,0.62,0.59
tm948100,Kanishk Varma,Footfairy,4.9,5.0,358.0,1.021,0.33,0.38,0.36
tm857399,Lynn Shelton,Marc Maron: End Times Fun,6.8,7.0,1934.0,2.864,0.46,0.46,0.46
tm941382,Ryuichi Yagi,Stand by Me Doraemon 2,7.5,7.6,3791.0,17.83,0.51,0.61,0.56
tm941382,Takashi Yamazaki,Stand by Me Doraemon 2,7.5,7.6,3791.0,17.83,0.51,0.61,0.56
tm571805,Cindy Chupack,Otherhood,6.1,6.2,11275.0,9.31,0.59,0.56,0.57
tm931330,Caroline Suh,BLACKPINK: Light Up the Sky,7.3,8.4,6427.0,10.809,0.55,0.57,0.56
tm981863,Mahmoud Kamel,Ammar,2.6,,71.0,5.376,0.2,0.51,0.36
tm932201,Pailin Wedel,Hope Frozen,,8.2,2591.0,2.206,0.48,0.44,0.46
tm494731,Michael Tiddes,Sextuplets,4.4,6.3,8528.0,27.608,0.57,0.65,0.61
tm470378,Brian Oakes,ReMastered: Devil at the Crossroads,7.0,6.9,2748.0,9.663,0.48,0.56,0.52
tm1081074,Stephanie Turner,Justine,6.7,6.8,719.0,2.418,0.38,0.45,0.42
tm452962,Paco Plaza,Eye for an Eye,6.6,6.7,7625.0,10.68,0.56,0.57,0.56
tm898169,Michael Govier,If Anything Happens I Love You,,7.8,2591.0,10.718,0.48,0.57,0.52
tm898169,Will McCormack,If Anything Happens I Love You,,7.8,2591.0,10.718,0.48,0.57,0.52
tm894619,Elissa Down,Feel the Beat,6.3,7.7,10967.0,18.004,0.59,0.61,0.6
tm458893,Cristina Jacob,"Oh, Ramona!",4.8,5.7,8895.0,20.224,0.57,0.62,0.6
tm897170,Olivier Abbou,Furie,5.6,5.8,2766.0,12.402,0.48,0.58,0.53
tm449590,Zak Hilditch,Rattlesnake,4.6,5.2,8629.0,14.704,0.57,0.59,0.58
tm884581,Bruno Garotti,Rich in Love,6.0,7.8,2687.0,15.16,0.48,0.6,0.54
tm898262,Pablo Agüero,Coven,6.4,6.752,4754.0,7.981,0.53,0.55,0.54
tm462611,Luis Javier Henaine,Ready to Mingle,5.9,6.8,2370.0,9.653,0.47,0.56,0.52
tm844513,Jeferson De,M8 - When Death Rescues Life,7.0,7.8,630.0,2.772,0.37,0.46,0.42
tm854876,Alice Filippi,Out of My League,6.1,7.0,2734.0,12.019,0.48,0.58,0.53
tm987599,,Best of Stand-up 2020,5.4,5.9,632.0,5.473,0.37,0.52,0.44
tm462778,Brian Klein,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,7.3,6.9,2325.0,4.353,0.47,0.5,0.48
tm890660,Carles Torras,The Paramedic,5.7,6.1,12396.0,11.497,0.6,0.57,0.58
tm421560,Ladislas Chollat,Let's Dance,5.9,6.5,1412.0,6.772,0.43,0.53,0.48
tm857397,Francisco Macri,A Life of Speed: The Juan Manuel Fangio Story,6.9,7.2,1854.0,5.826,0.45,0.52,0.48
tm472766,Wagner de Assis,Kardec,6.1,6.7,1543.0,9.57,0.44,0.56,0.5
tm460360,Gerardo Olivares,4 latas,5.9,5.8,3268.0,7.463,0.5,0.54,0.52
tm973536,Leslie Small,Kevin Hart: Zero F**ks Given,6.0,7.0,3422.0,5.211,0.5,0.51,0.5
tm462660,Sitisiri Mongkolsiri,Inhuman Kiss,6.4,6.3,1783.0,11.895,0.45,0.58,0.52
tm946604,Ulrike Kofler,What We Wanted,5.9,6.0,1808.0,4.668,0.45,0.5,0.48
tm514257,Fernando González Molina,The Legacy of the Bones,6.3,6.6,8876.0,11.988,0.57,0.58,0.57
tm933826,Sudhir Mishra,Serious Men,6.8,7.0,7505.0,2.765,0.56,0.46,0.51
tm835432,Daniel Calparsoro,Sky High,5.6,6.217,3532.0,27.138,0.5,0.64,0.57
tm933447,,Michael McIntyre: Showman,7.1,7.7,1255.0,2.023,0.42,0.44,0.43
tm1147120,,"The Witcher Bestiary Season 1, Part 2",,4.8,2591.0,4.216,0.48,0.49,0.48
tm453098,Jang Jae-hyun,Svaha: The Sixth Finger,6.2,6.6,3947.0,12.74,0.51,0.58,0.54
tm886283,Adrian Bol,Legacy of Lies,5.0,5.6,3493.0,10.179,0.5,0.57,0.53
tm920096,Sujata Day,Definition Please,5.5,1.0,168.0,1.785,0.27,0.43,0.35
tm475501,Linda Mendoza,Wanda Sykes: Not Normal,7.2,6.8,1842.0,3.26,0.45,0.47,0.46
tm464888,Imtiaz Ali,Love Aaj Kal,6.8,6.1,16075.0,3.983,0.62,0.49,0.55
tm880059,Joe Robert Cole,All Day and a Night,5.9,6.2,3752.0,7.586,0.51,0.54,0.52
tm933639,Steve Bencich,Wish Upon a Unicorn,5.3,7.1,183.0,22.103,0.28,0.63,0.46
tm675171,Reginald Hudlin,The Black Godfather,7.4,6.8,1363.0,3.454,0.43,0.48,0.45
tm455410,Ron Oliver,Grand-Daddy Day Care,4.9,6.6,875.0,6.649,0.4,0.53,0.46
tm450673,Greg Pritikin,The Last Laugh,5.6,5.4,5859.0,9.83,0.54,0.56,0.55
tm855827,Jason Orley,Pete Davidson: Alive from New York,6.1,6.1,4212.0,4.737,0.52,0.5,0.51
tm1108868,Pascal Amanfo,Sin City,3.1,3.7,32.0,1.43,0.14,0.41,0.28
tm812781,Linda Mendoza,Katherine Ryan: Glitter Room,6.7,6.8,1956.0,2.821,0.46,0.46,0.46
tm857921,Farah Nabulsi,The Present,,7.0,2591.0,2.628,0.48,0.46,0.47
tm494531,Daniel Sánchez Arévalo,Seventeen,7.2,7.3,3940.0,7.786,0.51,0.54,0.52
tm912400,Freddie Waters,Jack Whitehall: I'm Only Joking,6.6,6.1,1519.0,3.128,0.44,0.47,0.45
tm465513,Don Michael Paul,Bulletproof 2,3.5,6.7,615.0,12.219,0.37,0.58,0.48
tm944331,Grant Singer,Shawn Mendes: In Wonder,6.4,8.2,2049.0,10.122,0.46,0.56,0.51
tm823302,Gil Baroni,Alice Júnior,6.8,6.8,541.0,2.977,0.36,0.47,0.42
tm496648,Grand Corps Malade,School Life,6.5,7.0,2592.0,11.031,0.48,0.57,0.52
tm496648,Mehdi Idir,School Life,6.5,7.0,2592.0,11.031,0.48,0.57,0.52
tm430106,Emir Kusturica,El Pepe: A Supreme Life,7.1,7.5,1887.0,4.752,0.46,0.5,0.48
tm817542,,Hikaru Utada Laughter in the Dark Tour 2018,8.2,8.0,92.0,2.275,0.22,0.44,0.33
tm918043,,Raat Akeli Hai,7.3,7.2,17570.0,4.929,0.63,0.51,0.57
tm454861,Matías Gueilburt,Patria,7.2,6.6,105.0,2.152,0.23,0.44,0.34
tm450698,Renato De Maria,The Ruthless,6.2,6.2,6237.0,12.973,0.55,0.58,0.56
tm889629,Shaun Paul Piccinino,Lady Driver,5.7,6.3,1538.0,13.497,0.44,0.59,0.52
tm895839,Niccolò Celaia,Under the Riccione Sun,5.5,6.2,2463.0,13.561,0.48,0.59,0.53
tm895839,Antonio Usbergo,Under the Riccione Sun,5.5,6.2,2463.0,13.561,0.48,0.59,0.53
tm474548,Kate Miles Melville,Good Sam,5.7,6.0,2951.0,8.029,0.49,0.55,0.52
tm946718,Deepa Mehta,Funny Boy,6.4,6.0,913.0,1.489,0.4,0.41,0.4
tm466255,Leslie Small,Kevin Hart: Irresponsible,6.5,6.7,4506.0,6.514,0.52,0.53,0.52
tm832903,César Rodrigues,Airplane Mode,5.1,6.3,2603.0,11.49,0.48,0.57,0.52
tm450832,Xavier Durringer,Paradise Beach,4.6,5.2,2242.0,12.684,0.47,0.58,0.52
tm450462,Karthik Subbaraj,Petta,7.3,7.1,9778.0,6.578,0.58,0.53,0.55
tm882887,Estevan Oriol,LA Originals,7.2,7.1,1820.0,7.016,0.45,0.54,0.5
tm847678,Yuki Tanada,Romance Doll,,5.4,2591.0,3.275,0.48,0.47,0.48
tm960414,Shaun Paul Piccinino,A California Christmas,5.8,6.4,9831.0,11.246,0.58,0.57,0.57
tm945168,James Tovell,Secrets of the Saqqara Tomb,7.2,7.4,6326.0,12.143,0.55,0.58,0.56
tm889200,Tatsushi Ōmori,MOTHER,,6.9,2591.0,8.383,0.48,0.55,0.52
tm466954,Jeremiah Jones,Alien Warfare,2.6,4.1,3527.0,18.55,0.5,0.61,0.55
tm857805,Lester Hsi,The Bridge Curse,,6.5,2591.0,35.119,0.48,0.66,0.57
tm848663,Karan Johar,Ghost Stories,,5.2,2591.0,4.35,0.48,0.5,0.49
tm848663,Zoya Akhtar,Ghost Stories,,5.2,2591.0,4.35,0.48,0.5,0.49
tm848663,Anurag Kashyap,Ghost Stories,,5.2,2591.0,4.35,0.48,0.5,0.49
tm848663,Dibakar Banerjee,Ghost Stories,,5.2,2591.0,4.35,0.48,0.5,0.49
tm413558,Denis Do,Funan,6.8,7.0,935.0,3.37,0.4,0.48,0.44
tm827168,Koji Morimoto,Sturgill Simpson Presents Sound & Fury,,6.3,2591.0,3.063,0.48,0.47,0.48
tm827168,Michael Arias,Sturgill Simpson Presents Sound & Fury,,6.3,2591.0,3.063,0.48,0.47,0.48
tm827168,Junpei Mizusaki,Sturgill Simpson Presents Sound & Fury,,6.3,2591.0,3.063,0.48,0.47,0.48
