,name,movie_directed,num_of_movie,sum_score,sum_nor_popularity,avg_score,avg_nor_popularity,nor_movie_count,scaled_avg_score
2232,Luciana Kaplan,['tm1020701'],1,6.85,3.0,6.85,3.0,0.0,0.68
2233,Nikhil Pherwani,['tm828570'],1,6.95,3.5,6.95,3.5,0.0,0.7
2234,Chinaza Onuzo,['tm1004219'],1,4.85,3.0,4.85,3.0,0.0,0.48
2235,Ravi L. Bharwani,['tm435327'],1,8.3,3.9,8.3,3.9,0.0,0.83
2236,Onur Bilgetay,"['tm674135', 'tm1165118', 'tm965758']",3,18.75,14.900000000000002,6.25,4.966666666666668,2.9478373494331396,0.62
2237,Hayden Guppy,['tm912415'],1,5.6,4.0,5.6,4.0,0.0,0.56
2238,Alejandro De Grazia,['tm992712'],1,6.15,3.7,6.15,3.7,0.0,0.62
2239,Amanda Raymond,['tm980358'],1,7.05,4.9,7.05,4.9,0.0,0.7
2240,Navjot Gulati,['tm483511'],1,5.15,4.2,5.15,4.2,0.0,0.52
2241,Angga Dwimas Sasongko,"['tm830151', 'tm921230', 'tm1161601']",3,19.85,12.2,6.616666666666667,4.066666666666666,2.9478373494331396,0.66
2242,Diego Pignataro,"['tm885938', 'tm822502']",2,14.9,8.7,7.45,4.35,1.7243743076436346,0.75
2243,Alankrita Shrivastava,['tm838007'],1,5.7,5.0,5.7,5.0,0.0,0.57
2244,James D. Stern,['tm845552'],1,6.199999999999999,4.699999999999999,6.199999999999999,4.699999999999999,0.0,0.62
2245,Fernando Villena,['tm845552'],1,6.199999999999999,4.699999999999999,6.199999999999999,4.699999999999999,0.0,0.62
2246,Harold Harris,['tm810357'],1,6.8,4.5,6.8,4.5,0.0,0.68
2247,Thomas Gumede,['tm1062350'],1,7.25,3.6,7.25,3.6,0.0,0.73
2248,Tom Stern,['tm457296'],1,5.45,4.5,5.45,4.5,0.0,0.55
2249,Luis Ara,['tm844978'],1,6.199999999999999,3.6,6.199999999999999,3.6,0.0,0.62
2250,Ignacio Jaunsolo,['tm844978'],1,6.199999999999999,3.6,6.199999999999999,3.6,0.0,0.62
2251,Manolo Caro,"['tm885364', 'tm1045603']",2,13.45,10.4,6.725,5.2,1.7243743076436346,0.67
2252,Francisco D'Eufemia,['tm849599'],1,5.8,3.8,5.8,3.8,0.0,0.58
2253,Ramon Térmens,['tm981475'],1,6.35,3.5,6.35,3.5,0.0,0.64
2254,José Gómez,"['tm882700', 'tm1172600']",2,10.6,10.2,5.3,5.1,1.7243743076436346,0.53
2255,David Benioff,['tm850176'],1,5.9,4.5,5.9,4.5,0.0,0.59
2256,D.B. Weiss,['tm850176'],1,5.9,4.5,5.9,4.5,0.0,0.59
2257,Rethabile Ramaphakela,['tm862830'],1,5.7,4.8,5.7,4.8,0.0,0.57
2258,Katleho Ramaphakela,['tm862830'],1,5.7,4.8,5.7,4.8,0.0,0.57
2259,Weica Wang,['tm915354'],1,5.4,4.3,5.4,4.3,0.0,0.54
2260,Gustavo Ron,['tm881575'],1,5.6,2.4,5.6,2.4,0.0,0.56
2261,Herman Yau,['tm454431'],1,5.95,3.8,5.95,3.8,0.0,0.6
2262,Sue Ding,['tm890479'],1,4.9,4.4,4.9,4.4,0.0,0.49
2263,Bolanle Austen-Peters,['tm813231'],1,6.2,3.4000000000000004,6.2,3.4000000000000004,0.0,0.62
2264,Sharmeen Obaid-Chinoy,['tm835414'],1,7.55,2.0,7.55,2.0,0.0,0.76
2265,Camille Shooshani,['tm823459'],1,6.2,3.8,6.2,3.8,0.0,0.62
2266,Vinay Bharadwaj,['tm832463'],1,6.1,3.7,6.1,3.7,0.0,0.61
2267,Mana Yasuda,"['tm836449', 'tm843222']",2,12.3,7.6,6.15,3.8,1.7243743076436346,0.62
2268,Josiah Ng,['tm925702'],1,5.85,3.5,5.85,3.5,0.0,0.58
2269,Vijay Kumar Arora,['tm472999'],1,8.15,4.1,8.15,4.1,0.0,0.82
2270,Firas Khoury,['tm859424'],1,8.05,4.4,8.05,4.4,0.0,0.81
2271,Hardik Mehta,"['tm863879', 'tm1001095']",2,11.25,10.0,5.625,5.0,1.7243743076436346,0.56
2272,Maradona Dias Dos Santos,['tm925186'],1,4.699999999999999,4.8,4.699999999999999,4.8,0.0,0.47
2273,Chris Roland,['tm925186'],1,4.699999999999999,4.8,4.699999999999999,4.8,0.0,0.47
2274,Archie Hekagery,['tm846630'],1,6.65,3.8,6.65,3.8,0.0,0.66
2275,Tade Ogidan,['tm813929'],1,5.1,2.9,5.1,2.9,0.0,0.51
2276,Yuki Yamato,['tm474647'],1,5.25,4.3,5.25,4.3,0.0,0.52
2277,Sooni Taraporevala,['tm854786'],1,7.6,4.699999999999999,7.6,4.699999999999999,0.0,0.76
2278,V. Vignarajan,['tm973704'],1,7.65,4.8,7.65,4.8,0.0,0.77
2279,Adriano Rudiman,"['tm1036794', 'tm1028068']",2,12.8,8.3,6.4,4.15,1.7243743076436346,0.64
2280,Lindsey Cordero,['tm437379'],1,6.3,3.2,6.3,3.2,0.0,0.63
2281,Armando Croda,['tm437379'],1,6.3,3.2,6.3,3.2,0.0,0.63
2282,Raj Rachakonda,['tm814652'],1,7.95,4.2,7.95,4.2,0.0,0.8
2283,Wang Ding-Lin,['tm820338'],1,5.85,4.8,5.85,4.8,0.0,0.58
2284,Ramiro Martinez,['tm989205'],1,6.4,4.4,6.4,4.4,0.0,0.64
2285,Jayan Moodley,"['tm468651', 'tm1045883']",2,13.05,8.299999999999999,6.525,4.15,1.7243743076436346,0.65
2286,Otilia Portillo Padua,['tm834121'],1,6.65,4.699999999999999,6.65,4.699999999999999,0.0,0.66
2287,Trisha Ziff,['tm474618'],1,6.55,3.6,6.55,3.6,0.0,0.66
2288,Andres Feddersen,['tm474496'],1,5.65,4.4,5.65,4.4,0.0,0.57
2289,Kathryn Fasegha,['tm677904'],1,6.55,2.7,6.55,2.7,0.0,0.66
2290,Tuğçe Soysop,['tm476708'],1,5.3,3.9,5.3,3.9,0.0,0.53
2291,Rai Yuvraj Bains,['tm477403'],1,5.55,3.0,5.55,3.0,0.0,0.56
2292,Gary Andrews,['tm935941'],1,3.45,3.1,3.45,3.1,0.0,0.34
2293,Samit Basu,['tm863514'],1,5.95,4.6000000000000005,5.95,4.6000000000000005,0.0,0.6
2294,Anna Stone,['tm922943'],1,6.15,1.7999999999999998,6.15,1.7999999999999998,0.0,0.62
2295,Pia Sukanya,['tm439365'],1,6.0,4.0,6.0,4.0,0.0,0.6
2296,Javier Colinas,['tm927926'],1,6.65,4.8,6.65,4.8,0.0,0.66
2297,Akshay Shankar,['tm944561'],1,7.15,4.9,7.15,4.9,0.0,0.72
2298,Pavitra Chalam,['tm944561'],1,7.15,4.9,7.15,4.9,0.0,0.72
2299,Glen Goei,['tm818499'],1,5.25,4.0,5.25,4.0,0.0,0.52
2300,Gavin Yap,['tm818499'],1,5.25,4.0,5.25,4.0,0.0,0.52
2301,Vijay Kumar,['tm466854'],1,7.0,4.3,7.0,4.3,0.0,0.7
2302,Arpan Sarkar,['tm940835'],1,6.4,4.1,6.4,4.1,0.0,0.64
2303,Shyamal Chaulia,['tm940835'],1,6.4,4.1,6.4,4.1,0.0,0.64
2304,Athiyan Athirai,['tm845594'],1,6.7,4.2,6.7,4.2,0.0,0.67
2305,Elsa Flores Almaraz,['tm530822'],1,7.25,2.8000000000000003,7.25,2.8000000000000003,0.0,0.73
2306,Richard Montoya,['tm530822'],1,7.25,2.8000000000000003,7.25,2.8000000000000003,0.0,0.73
2307,Aijaz Khan,['tm463217'],1,7.35,4.2,7.35,4.2,0.0,0.74
2308,Kristine Samuelson,['tm467116'],1,5.7,3.6,5.7,3.6,0.0,0.57
2309,John Haptas,['tm467116'],1,5.7,3.6,5.7,3.6,0.0,0.57
2310,Milton Horowitz,['tm879556'],1,6.0,3.2,6.0,3.2,0.0,0.6
2311,Udai Singh Pawar,['tm838022'],1,6.9,4.2,6.9,4.2,0.0,0.69
2312,Raju Saravanan,['tm468811'],1,6.699999999999999,4.2,6.699999999999999,4.2,0.0,0.67
2313,Mostafa Abou Seif,['tm853091'],1,5.15,4.5,5.15,4.5,0.0,0.52
2314,Francesco Imperato,"['tm467955', 'tm463814']",2,13.25,7.0,6.625,3.5,1.7243743076436346,0.66
2315,Thierry Gautier,['tm842869'],1,6.0,3.1,6.0,3.1,0.0,0.6
2316,Sylvain LEDUC,['tm842869'],1,6.0,3.1,6.0,3.1,0.0,0.6
2317,Frank Nataf,['tm918894'],1,6.45,5.2,6.45,5.2,0.0,0.64
2318,Muhammad Ali,['tm823848'],1,6.95,4.5,6.95,4.5,0.0,0.7
2319,Yoruba Richen,['tm831125'],1,5.55,4.6000000000000005,5.55,4.6000000000000005,0.0,0.56
2320,Swapnaneel Jayakar,['tm461427'],1,6.35,3.8,6.35,3.8,0.0,0.64
2321,Alex Dell,['tm464212'],1,6.8,4.6000000000000005,6.8,4.6000000000000005,0.0,0.68
2322,Samuel Olatunji,['tm1041549'],1,5.5,1.7999999999999998,5.5,1.7999999999999998,0.0,0.55
2323,Mangesh Kanthale,['tm471802'],1,7.9,2.9,7.9,2.9,0.0,0.79
2324,Lasja Fauzia Susatyo,['tm866495'],1,5.45,3.8,5.45,3.8,0.0,0.55
2325,Jeo Baby,['tm922407'],1,5.949999999999999,4.4,5.949999999999999,4.4,0.0,0.6
2326,Bassam Tariq,['tm461726'],1,5.8,4.8,5.8,4.8,0.0,0.58
2327,Byeon Hee-sun,['tm843345'],1,4.55,3.4000000000000004,4.55,3.4000000000000004,0.0,0.46
2328,Yannick Leif,['tm901961'],1,6.050000000000001,2.6,6.050000000000001,2.6,0.0,0.61
2329,Sterlin Harjo,['tm898285'],1,6.65,2.5,6.65,2.5,0.0,0.66
2330,Shamzu Zayba,['tm924556'],1,4.15,4.4,4.15,4.4,0.0,0.42
2331,William Jackson,['tm976168'],1,7.25,2.2,7.25,2.2,0.0,0.73
2332,Percival M. Intalan,['tm451269'],1,5.550000000000001,3.4000000000000004,5.550000000000001,3.4000000000000004,0.0,0.56
2333,Josh Aronson,['tm813075'],1,6.5,3.2,6.5,3.2,0.0,0.65
2334,Fiona Woodman,['tm893510'],1,5.6,3.9,5.6,3.9,0.0,0.56
2335,Tanvir Ahsan,['tm475254'],1,7.45,3.9,7.45,3.9,0.0,0.75
2336,Saleh Sobhan Auneem,['tm475254'],1,7.45,3.9,7.45,3.9,0.0,0.75
2337,Mir Mokarram Hossain,['tm475254'],1,7.45,3.9,7.45,3.9,0.0,0.75
2338,Golam Kibria,['tm475254'],1,7.45,3.9,7.45,3.9,0.0,0.75
2339,Abdullah Al Noor,['tm475254'],1,7.45,3.9,7.45,3.9,0.0,0.75
2340,Robiul Alam Robi,['tm475254'],1,7.45,3.9,7.45,3.9,0.0,0.75
2341,Krishnendu Chattopadhyay,['tm475254'],1,7.45,3.9,7.45,3.9,0.0,0.75
2342,Nuhash Humayun,['tm475254'],1,7.45,3.9,7.45,3.9,0.0,0.75
2343,Mahmudul Islam,['tm475254'],1,7.45,3.9,7.45,3.9,0.0,0.75
2344,Rahat Rahman,['tm475254'],1,7.45,3.9,7.45,3.9,0.0,0.75
2345,Syed Ahmed Shawki,['tm475254'],1,7.45,3.9,7.45,3.9,0.0,0.75
2346,Juani Libonatti,['tm852060'],1,4.95,2.7,4.95,2.7,0.0,0.5
2347,Shunsuke Kariyama,['tm888850'],1,6.0,4.8,6.0,4.8,0.0,0.6
2348,Hany Alshaibany,['tm882222'],1,6.4,4.4,6.4,4.4,0.0,0.64
2349,Sơn Tùng M-TP,['tm907872'],1,5.75,4.3,5.75,4.3,0.0,0.58
2350,M. Irfan Ramli,['tm849565'],1,6.8,4.8,6.8,4.8,0.0,0.68
2351,Carlos Morett,['tm851862'],1,5.65,4.4,5.65,4.4,0.0,0.57
2352,Selçuk Metin,['tm944307'],1,8.75,4.2,8.75,4.2,0.0,0.88
2353,Jean-François Blais,['tm835958'],1,7.0,3.2,7.0,3.2,0.0,0.7
2354,Jon Rudberg,['tm883070'],1,6.95,3.6,6.95,3.6,0.0,0.7
2355,David Batra,['tm883070'],1,6.95,3.6,6.95,3.6,0.0,0.7
2356,Basava Shankar,['tm679270'],1,7.1,3.8,7.1,3.8,0.0,0.71
2357,Ertanto Robby Soediskam,['tm435295'],1,6.5,3.9,6.5,3.9,0.0,0.65
2358,Muh Chen,['tm507191'],1,7.35,4.3,7.35,4.3,0.0,0.74
2359,Victor Gatonye,['tm977772'],1,5.85,3.0,5.85,3.0,0.0,0.58
2360,Federico Veiroj,['tm430120'],1,5.8,3.8,5.8,3.8,0.0,0.58
2361,Juan Camilo Pinzón,['tm981770'],1,4.85,3.8,4.85,3.8,0.0,0.48
2362,Saron Sakina,['tm1000166'],1,6.4,4.2,6.4,4.2,0.0,0.64
2363,Florent Bodin,"['tm929614', 'tm988879']",2,14.05,8.8,7.025,4.4,1.7243743076436346,0.7
2364,Femi D. Ogunsanwo,['tm1068745'],1,3.5,4.5,3.5,4.5,0.0,0.35
2365,Stéphane de Freitas,['tm912399'],1,5.25,3.4000000000000004,5.25,3.4000000000000004,0.0,0.52
2366,Leticia Jorge,['tm834608'],1,6.3,4.5,6.3,4.5,0.0,0.63
2367,Takeshi Fukunaga,['tm925490'],1,6.8,3.4000000000000004,6.8,3.4000000000000004,0.0,0.68
2368,Mahesh Manjrekar,['tm476496'],1,7.8,3.3000000000000003,7.8,3.3000000000000003,0.0,0.78
2369,Marla Ancheta,"['tm947446', 'tm1127511']",2,11.5,6.6000000000000005,5.75,3.3000000000000003,1.7243743076436346,0.58
2370,Monica Floyd,['tm976519'],1,4.1,4.2,4.1,4.2,0.0,0.41
2371,Seyi Babatope,"['tm1005937', 'tm1014599']",2,10.8,5.3,5.4,2.65,1.7243743076436346,0.54
2372,Victor Vũ,"['tm860204', 'tm1024535']",2,12.0,8.9,6.0,4.45,1.7243743076436346,0.6
2373,Kim Joo-hyung,"['tm833555', 'tm1063339']",2,9.6,7.1000000000000005,4.8,3.5500000000000003,1.7243743076436346,0.48
2374,Sammaria Simanjuntak,['tm822271'],1,5.699999999999999,4.2,5.699999999999999,4.2,0.0,0.57
2375,Rae Red,['tm826983'],1,6.05,4.5,6.05,4.5,0.0,0.6
2376,Darragh O’Connell,['tm980439'],1,5.75,3.6,5.75,3.6,0.0,0.58
2377,Tolulope Itegboje,['tm1073298'],1,6.4,4.1,6.4,4.1,0.0,0.64
2378,Pablo Aulita,['tm902363'],1,1.85,4.4,1.85,4.4,0.0,0.19
2379,Hamad AlSarraf,['tm816983'],1,4.5,3.3000000000000003,4.5,3.3000000000000003,0.0,0.45
2380,Srivinay Salian,['tm461907'],1,5.449999999999999,3.8,5.449999999999999,3.8,0.0,0.54
2381,Abhijit Kokate,['tm461907'],1,5.449999999999999,3.8,5.449999999999999,3.8,0.0,0.54
2382,Soudade Kaadan,['tm456271'],1,5.55,4.3,5.55,4.3,0.0,0.56
2383,Marwan Nabil,['tm1030742'],1,3.9,4.3,3.9,4.3,0.0,0.39
2384,Jastis Arimba,['tm979073'],1,6.4,4.5,6.4,4.5,0.0,0.64
2385,Nadine Ibrahim,['tm1031016'],1,6.4,4.1,6.4,4.1,0.0,0.64
2386,Florian Schott,['tm918704'],1,6.4,4.2,6.4,4.2,0.0,0.64
2387,Ezel Akay,['tm854261'],1,3.75,5.0,3.75,5.0,0.0,0.38
2388,Daniel Chan Yee-Heng,['tm464284'],1,5.1,3.5,5.1,3.5,0.0,0.51
2389,Mahmoud Karim,['tm815438'],1,5.6,4.1,5.6,4.1,0.0,0.56
2390,Farishad Latjuba,['tm462809'],1,6.8,3.8,6.8,3.8,0.0,0.68
2391,Karthik Venugopalan,['tm811954'],1,5.8,3.6,5.8,3.6,0.0,0.58
2392,Faris Godus,['tm856372'],1,7.699999999999999,4.8,7.699999999999999,4.8,0.0,0.77
2393,Mauro Scandolari,['tm842976'],1,6.35,4.2,6.35,4.2,0.0,0.64
2394,K. Rajagopal,['tm426634'],1,6.05,3.3000000000000003,6.05,3.3000000000000003,0.0,0.6
2395,Jaime P. Habac Jr.,"['tm450129', 'tm998544']",2,13.2,5.9,6.6,2.95,1.7243743076436346,0.66
2396,Shanavas K Bavakkutty,['tm810873'],1,6.45,3.8,6.45,3.8,0.0,0.64
2397,Lina Al Abed,['tm824566'],1,7.25,2.6,7.25,2.6,0.0,0.73
2398,Jenn Rogan,['tm981675'],1,6.1,2.8000000000000003,6.1,2.8000000000000003,0.0,0.61
2399,Pankaj Batra,['tm460199'],1,6.45,4.4,6.45,4.4,0.0,0.64
2400,Joe Russo,['tm1080445'],1,6.75,7.9,6.75,7.9,0.0,0.68
2401,Anthony Russo,['tm1080445'],1,6.75,7.9,6.75,7.9,0.0,0.68
2402,Garth Jennings,['tm305129'],1,7.75,8.0,7.75,8.0,0.0,0.78
2403,Patrick Hughes,['tm852360'],1,6.1,8.2,6.1,8.2,0.0,0.61
2404,Carrie Cracknell,['tm1170388'],1,6.0,6.2,6.0,6.2,0.0,0.6
2405,Joseph Kosinski,['tm1020438'],1,5.6,8.2,5.6,8.2,0.0,0.56
2406,Chris Williams,['tm1067148'],1,7.35,8.0,7.35,8.0,0.0,0.74
2407,Iris K. Shim,['tm957290'],1,5.25,6.5,5.25,6.5,0.0,0.52
2408,John Madden,['tm1043537'],1,6.65,6.6000000000000005,6.65,6.6000000000000005,0.0,0.66
2409,Alberto de Toro,['tm928497'],1,6.4,6.1,6.4,6.1,0.0,0.64
2410,Shawn Levy,['tm1082564'],1,6.9,8.2,6.9,8.2,0.0,0.69
2411,Jane Campion,['tm674063'],1,6.8,7.4,6.8,7.4,0.0,0.68
2412,Martin Sofiedal,['tm1072066'],1,5.05,5.6000000000000005,5.05,5.6000000000000005,0.0,0.5
2413,Michael Lewen,['tm1221677'],1,5.45,6.7,5.45,6.7,0.0,0.55
2414,Matthew Reilly,['tm1044289'],1,5.3,7.6,5.3,7.6,0.0,0.53
2415,Maggie Gyllenhaal,['tm1080083'],1,6.65,7.0,6.65,7.0,0.0,0.66
2416,Lin-Manuel Miranda,['tm979026'],1,7.65,7.1,7.65,7.1,0.0,0.77
2417,Rawson Marshall Thurber,['tm404856'],1,6.55,8.4,6.55,8.4,0.0,0.66
2418,Rikki Hughes,['tm1232830'],1,6.0,5.300000000000001,6.0,5.300000000000001,0.0,0.6
2419,Antoine Tassin,['tm1229846'],1,6.75,5.9,6.75,5.9,0.0,0.68
2420,Richard Linklater,['tm852172'],1,7.25,5.5,7.25,5.5,0.0,0.73
2421,Nick Rosen,['tm937814'],1,7.85,5.6000000000000005,7.85,5.6000000000000005,0.0,0.78
2422,Peter Mortimer,['tm937814'],1,7.85,5.6000000000000005,7.85,5.6000000000000005,0.0,0.78
2423,Michael Rianda,['tm370144'],1,7.8,7.199999999999999,7.8,7.199999999999999,0.0,0.78
2424,Jeymes Samuel,['tm825714'],1,6.6,7.4,6.6,7.4,0.0,0.66
2425,Sashi Kiran Tikka,['tm996762'],1,8.649999999999999,5.5,8.649999999999999,5.5,0.0,0.86
2426,Lucie Jourdan,['tm1196288'],1,6.5,6.3,6.5,6.3,0.0,0.65
2427,Alex Hardcastle,['tm1165462'],1,5.7,7.5,5.7,7.5,0.0,0.57
2428,David Blue Garcia,['tm946869'],1,5.0,7.7,5.0,7.7,0.0,0.5
2429,Tim Fehlbaum,['tm1019177'],1,5.449999999999999,6.0,5.449999999999999,6.0,0.0,0.54
2430,Norm Macdonald,['tm1209228'],1,6.9,4.6000000000000005,6.9,4.6000000000000005,0.0,0.69
2431,Judd Apatow,['tm1120543'],1,4.75,7.0,4.75,7.0,0.0,0.48
2432,Paolo Sorrentino,['tm991529'],1,7.5,6.6000000000000005,7.5,6.6000000000000005,0.0,0.75
2433,Barbara Ott,['tm1231785'],1,4.0,4.2,4.0,4.2,0.0,0.4
2434,Peter Flinth,['tm1014947'],1,6.7,6.800000000000001,6.7,6.800000000000001,0.0,0.67
2435,Peter Sollett,['tm1075698'],1,6.75,7.1,6.75,7.1,0.0,0.68
2436,Amanda Micheli,['tm1195971'],1,6.7,6.4,6.7,6.4,0.0,0.67
2437,Andrew Dosunmu,['tm1001097'],1,4.9,5.4,4.9,5.4,0.0,0.49
2438,Leigh Janiak,"['tm525645', 'tm824160', 'tm922706']",3,20.55,21.1,6.8500000000000005,7.033333333333334,2.9478373494331396,0.68
2439,Emily Kunstler,['tm1022953'],1,5.45,4.3,5.45,4.3,0.0,0.55
2440,Sarah Kunstler,['tm1022953'],1,5.45,4.3,5.45,4.3,0.0,0.55
2441,Emre Akay,['tm1180524'],1,5.75,4.2,5.75,4.2,0.0,0.58
2442,Navot Papushado,['tm501313'],1,6.2,7.199999999999999,6.2,7.199999999999999,0.0,0.62
2443,Tetsuro Araki,['tm1137051'],1,6.9,7.0,6.9,7.0,0.0,0.69
2444,Rebecca Hall,['tm471968'],1,6.6,6.3,6.6,6.3,0.0,0.66
2445,Christian Schwochow,"['tm1111987', 'tm1000037']",2,12.3,11.6,6.15,5.800000000000001,1.7243743076436346,0.62
2446,Matthias Schweighöfer,['tm1048362'],1,6.65,7.6,6.65,7.6,0.0,0.66
2447,Kim Farrant,['tm1165983'],1,5.8,7.199999999999999,5.8,7.199999999999999,0.0,0.58
2448,Stuart McDonald,['tm1196705'],1,6.449999999999999,7.199999999999999,6.449999999999999,7.199999999999999,0.0,0.64
2449,Zack Snyder,['tm456513'],1,6.0,7.800000000000001,6.0,7.800000000000001,0.0,0.6
2450,Rory Kennedy,['tm1138477'],1,7.300000000000001,6.2,7.300000000000001,6.2,0.0,0.73
2451,Katt Shea,['tm1166288'],1,7.1,6.2,7.1,6.2,0.0,0.71
2452,Adam Berg,['tm1064065'],1,5.949999999999999,7.199999999999999,5.949999999999999,7.199999999999999,0.0,0.6
2453,Torquil Jones,['tm1119272'],1,7.6,6.4,7.6,6.4,0.0,0.76
2454,Jean-Pierre Jeunet,['tm851128'],1,5.35,6.0,5.35,6.0,0.0,0.54
2455,Avi Nesher,['tm1137119'],1,7.25,3.6,7.25,3.6,0.0,0.73
2456,Toby Meakins,['tm1166024'],1,5.0,6.4,5.0,6.4,0.0,0.5
2457,Cedric Nicolas-Troyan,['tm1046932'],1,6.45,7.199999999999999,6.45,7.199999999999999,0.0,0.64
2458,Simon Stone,['tm992844'],1,7.0,6.800000000000001,7.0,6.800000000000001,0.0,0.7
2459,SK Dale,['tm1033470'],1,6.199999999999999,6.4,6.199999999999999,6.4,0.0,0.62
2460,Paul Weitz,['tm1064228'],1,7.1,7.1,7.1,7.1,0.0,0.71
2461,James Ashcroft,['tm983784'],1,5.7,5.5,5.7,5.5,0.0,0.57
2462,Kristoffer Rus,"['tm1171875', 'tm1165244']",2,11.45,8.7,5.725,4.35,1.7243743076436346,0.57
2463,Josh Lawson,['tm993838'],1,6.75,6.2,6.75,6.2,0.0,0.68
2464,Edgar Wright,['tm983723'],1,7.55,5.2,7.55,5.2,0.0,0.76
2465,Ole Bornedal,['tm855839'],1,7.5,6.0,7.5,6.0,0.0,0.75
2466,Santiago Menghini,['tm1092958'],1,5.65,6.800000000000001,5.65,6.800000000000001,0.0,0.57
2467,Jaume Balagueró,['tm1046264'],1,6.15,6.4,6.15,6.4,0.0,0.62
2468,Felicity Morris,['tm1150385'],1,7.15,7.0,7.15,7.0,0.0,0.72
2469,Anne Alvergue,['tm1138743'],1,6.65,4.9,6.65,4.9,0.0,0.66
2470,Debra McClutchy,['tm1138743'],1,6.65,4.9,6.65,4.9,0.0,0.66
2471,Martina Pastori,['tm1227918'],1,5.75,6.2,5.75,6.2,0.0,0.58
2472,Alexandre Aja,['tm347095'],1,6.55,6.800000000000001,6.55,6.800000000000001,0.0,0.66
2473,Fansu Njie,['tm1087461'],1,5.55,7.199999999999999,5.55,7.199999999999999,0.0,0.56
2474,Peter Winther,['tm1075215'],1,5.85,6.6000000000000005,5.85,6.6000000000000005,0.0,0.58
2475,Mehdi Avaz,['tm1199146'],1,5.75,5.5,5.75,5.5,0.0,0.58
2476,Charles Kinnane,['tm1141439'],1,6.4,6.800000000000001,6.4,6.800000000000001,0.0,0.64
2477,Daniel Kinnane,['tm1141439'],1,6.4,6.800000000000001,6.4,6.800000000000001,0.0,0.64
2478,Ramin Bahrani,['tm949309'],1,7.05,6.7,7.05,6.7,0.0,0.7
2479,Maurice Trouwborst,['tm1110527'],1,5.85,4.9,5.85,4.9,0.0,0.58
2480,Elizabeth Chai Vasarhelyi,['tm1185360'],1,6.75,5.6000000000000005,6.75,5.6000000000000005,0.0,0.68
2481,Jimmy Chin,['tm1185360'],1,6.75,5.6000000000000005,6.75,5.6000000000000005,0.0,0.68
2482,Sofia Alvarez,['tm1120855'],1,6.35,6.6000000000000005,6.35,6.6000000000000005,0.0,0.64
2483,Jonathan Hensleigh,['tm841797'],1,6.3,6.800000000000001,6.3,6.800000000000001,0.0,0.63
2484,Harry Cripps,['tm1020851'],1,7.15,6.7,7.15,6.7,0.0,0.72
2485,Claire Knight,['tm1020851'],1,7.15,6.7,7.15,6.7,0.0,0.72
2486,Castille Landon,['tm1003630'],1,5.9,7.199999999999999,5.9,7.199999999999999,0.0,0.59
2487,Adze Ugah,"['tm1229690', 'tm1038025']",2,8.6,7.800000000000001,4.3,3.9,1.7243743076436346,0.43
2488,Andrew Baird,['tm1000147'],1,5.15,6.4,5.15,6.4,0.0,0.52
2489,Emma Cooper,['tm1185374'],1,6.25,6.2,6.25,6.2,0.0,0.62
2490,Vivek Athreya,['tm1166046'],1,7.35,5.2,7.35,5.2,0.0,0.74
2491,Joshua Rofé,['tm1079334'],1,6.85,5.4,6.85,5.4,0.0,0.68
2492,Bunmi Ajakaiye,['tm1219941'],1,4.3,5.300000000000001,4.3,5.300000000000001,0.0,0.43
2493,Volker Heise,['tm1210970'],1,7.45,5.6000000000000005,7.45,5.6000000000000005,0.0,0.75
2494,Will Gluck,['tm413169'],1,6.7,6.800000000000001,6.7,6.800000000000001,0.0,0.67
2495,Doron Max Hagay,['tm1212673'],1,6.75,4.3,6.75,4.3,0.0,0.68
2496,Nelson Dilipkumar,"['tm1151272', 'tm998033']",2,12.85,11.9,6.425,5.95,1.7243743076436346,0.64
2497,Augustine Frizzell,['tm981945'],1,7.05,6.3,7.05,6.3,0.0,0.7
2498,Luke Holland,['tm919880'],1,7.1,4.4,7.1,4.4,0.0,0.71
2499,Shari Springer Berman,['tm833216'],1,5.55,6.3,5.55,6.3,0.0,0.56
2500,Robert Pulcini,['tm833216'],1,5.55,6.3,5.55,6.3,0.0,0.56
2501,Kirk DeMicco,['tm314863'],1,7.1,6.9,7.1,6.9,0.0,0.71
2502,Robert Cullen,['tm841825'],1,7.4,6.2,7.4,6.2,0.0,0.74
2503,Roel Reiné,['tm1159163'],1,4.9,6.800000000000001,4.9,6.800000000000001,0.0,0.49
2504,Peter Thorwarth,['tm1027081'],1,6.55,7.0,6.55,7.0,0.0,0.66
2505,Han Kwang-il,['tm1003034'],1,7.45,6.5,7.45,6.5,0.0,0.75
2506,Gopi Ganesh,['tm1217459'],1,7.6,4.2,7.6,4.2,0.0,0.76
2507,Sam Levinson,['tm976166'],1,6.85,6.6000000000000005,6.85,6.6000000000000005,0.0,0.68
2508,Jo Sung-hee,['tm458292'],1,6.8,6.800000000000001,6.8,6.800000000000001,0.0,0.68
2509,Luke Sewell,['tm1179973'],1,6.15,5.8,6.15,5.8,0.0,0.62
2510,Jesse Harris,['tm1134087'],1,5.9,6.6000000000000005,5.9,6.6000000000000005,0.0,0.59
2511,Adam Salky,['tm1063652'],1,5.6,6.9,5.6,6.9,0.0,0.56
2512,Mark Lo,['tm1082974'],1,6.949999999999999,4.699999999999999,6.949999999999999,4.699999999999999,0.0,0.7
