,name,movie_directed,num_of_movie,sum_score,sum_nor_popularity,avg_score,avg_nor_popularity,nor_movie_count,scaled_avg_score
564,Bhushan Patel,['tm142630'],1,4.1,4.8,4.1,4.8,0.0,0.41
565,Fisher Stevens,['tm149578'],1,7.7,4.8,7.7,4.8,0.0,0.77
566,Robert Nixon,['tm149578'],1,7.7,4.8,7.7,4.8,0.0,0.77
567,Limbert Fabian,['tm137379'],1,6.8,4.8,6.8,4.8,0.0,0.68
568,Brandon Oldenburg,['tm137379'],1,6.8,4.8,6.8,4.8,0.0,0.68
569,Albert Sharpe,['tm360904'],1,7.2,4.699999999999999,7.2,4.699999999999999,0.0,0.72
570,Kunal Deshmukh,['tm158546'],1,6.35,4.8,6.35,4.8,0.0,0.64
571,Sophie Robinson,['tm236725'],1,7.05,4.699999999999999,7.05,4.699999999999999,0.0,0.7
572,Lotje Sodderland,['tm236725'],1,7.05,4.699999999999999,7.05,4.699999999999999,0.0,0.7
573,Rob Dipple,['tm146657'],1,6.3,4.0,6.3,4.0,0.0,0.63
574,Will Lovelace,['tm175954'],1,7.1,5.1,7.1,5.1,0.0,0.71
575,Dylan Southern,['tm175954'],1,7.1,5.1,7.1,5.1,0.0,0.71
576,Luis Lopez,['tm158436'],1,6.85,4.8,6.85,4.8,0.0,0.68
577,J. Clay Tweel,['tm158436'],1,6.85,4.8,6.85,4.8,0.0,0.68
578,Maite Alberdi,"['tm209037', 'tm295558']",2,15.1,7.399999999999999,7.550000000000001,3.7,1.7243743076436346,0.76
579,Greg Whiteley,['tm153055'],1,6.6,4.8,6.6,4.8,0.0,0.66
580,Mike Smith,"['tm155051', 'tm228574', 'tm233648']",3,17.5,12.3,5.833333333333333,4.1000000000000005,2.9478373494331396,0.58
581,John Paul Tremblay,"['tm155051', 'tm228574', 'tm233648']",3,17.5,12.3,5.833333333333333,4.1000000000000005,2.9478373494331396,0.58
582,Robb Wells,"['tm155051', 'tm228574', 'tm233648']",3,17.5,12.3,5.833333333333333,4.1000000000000005,2.9478373494331396,0.58
583,Lance Bangs,"['tm182227', 'tm232931', 'tm230478', 'tm211273', 'tm370628', 'tm285712', 'tm844642']",7,47.25,31.000000000000004,6.75,4.428571428571429,5.895674698866278,0.68
584,Werner Herzog,"['tm182534', 'tm225308']",2,14.0,10.4,7.0,5.2,1.7243743076436346,0.7
585,Cem Yılmaz,"['tm157461', 'tm228839', 'tm1141663']",3,18.6,16.8,6.2,5.6000000000000005,2.9478373494331396,0.62
586,Tunde Kelani,"['tm370685', 'tm1089595']",2,14.25,7.2,7.125,3.6,1.7243743076436346,0.71
587,Hernán Zin,"['tm157609', 'tm460055', 'tm327551', 'tm474695']",4,29.3,14.4,7.325,3.6,3.8968290113739616,0.73
588,David Sampliner,['tm202914'],1,6.6,3.8,6.6,3.8,0.0,0.66
589,Gary Mak,['tm183654'],1,5.85,4.2,5.85,4.2,0.0,0.58
590,Luciano Vidigal,['tm147518'],1,6.65,5.0,6.65,5.0,0.0,0.66
591,Cavi Borges,['tm147518'],1,6.65,5.0,6.65,5.0,0.0,0.66
592,Valve Company,['tm151860'],1,7.3,5.6000000000000005,7.3,5.6000000000000005,0.0,0.73
593,Sudhir Mishra,"['tm184511', 'tm933826']",2,12.75,9.8,6.375,4.9,1.7243743076436346,0.64
594,Smeep Kang,['tm169054'],1,7.55,4.2,7.55,4.2,0.0,0.76
595,Selçuk Aydemir,"['tm177645', 'tm234069']",2,12.9,11.0,6.45,5.5,1.7243743076436346,0.64
596,James Yukich,['tm155507'],1,6.1,4.4,6.1,4.4,0.0,0.61
597,Amin Dora,['tm182580'],1,6.9,4.4,6.9,4.4,0.0,0.69
598,Warren P. Sonoda,['tm152843'],1,5.7,4.9,5.7,4.9,0.0,0.57
599,Katy Chevigny,['tm147405'],1,6.55,4.3,6.55,4.3,0.0,0.66
600,Ross Kauffman,"['tm147405', 'tm990740']",2,13.1,9.1,6.550000000000001,4.55,1.7243743076436346,0.66
601,Dan Forrer,['tm185736'],1,6.5,3.9,6.5,3.9,0.0,0.65
602,Rani Massalha,['tm181051'],1,6.05,3.9,6.05,3.9,0.0,0.6
603,Frasco Mortiz,['tm169294'],1,6.2,3.9,6.2,3.9,0.0,0.62
604,Sekhar Kammula,['tm147908'],1,5.75,3.4000000000000004,5.75,3.4000000000000004,0.0,0.58
605,Fung Chih-chiang,['tm178992'],1,4.5,3.6,4.5,3.6,0.0,0.45
606,Jessica Habie,['tm162259'],1,7.6,2.8000000000000003,7.6,2.8000000000000003,0.0,0.76
607,Gurmmeet Singh,['tm187118'],1,5.35,3.4000000000000004,5.35,3.4000000000000004,0.0,0.54
608,Steve Gukas,['tm577690'],1,6.300000000000001,2.4,6.300000000000001,2.4,0.0,0.63
609,Devika Bhagat,['tm159296'],1,4.15,4.1,4.15,4.1,0.0,0.42
610,Erol Özlevi,['tm179328'],1,5.1,5.0,5.1,5.0,0.0,0.51
611,Qaushiq Mukherjee,"['tm186408', 'tm215911', 'tm232947', 'tm369315']",4,18.3,17.200000000000003,4.575,4.300000000000001,3.8968290113739616,0.46
612,Samar Shaikh,['tm146144'],1,5.7,4.5,5.7,4.5,0.0,0.57
613,Diego Lerman,"['tm144541', 'tm349656']",2,12.65,8.1,6.325,4.05,1.7243743076436346,0.63
614,Antoinette Jadaone,"['tm136036', 'tm205333', 'tm348191', 'tm839479', 'tm454338']",5,35.650000000000006,19.9,7.130000000000001,3.98,4.672211657076773,0.71
615,Dado C. Lumibao,['tm188290'],1,6.2,4.0,6.2,4.0,0.0,0.62
616,Sajid Khan,['tm171891'],1,2.5,4.5,2.5,4.5,0.0,0.25
617,Hakan Algul,"['tm144557', 'tm211571', 'tm294696', 'tm373134']",4,19.75,18.8,4.9375,4.699999999999999,3.8968290113739616,0.49
618,Carey McKenzie,['tm144451'],1,4.7,3.6,4.7,3.6,0.0,0.47
619,Kenneth Gyang,"['tm205684', 'tm478147', 'tm931701']",3,18.85,9.9,6.283333333333334,3.3000000000000003,2.9478373494331396,0.63
620,Michelle Bello,['tm175577'],1,6.0,2.9,6.0,2.9,0.0,0.6
621,Lara Saba,['tm178234'],1,5.55,3.4000000000000004,5.55,3.4000000000000004,0.0,0.56
622,Tony Abulu,['tm176553'],1,5.4,3.0,5.4,3.0,0.0,0.54
623,Gaurav Narayanan,['tm138280'],1,5.75,3.8,5.75,3.8,0.0,0.58
624,Thiru,"['tm159094', 'tm367613']",2,11.35,7.7,5.675000000000001,3.85,1.7243743076436346,0.57
625,Suhas Kadav,"['tm1194608', 'tm340927', 'tm1073482', 'tm1118527', 'tm1073433', 'tm1073233', 'tm1073424', 'tm1114639']",8,61.1,33.9,7.637499999999999,4.2375,6.396585964720408,0.76
626,Rajesh Ganguly,['tm157286'],1,6.75,4.1,6.75,4.1,0.0,0.68
627,R Kannan,['tm179248'],1,4.8,4.1,4.8,4.1,0.0,0.48
628,Arab Nasser,['tm1036195'],1,6.4,4.4,6.4,4.4,0.0,0.64
629,Tarzan Nasser,['tm1036195'],1,6.4,4.4,6.4,4.4,0.0,0.64
630,Rajesh Touchriver,['tm242276'],1,7.1,3.2,7.1,3.2,0.0,0.71
631,Wyatt Cenac,['tm159701'],1,6.25,3.6,6.25,3.6,0.0,0.62
632,Satish Rajwade,"['tm150962', 'tm368441']",2,12.3,7.8,6.15,3.9,1.7243743076436346,0.62
633,Taika Waititi,['tm232579'],1,7.75,6.800000000000001,7.75,6.800000000000001,0.0,0.78
634,David Mackenzie,"['tm243100', 'tm319818']",2,14.3,14.2,7.15,7.1000000000000005,1.7243743076436346,0.72
635,Adam Wingard,"['tm239760', 'tm217228']",2,9.45,13.5,4.725,6.75,1.7243743076436346,0.47
636,James Watkins,['tm205890'],1,6.3,6.6000000000000005,6.3,6.6000000000000005,0.0,0.63
637,Tom Ford,['tm239727'],1,7.5,7.4,7.5,7.4,0.0,0.75
638,Julia Ducournau,['tm242705'],1,7.05,6.6000000000000005,7.05,6.6000000000000005,0.0,0.7
639,Joe Wright,"['tm140391', 'tm244220', 'tm416779']",3,19.15,20.8,6.383333333333333,6.933333333333334,2.9478373494331396,0.64
640,Joel Edgerton,['tm199607'],1,6.85,7.0,6.85,7.0,0.0,0.68
641,Simon West,['tm137869'],1,5.6,7.199999999999999,5.6,7.199999999999999,0.0,0.56
642,Joel Coen,"['tm120609', 'tm425889']",2,13.3,14.1,6.65,7.050000000000001,1.7243743076436346,0.66
643,Ethan Coen,"['tm120609', 'tm425889']",2,13.3,14.1,6.65,7.050000000000001,1.7243743076436346,0.66
644,Guillermo del Toro,['tm137693'],1,6.55,7.199999999999999,6.55,7.199999999999999,0.0,0.66
645,S. S. Rajamouli,"['tm137002', 'tm221953', 'tm463762']",3,23.450000000000003,21.8,7.816666666666667,7.266666666666666,2.9478373494331396,0.78
646,Mike Flanagan,"['tm206698', 'tm239676', 'tm139532', 'tm266666']",4,25.1,24.5,6.275,6.125,3.8968290113739616,0.63
647,Ciarán Foy,"['tm139841', 'tm355783']",2,11.45,13.5,5.725,6.75,1.7243743076436346,0.57
648,Kelly Fremon Craig,['tm233377'],1,7.25,7.199999999999999,7.25,7.199999999999999,0.0,0.73
649,Babak Najafi,['tm143984'],1,6.0,7.4,6.0,7.4,0.0,0.6
650,Naoko Yamada,['tm233425'],1,8.25,7.6,8.25,7.6,0.0,0.82
651,Alessandro Carloni,['tm120108'],1,7.0,7.6,7.0,7.6,0.0,0.7
652,Paco Cabezas,['tm212927'],1,6.35,6.6000000000000005,6.35,6.6000000000000005,0.0,0.64
653,William Brent Bell,"['tm194792', 'tm439163']",2,11.3,13.4,5.65,6.7,1.7243743076436346,0.57
654,Danny Boyle,['tm193769'],1,7.0,6.9,7.0,6.9,0.0,0.7
655,Tim Johnson,['tm132273'],1,6.699999999999999,7.199999999999999,6.699999999999999,7.199999999999999,0.0,0.67
656,Neill Blomkamp,['tm143085'],1,6.8,8.0,6.8,8.0,0.0,0.68
657,Keiichi Sato,['tm245271'],1,7.199999999999999,6.3,7.199999999999999,6.3,0.0,0.72
658,Yasushi Kawamura,['tm245271'],1,7.199999999999999,6.3,7.199999999999999,6.3,0.0,0.72
659,Ti West,['tm135106'],1,6.05,6.1,6.05,6.1,0.0,0.6
660,J. A. Bayona,['tm196296'],1,7.300000000000001,7.4,7.300000000000001,7.4,0.0,0.73
661,Jessica Adler,['tm209987'],1,6.85,5.9,6.85,5.9,0.0,0.68
662,Jeff Nichols,['tm219233'],1,6.85,6.4,6.85,6.4,0.0,0.68
663,Babak Anvari,['tm233214'],1,6.65,6.1,6.65,6.1,0.0,0.66
664,Ari Sandel,"['tm136483', 'tm366567']",2,13.1,13.5,6.55,6.75,1.7243743076436346,0.66
665,Levan Gabriadze,['tm134791'],1,5.5,6.9,5.5,6.9,0.0,0.55
666,Stephen Dunn,['tm221740'],1,7.05,5.699999999999999,7.05,5.699999999999999,0.0,0.7
667,Tarsem Singh,['tm140843'],1,6.45,7.0,6.45,7.0,0.0,0.64
668,Rob Burnett,['tm219248'],1,7.3,6.6000000000000005,7.3,6.6000000000000005,0.0,0.73
669,Michael Showalter,"['tm196125', 'tm452574', 'tm459789']",3,19.4,16.799999999999997,6.466666666666666,5.599999999999999,2.9478373494331396,0.65
670,Nic Mathieu,['tm204035'],1,6.35,6.800000000000001,6.35,6.800000000000001,0.0,0.64
671,Chris Kelly,['tm233521'],1,6.6,5.5,6.6,5.5,0.0,0.66
672,Mario Miscione,['tm206512'],1,6.0,6.5,6.0,6.5,0.0,0.6
673,Aaron Hann,['tm206512'],1,6.0,6.5,6.0,6.5,0.0,0.6
674,Sam Liu,['tm239743'],1,6.5,6.800000000000001,6.5,6.800000000000001,0.0,0.65
675,Jason Krawczyk,['tm200126'],1,6.199999999999999,6.0,6.199999999999999,6.0,0.0,0.62
676,Alexandre Lehmann,"['tm253083', 'tm274053', 'tm455568']",3,20.4,15.599999999999998,6.8,5.199999999999999,2.9478373494331396,0.68
677,Jennifer Phang,['tm136321'],1,6.1,5.4,6.1,5.4,0.0,0.61
678,David Frankel,['tm238722'],1,7.0,7.0,7.0,7.0,0.0,0.7
679,Cary Joji Fukunaga,['tm136257'],1,7.65,6.6000000000000005,7.65,6.6000000000000005,0.0,0.77
680,Tony Elliott,['tm244403'],1,6.199999999999999,6.6000000000000005,6.199999999999999,6.6000000000000005,0.0,0.62
681,Jason Zada,['tm200690'],1,5.0,6.800000000000001,5.0,6.800000000000001,0.0,0.5
682,Liz Garbus,"['tm147082', 'tm471967']",2,13.65,11.8,6.824999999999999,5.9,1.7243743076436346,0.68
683,Stacy Title,['tm233465'],1,4.75,6.5,4.75,6.5,0.0,0.48
684,Thibaut Buccellato,['tm228677'],1,6.75,6.7,6.75,6.7,0.0,0.68
685,Will Canon,['tm155102'],1,5.3,5.8,5.3,5.8,0.0,0.53
686,Evgeny Afineevsky,['tm220594'],1,8.15,5.8,8.15,5.8,0.0,0.82
687,Christopher Guest,"['tm243121', 'tm443283']",2,13.15,8.8,6.574999999999999,4.4,1.7243743076436346,0.66
688,Richie Smyth,['tm205812'],1,7.2,6.3,7.2,6.3,0.0,0.72
689,Vetrimaaran,['tm234586'],1,8.25,5.4,8.25,5.4,0.0,0.82
690,Angelina Jolie,"['tm135543', 'tm285356']",2,12.75,12.0,6.375,6.0,1.7243743076436346,0.64
691,Isaac Florentine,"['tm215638', 'tm348003', 'tm886086']",3,18.55,17.7,6.183333333333334,5.9,2.9478373494331396,0.62
692,Todor Chapkanov,['tm215638'],1,6.8,6.3,6.8,6.3,0.0,0.68
693,Jon Greenhalgh,['tm239683'],1,7.199999999999999,5.4,7.199999999999999,5.4,0.0,0.72
694,Christopher Storer,"['tm242736', 'tm322569', 'tm840208']",3,22.4,15.1,7.466666666666666,5.033333333333333,2.9478373494331396,0.75
695,Bo Burnham,"['tm242736', 'tm372891', 'tm1038686']",3,23.3,17.700000000000003,7.766666666666667,5.900000000000001,2.9478373494331396,0.78
696,Sarah Gavron,"['tm136061', 'tm817709']",2,14.15,11.8,7.075,5.9,1.7243743076436346,0.71
697,Timo Tjahjanto,"['tm239733', 'tm315340', 'tm414962']",3,19.3,17.9,6.433333333333334,5.966666666666666,2.9478373494331396,0.64
698,Kimo Stamboel,['tm239733'],1,6.4,6.2,6.4,6.2,0.0,0.64
699,Jon M. Chu,"['tm142881', 'tm452996']",2,10.65,10.4,5.324999999999999,5.2,1.7243743076436346,0.53
700,J.D. Dillard,"['tm232953', 'tm456156']",2,11.8,11.1,5.9,5.55,1.7243743076436346,0.59
701,Jill Bauer,['tm193125'],1,6.0,6.5,6.0,6.5,0.0,0.6
702,Ronna Gradus,['tm193125'],1,6.0,6.5,6.0,6.5,0.0,0.6
703,Mariano Cohn,"['tm244507', 'tm321189']",2,13.7,9.7,6.85,4.85,1.7243743076436346,0.68
704,Gastón Duprat,"['tm244507', 'tm321189', 'tm424032']",3,20.9,15.2,6.966666666666666,5.066666666666666,2.9478373494331396,0.7
705,Yuen Woo-ping,['tm134516'],1,6.1,6.2,6.1,6.2,0.0,0.61
706,Sean Foley,['tm270504'],1,6.199999999999999,5.699999999999999,6.199999999999999,5.699999999999999,0.0,0.62
707,Oz Perkins,['tm244880'],1,4.5,5.8,4.5,5.8,0.0,0.45
708,John Lee,['tm233317'],1,6.15,5.699999999999999,6.15,5.699999999999999,0.0,0.62
709,Nadia Latif,['tm233533'],1,5.7,6.0,5.7,6.0,0.0,0.57
710,Matthew Ross,"['tm138672', 'tm414709']",2,10.3,11.7,5.15,5.85,1.7243743076436346,0.52
711,Oyefunke Fayoyin,['tm323616'],1,6.0,4.1,6.0,4.1,0.0,0.6
712,Vikram Gandhi,['tm245378'],1,5.85,5.4,5.85,5.4,0.0,0.58
713,Ricky Gervais,"['tm221225', 'tm238661']",2,11.95,12.1,5.975,6.05,1.7243743076436346,0.6
714,Alonso Ruizpalacios,"['tm157283', 'tm999927']",2,14.6,10.4,7.300000000000001,5.2,1.7243743076436346,0.73
715,Ray Yeung,['tm211302'],1,6.4,4.4,6.4,4.4,0.0,0.64
716,Alban Teurlai,['tm253080'],1,5.65,5.6000000000000005,5.65,5.6000000000000005,0.0,0.57
717,Thierry Demaizière,['tm253080'],1,5.65,5.6000000000000005,5.65,5.6000000000000005,0.0,0.57
718,Kevin Munroe,['tm139194'],1,5.65,6.1,5.65,6.1,0.0,0.57
719,Jericca Cleland,['tm139194'],1,5.65,6.1,5.65,6.1,0.0,0.57
720,Greg McLean,['tm238748'],1,4.65,6.0,4.65,6.0,0.0,0.47
721,Alik Sakharov,['tm233544'],1,7.55,5.6000000000000005,7.55,5.6000000000000005,0.0,0.76
722,Adam Leon,['tm244134'],1,6.3,5.5,6.3,5.5,0.0,0.63
723,Rob Silvestri,['tm233616'],1,6.3,5.0,6.3,5.0,0.0,0.63
724,Steven C. Miller,['tm244381'],1,5.65,6.2,5.65,6.2,0.0,0.57
725,Sabbir Khan,['tm244915'],1,5.85,5.8,5.85,5.8,0.0,0.58
726,Siân Heder,['tm219276'],1,6.75,5.9,6.75,5.9,0.0,0.68
727,Brian McGinn,['tm247642'],1,6.800000000000001,6.0,6.800000000000001,6.0,0.0,0.68
728,Rod Blackhurst,['tm247642'],1,6.800000000000001,6.0,6.800000000000001,6.0,0.0,0.68
729,Andrew Bujalski,['tm138792'],1,5.2,5.5,5.2,5.5,0.0,0.52
730,Joe DeMaio,"['tm244052', 'tm887369']",2,14.05,9.6,7.025,4.800000000000001,1.7243743076436346,0.7
731,Cyrus Nowrasteh,['tm123789'],1,5.949999999999999,5.6000000000000005,5.949999999999999,5.6000000000000005,0.0,0.6
732,Peter Billingsley,['tm219173'],1,5.7,5.8,5.7,5.8,0.0,0.57
733,Adam Nimoy,['tm208903'],1,7.55,5.4,7.55,5.4,0.0,0.76
734,Rhys Thomas,"['tm229542', 'tm429567', 'tm843768']",3,21.8,14.8,7.266666666666667,4.933333333333334,2.9478373494331396,0.73
735,Brad Peyton,['tm211510'],1,5.300000000000001,6.0,5.300000000000001,6.0,0.0,0.53
736,Fabrice Du Welz,['tm205870'],1,6.300000000000001,6.1,6.300000000000001,6.1,0.0,0.63
737,Rodolphe Guenoden,['tm238681'],1,6.65,5.699999999999999,6.65,5.699999999999999,0.0,0.66
738,Adam Dubin,['tm229140'],1,7.15,4.9,7.15,4.9,0.0,0.72
739,Michael D. Black,"['tm266628', 'tm376015', 'tm418039']",3,18.35,14.8,6.116666666666667,4.933333333333334,2.9478373494331396,0.61
740,Matthias Hoene,['tm271070'],1,6.050000000000001,5.6000000000000005,6.050000000000001,5.6000000000000005,0.0,0.61
741,Ashley York,['tm214085'],1,7.300000000000001,5.0,7.300000000000001,5.0,0.0,0.73
742,Kristina Goolsby,['tm214085'],1,7.300000000000001,5.0,7.300000000000001,5.0,0.0,0.73
743,Daniel Emeke Oriahi,['tm248010'],1,5.65,3.0,5.65,3.0,0.0,0.57
744,Jayme Monjardim,['tm267135'],1,6.25,5.0,6.25,5.0,0.0,0.62
745,Ed Gass-Donnelly,['tm246870'],1,5.5,5.6000000000000005,5.5,5.6000000000000005,0.0,0.55
746,Paul Gross,['tm235405'],1,6.6,5.6000000000000005,6.6,5.6000000000000005,0.0,0.66
747,Wayne Blair,['tm218186'],1,6.800000000000001,3.6,6.800000000000001,3.6,0.0,0.68
748,Sofia Coppola,"['tm228242', 'tm244191']",2,11.75,9.7,5.875,4.85,1.7243743076436346,0.59
749,Houda Benyamina,['tm244513'],1,7.6,5.699999999999999,7.6,5.699999999999999,0.0,0.76
750,Jon Shenk,"['tm232954', 'tm881162', 'tm1096769']",3,21.8,16.5,7.266666666666667,5.5,2.9478373494331396,0.73
751,Bonni Cohen,"['tm232954', 'tm881162']",2,14.85,11.2,7.425000000000001,5.6,1.7243743076436346,0.74
752,Dan Villegas,"['tm239290', 'tm214589', 'tm433215']",3,20.9,11.5,6.966666666666666,3.8333333333333335,2.9478373494331396,0.7
753,Park Jung-woo,['tm290444'],1,7.05,6.0,7.05,6.0,0.0,0.7
754,Morgan Neville,"['tm225693', 'tm367185', 'tm425884']",3,22.5,16.2,7.5,5.4,2.9478373494331396,0.75
755,Janice Cooke,['tm267429'],1,6.3,4.1,6.3,4.1,0.0,0.63
756,Jerry Seinfeld,['tm272413'],1,6.6,4.4,6.6,4.4,0.0,0.66
757,Vibhu Puri,['tm138584'],1,5.75,4.6000000000000005,5.75,4.6000000000000005,0.0,0.58
758,John Lyde,['tm225275'],1,5.449999999999999,5.4,5.449999999999999,5.4,0.0,0.54
759,Leslie Small,"['tm209950', 'tm367008', 'tm838876', 'tm973536', 'tm466255', 'tm838705']",6,34.050000000000004,29.9,5.675000000000001,4.983333333333333,5.327788342923227,0.57
760,Tim Story,['tm209950'],1,6.2,5.699999999999999,6.2,5.699999999999999,0.0,0.62
761,Joe Menendez,['tm308241'],1,6.15,4.4,6.15,4.4,0.0,0.62
762,Isaac Rentz,['tm139870'],1,5.95,5.1,5.95,5.1,0.0,0.6
763,Måns Herngren,['tm246175'],1,6.35,5.4,6.35,5.4,0.0,0.64
764,Felix Herngren,['tm246175'],1,6.35,5.4,6.35,5.4,0.0,0.64
765,Hannah Fidell,"['tm195764', 'tm321596']",2,11.35,10.7,5.675,5.35,1.7243743076436346,0.57
766,Jay Grace,['tm233561'],1,6.699999999999999,4.9,6.699999999999999,4.9,0.0,0.67
767,Claude Lelouch,['tm217939'],1,6.050000000000001,4.8,6.050000000000001,4.8,0.0,0.61
768,Jeff Wadlow,['tm266844'],1,5.85,6.2,5.85,6.2,0.0,0.58
769,Shigeaki Kubo,"['tm300713', 'tm424879', 'tm416341', 'tm376421', 'tm869373']",5,33.55,20.5,6.709999999999999,4.1,4.672211657076773,0.67
770,Katherine Dieckmann,['tm240895'],1,5.95,5.0,5.95,5.0,0.0,0.6
771,Gerardo Olivares,"['tm275800', 'tm434179', 'tm460360']",3,19.2,15.0,6.4,5.0,2.9478373494331396,0.64
772,Aleksey Kiryushchenko,['tm276430'],1,6.15,4.3,6.15,4.3,0.0,0.62
773,Lorene Machado,['tm335263'],1,6.449999999999999,4.5,6.449999999999999,4.5,0.0,0.64
774,Jerrold Tarog,"['tm224377', 'tm413129']",2,14.4,9.1,7.199999999999999,4.55,1.7243743076436346,0.72
775,Lee Kirk,['tm242755'],1,5.75,5.0,5.75,5.0,0.0,0.58
776,Kike Maíllo,['tm242646'],1,5.95,5.2,5.95,5.2,0.0,0.6
777,Pieter Kuijpers,['tm242687'],1,6.8,5.6000000000000005,6.8,5.6000000000000005,0.0,0.68
778,Radha Krishna Jagarlamudi,['tm208713'],1,7.15,6.0,7.15,6.0,0.0,0.72
779,Roger Gual,['tm267948'],1,6.5,5.300000000000001,6.5,5.300000000000001,0.0,0.65
780,Meghna Gulzar,['tm219817'],1,7.8,6.2,7.8,6.2,0.0,0.78
781,Karan Malhotra,['tm201365'],1,6.5,5.6000000000000005,6.5,5.6000000000000005,0.0,0.65
782,Luv Ranjan,['tm233843'],1,7.15,5.5,7.15,5.5,0.0,0.72
783,Nabil Ayouch,['tm211461'],1,6.1,5.0,6.1,5.0,0.0,0.61
784,John Asher,"['tm199987', 'tm238486']",2,11.05,8.9,5.525,4.45,1.7243743076436346,0.55
785,Karl Mueller,['tm244638'],1,4.800000000000001,5.4,4.800000000000001,5.4,0.0,0.48
786,Sam Loh,['tm451222'],1,4.4,4.0,4.4,4.0,0.0,0.44
787,J. Davis,['tm195870'],1,5.85,5.1,5.85,5.1,0.0,0.58
788,Allan Ungar,['tm221883'],1,5.8,5.5,5.8,5.5,0.0,0.58
789,Sam Wrench,"['tm239635', 'tm889390']",2,14.75,10.2,7.375,5.1,1.7243743076436346,0.74
790,Aziz Ansari,"['tm198496', 'tm1150872']",2,13.5,9.7,6.75,4.85,1.7243743076436346,0.68
791,Isa Campo,['tm245102'],1,6.0,4.8,6.0,4.8,0.0,0.6
792,Isaki Lacuesta,['tm245102'],1,6.0,4.8,6.0,4.8,0.0,0.6
793,Phil Joanou,['tm215054'],1,6.15,4.8,6.15,4.8,0.0,0.62
794,Marcus Raboy,"['tm271839', 'tm416105', 'tm299790', 'tm346398', 'tm358813', 'tm358239', 'tm375091', 'tm346867', 'tm319127', 'tm447514', 'tm467299', 'tm854669', 'tm818154', 'tm452578']",14,92.2,63.1,6.5857142857142845,4.507142857142857,8.569040668450736,0.66
795,Jonathan Demme,['tm245297'],1,7.6,4.699999999999999,7.6,4.699999999999999,0.0,0.76
796,David Higby,['tm266629'],1,6.6,4.5,6.6,4.5,0.0,0.66
797,Joe Berlinger,"['tm239762', 'tm444017']",2,13.45,12.0,6.725,6.0,1.7243743076436346,0.67
798,Harshavardhan Kulkarni,"['tm197503', 'tm1138870']",2,13.65,10.6,6.824999999999999,5.300000000000001,1.7243743076436346,0.68
799,Felix van Groeningen,['tm201906'],1,6.300000000000001,5.2,6.300000000000001,5.2,0.0,0.63
800,Vadim Jean,['tm244758'],1,4.65,4.4,4.65,4.4,0.0,0.47
801,Xavier Manrique,['tm245722'],1,5.1,4.6000000000000005,5.1,4.6000000000000005,0.0,0.51
802,Namimi Sanjo,['tm282915'],1,6.25,4.9,6.25,4.9,0.0,0.62
803,Matt Chow,['tm139590'],1,4.25,3.8,4.25,3.8,0.0,0.43
804,Jalil Lespert,['tm242422'],1,5.949999999999999,5.4,5.949999999999999,5.4,0.0,0.6
805,Mahsun Kırmızıgül,['tm193211'],1,7.4,5.6000000000000005,7.4,5.6000000000000005,0.0,0.74
806,Richard Ladkani,['tm270555'],1,7.75,5.0,7.75,5.0,0.0,0.78
807,Kief Davidson,"['tm270555', 'tm313487', 'tm437159']",3,22.65,13.4,7.55,4.466666666666667,2.9478373494331396,0.76
808,Miguel Ángel Lamata,['tm236999'],1,6.95,5.6000000000000005,6.95,5.6000000000000005,0.0,0.7
809,Rami Hachache,"['tm233023', 'tm857187']",2,14.35,9.8,7.175,4.9,1.7243743076436346,0.72
810,Nagesh Kukunoor,['tm193388'],1,7.7,4.8,7.7,4.8,0.0,0.77
811,Lô Politi,['tm234466'],1,5.7,3.8,5.7,3.8,0.0,0.57
812,Jean-Claude La Marre,['tm376111'],1,5.1,4.0,5.1,4.0,0.0,0.51
813,Justin Krook,['tm239769'],1,6.55,4.5,6.55,4.5,0.0,0.66
814,Bhavin Wadia,['tm540757'],1,6.55,3.0,6.55,3.0,0.0,0.66
815,Guilherme Fontes,['tm230524'],1,5.25,2.7,5.25,2.7,0.0,0.52
816,Gary Wang,['tm233157'],1,5.6,5.4,5.6,5.4,0.0,0.56
817,Soumendra Padhi,['tm245042'],1,6.85,4.2,6.85,4.2,0.0,0.68
818,Chris Sparling,['tm239947'],1,4.15,5.2,4.15,5.2,0.0,0.42
819,Madeleine Gavin,['tm315345'],1,7.5,3.8,7.5,3.8,0.0,0.75
820,Christopher Louie,['tm239774'],1,5.65,5.8,5.65,5.8,0.0,0.57
821,Mijke de Jong,['tm270982'],1,6.55,4.5,6.55,4.5,0.0,0.66
822,David Feiss,['tm238829'],1,5.9,5.6000000000000005,5.9,5.6000000000000005,0.0,0.59
823,Ali Scher,['tm233196'],1,5.7,4.8,5.7,4.8,0.0,0.57
824,Jeremy Konner,['tm246056'],1,7.35,4.4,7.35,4.4,0.0,0.74
825,Riki Lindhome,['tm246056'],1,7.35,4.4,7.35,4.4,0.0,0.74
826,Andrea Molaioli,['tm311494'],1,5.949999999999999,5.0,5.949999999999999,5.0,0.0,0.6
827,Christopher Murray,['tm244635'],1,5.35,4.2,5.35,4.2,0.0,0.54
828,Linas Phillips,['tm246579'],1,5.9,4.3,5.9,4.3,0.0,0.59
829,Ridha Behi,['tm244868'],1,5.800000000000001,3.3000000000000003,5.800000000000001,3.3000000000000003,0.0,0.58
