name,movie acted,num_of_movie,sum_score,sum_popularity,avg_score,avg_popularity,ClusterLabel
Teddy Lussi-Modeste,['tm323602'],1,0.5434697855750488,1.6863989535702288,0.5434697855750488,1.6863989535702288,1
Rizal Mantovani,['tm416121'],1,0.491358024691358,1.840549633397487,0.491358024691358,1.840549633397487,1
Manish Saini,['tm430281'],1,0.8362573099415205,0.9162907318741552,0.8362573099415205,0.9162907318741552,1
Aditya Sarpotdar,['tm456983'],1,0.4837556855100715,0.6931471805599453,0.4837556855100715,0.6931471805599453,1
Stefano Savona,['tm410298'],1,0.6736192332683562,0.8754687373538999,0.6736192332683562,0.8754687373538999,1
Amal Neerad,['tm319310'],1,0.5919428200129955,1.252762968495368,0.5919428200129955,1.252762968495368,1
Kyzza Terrazas,['tm424898'],1,0.5487329434697856,1.547562508716013,0.5487329434697856,1.547562508716013,1
Todd Biermann,['tm429377'],1,0.71591942820013,1.33500106673234,0.71591942820013,1.33500106673234,1
Mario Rouleau,['tm299771'],1,0.6649122807017545,1.9459101490553128,0.6649122807017545,1.9459101490553128,1
Jay Bulger,['tm324806'],1,0.6473034437946719,2.517696472610991,0.6473034437946719,2.517696472610991,1
Lorena Muñoz,['tm436171'],1,0.4547108512020792,1.5260563034950492,0.4547108512020792,1.5260563034950492,1
Leena Yadav,['tm431928'],1,0.5750487329434698,1.4586150226995167,0.5750487329434698,1.4586150226995167,1
Jameel Buari,['tm1068348'],1,0.4365172189733593,0.6418538861723948,0.4365172189733593,0.6418538861723948,1
Leopoldo Aguilar,['tm324204'],1,0.4659519168291098,2.322387720290225,0.4659519168291098,2.322387720290225,1
Benjamin Nolot,['tm370430'],1,0.5988304093567252,1.6486586255873816,0.5988304093567252,1.6486586255873816,1
Miguel Ángel Vivas,['tm443034'],1,0.5576348278102664,2.4423470353692043,0.5576348278102664,2.4423470353692043,1
Lucy Cohen,['tm348281'],1,0.6859649122807018,1.33500106673234,0.6859649122807018,1.33500106673234,1
Sathyan Anthikad,['tm445153'],1,0.7081221572449643,1.1314021114911006,0.7081221572449643,1.1314021114911006,1
Raditya Dika,['tm407730'],1,0.3437946718648473,1.0647107369924282,0.3437946718648473,1.0647107369924282,1
Jessica Yu,['tm320249'],1,0.5365821962313191,1.1314021114911006,0.5365821962313191,1.1314021114911006,1
Moses Inwang,"['tm518107', 'tm1088545']",2,1.2310591293047433,1.1631508098056809,0.6155295646523716,0.5815754049028404,1
Nathan Frankowski,"['tm245383', 'tm1120937']",2,1.326380766731644,3.3697067145707846,0.663190383365822,1.6848533572853923,1
Eduardo Mendoza de Echave,['tm350971'],1,0.6278752436647173,1.4350845252893227,0.6278752436647173,1.4350845252893227,1
Akiva Schaffer,"['tm279017', 'tm475836']",2,1.2463287849252762,3.696847623763113,0.6231643924626381,1.8484238118815568,1
Scott Aukerman,"['tm279017', 'tm548602']",2,1.211111111111111,4.325456283185488,0.6055555555555555,2.162728141592744,1
Tope Oshin,['tm512751'],1,0.6155295646523716,0.6418538861723948,0.6155295646523716,0.6418538861723948,1
Pedro Coutinho,['tm353875'],1,0.6480181936322287,1.5040773967762742,0.6480181936322287,1.5040773967762742,1
Harry Chaskin,['tm327219'],1,0.677063027940221,1.0647107369924282,0.677063027940221,1.0647107369924282,1
Eliane Brum,['tm315865'],1,0.6921377517868745,1.4586150226995167,0.6921377517868745,1.4586150226995167,1
Lygia Barbosa da Silva,['tm315865'],1,0.6921377517868745,1.4586150226995167,0.6921377517868745,1.4586150226995167,1
Prasanth Varma,['tm369433'],1,0.7248213125406109,0.9932517730102832,0.7248213125406109,0.9932517730102832,1
Kim A. Snyder,['tm435144'],1,0.6033788174139052,1.4350845252893227,0.6033788174139052,1.4350845252893227,1
Rayka Zehtabchi,['tm414595'],1,0.7033788174139052,2.0541237336955462,0.7033788174139052,2.0541237336955462,1
Umut Aral,['tm459527'],1,0.2790123456790123,1.2809338454620642,0.2790123456790123,1.2809338454620642,1
Julián Hernández,"['tm444564', 'tm854682']",2,0.988174139051332,3.251923678914401,0.494087069525666,1.6259618394572004,1
Alfons Adetuyi,['tm446574'],1,0.5601689408706952,2.0541237336955462,0.5601689408706952,2.0541237336955462,1
José F. Ortuño,['tm356684'],1,0.5402209226770631,2.3702437414678603,0.5402209226770631,2.3702437414678603,1
Laura Alvea,['tm356684'],1,0.5402209226770631,2.3702437414678603,0.5402209226770631,2.3702437414678603,1
Pietro Scappini,['tm430090'],1,0.6189733593242366,3.0349529867072724,0.6189733593242366,3.0349529867072724,0
Rodrigo Salomón,['tm430090'],1,0.6189733593242366,3.0349529867072724,0.6189733593242366,3.0349529867072724,0
Toyin Ibrahim Adekeye,['tm504329'],1,0.6710851202079272,0.7884573603642702,0.6710851202079272,0.7884573603642702,1
Genevieve Nnaji,['tm431081'],1,0.5425601039636128,1.3862943611198906,0.5425601039636128,1.3862943611198906,1
Chris Howe,"['tm446987', 'tm832844', 'tm1159947']",3,1.744054580896686,3.22207071576472,0.581351526965562,1.0740235719215734,1
Lluís Segura,['tm375547'],1,0.4890188434048083,1.547562508716013,0.4890188434048083,1.547562508716013,1
