name,movie acted,num_of_movie,sum_score,sum_popularity,avg_score,avg_popularity,ClusterLabel
Şenol Sönmez,"['tm247767', 'tm461532']",2,9.4,0.88,4.7,0.44,0
Muharrem Gülmez,['tm198842'],1,5.15,0.44,5.15,0.44,0
James Jones,['tm421214'],1,6.4,0.45,6.4,0.45,2
Namcito,['tm247159'],1,5.4,0.3,5.4,0.3,0
Bảo Nhân,['tm247159'],1,5.4,0.3,5.4,0.3,0
Walter Taylaur,"['tm407961', 'tm460198']",2,10.25,0.54,5.125,0.27,0
Brett Weiner,['tm225416'],1,4.4,0.35,4.4,0.35,0
Amy Rice,['tm232090'],1,5.550000000000001,0.4,5.550000000000001,0.4,0
Kevin Layne,['tm571645'],1,7.0,0.3,7.0,0.3,2
Ali Bin Matar,['tm350727'],1,4.1,0.36,4.1,0.36,0
Ibrahim Bin Mohamed,"['tm350727', 'tm465864']",2,8.05,0.6799999999999999,4.025,0.3399999999999999,0
Meltem Bozoflu,['tm233121'],1,5.65,0.5,5.65,0.5,0
Upi Avianto,"['tm245791', 'tm460149']",2,13.25,0.8200000000000001,6.625,0.41,2
Jason Paul Laxamana,"['tm271333', 'tm474405']",2,10.95,0.73,5.475,0.365,0
Dare Olaitan,['tm409220'],1,6.05,0.28,6.05,0.28,0
Jörn Donner,['tm1063792'],1,6.4,0.5,6.4,0.5,2
Rikhil Bahadur,['tm234735'],1,6.6,0.36,6.6,0.36,2
Debra Granik,['tm312676'],1,6.949999999999999,0.66,6.949999999999999,0.66,2
Denis Villeneuve,['tm239091'],1,7.75,0.8,7.75,0.8,2
Andy Muschietti,['tm244208'],1,7.25,0.82,7.25,0.82,2
Taylor Sheridan,['tm244259'],1,7.550000000000001,0.74,7.550000000000001,0.74,2
Boots Riley,['tm310953'],1,6.85,0.66,6.85,0.66,2
Aaron Sorkin,"['tm315344', 'tm840196']",2,15.0,1.42,7.5,0.71,2
Christian Gudegast,['tm318206'],1,6.85,0.73,6.85,0.73,2
Dax Shepard,['tm266714'],1,6.05,0.68,6.05,0.68,0
David Bruckner,['tm287684'],1,6.25,0.7,6.25,0.7,0
Bong Joon-ho,['tm244174'],1,7.35,0.7,7.35,0.7,2
Scott Mann,['tm288010'],1,5.9,0.6,5.9,0.6,0
Catherine Bainbridge,['tm300280'],1,7.949999999999999,0.4,7.949999999999999,0.4,2
Jennifer Kent,['tm244364'],1,7.25,0.66,7.25,0.66,2
Jang Hang-jun,['tm359978'],1,7.7,0.66,7.7,0.66,2
Brian A. Miller,"['tm414073', 'tm420656']",2,9.35,1.14,4.675,0.57,0
Claire Scanlon,"['tm412550', 'tm885775']",2,13.35,1.21,6.675000000000001,0.605,2
Gilles Paquet-Brenner,['tm299741'],1,6.35,0.61,6.35,0.61,2
Julius Onah,['tm239286'],1,5.55,0.69,5.55,0.69,0
Tommy Wirkola,"['tm272060', 'tm1046026']",2,13.8,1.42,6.9,0.71,2
Alfonso Cuarón,['tm288499'],1,7.7,0.68,7.7,0.68,2
Pascal Laugier,['tm350379'],1,6.9,0.66,6.9,0.66,2
Ana Lily Amirpour,['tm350'],1,5.25,0.64,5.25,0.64,0
Jason Reitman,['tm320570'],1,6.9,0.66,6.9,0.66,2
Daniel Kaufman,['tm320281'],1,5.85,0.44,5.85,0.44,0
Victor Levin,['tm414887'],1,5.85,0.64,5.85,0.64,0
Susanne Bier,['tm374132'],1,6.75,0.77,6.75,0.77,2
Teodora Ana Mihai,['tm371380'],1,5.75,0.62,5.75,0.62,0
Jeffrey Nachmanoff,['tm244197'],1,5.8,0.66,5.8,0.66,0
Daniel Goldhaber,['tm420348'],1,5.85,0.62,5.85,0.62,0
Danishka Esterhazy,['tm435086'],1,6.4,0.66,6.4,0.66,2
Skye Borgman,"['tm414285', 'tm1226954']",2,13.85,1.2999999999999998,6.925,0.6499999999999999,2
Noah Baumbach,"['tm244206', 'tm403709']",2,14.55,1.38,7.275,0.69,2
Macon Blair,['tm273294'],1,6.7,0.64,6.7,0.64,2
Charles Stone III,['tm280060'],1,5.95,0.54,5.95,0.54,0
Stuart Hazeldine,['tm226948'],1,6.85,0.72,6.85,0.72,2
Matt Palmer,['tm371900'],1,6.65,0.61,6.65,0.61,2
Gareth Evans,['tm271951'],1,6.199999999999999,0.65,6.199999999999999,0.65,0
Susan Johnson,"['tm410435', 'tm219252']",2,14.15,1.3199999999999998,7.075,0.6599999999999999,2
Mamoru Hosoda,['tm362881'],1,7.1,0.66,7.1,0.66,2
Cate Shortland,['tm227940'],1,6.1,0.62,6.1,0.62,0
Bryan Fogel,['tm311815'],1,7.800000000000001,0.64,7.800000000000001,0.64,2
Sara Colangelo,"['tm362098', 'tm861000']",2,13.45,1.21,6.725,0.605,2
Zak Hilditch,"['tm317542', 'tm449590']",2,10.95,1.24,5.4750000000000005,0.62,0
Paco Plaza,"['tm313683', 'tm452962']",2,12.85,1.26,6.425000000000001,0.63,2
Donald Petrie,['tm414220'],1,6.25,0.6,6.25,0.6,0
Jeremy Saulnier,['tm299677'],1,5.449999999999999,0.64,5.449999999999999,0.64,0
Nikita Vlasov,['tm244325'],1,5.5,0.64,5.5,0.64,0
Richard Shepard,['tm435916'],1,6.3,0.64,6.3,0.64,2
Trevor Nunn,['tm433228'],1,6.550000000000001,0.6,6.550000000000001,0.6,2
David Ayer,['tm244307'],1,6.25,0.74,6.25,0.74,0
Charlie McDowell,"['tm233362', 'tm1083293']",2,11.75,1.28,5.875,0.64,0
Ben Young,['tm310706'],1,5.9,0.68,5.9,0.68,0
Colin Trevorrow,['tm244233'],1,7.0,0.64,7.0,0.64,2
Jodi Scurfield,['tm422491'],1,4.9,0.54,4.9,0.54,0
David Slade,['tm449070'],1,6.949999999999999,0.7,6.949999999999999,0.7,2
Ben Howling,['tm307283'],1,6.35,0.66,6.35,0.66,2
Yolanda Ramke,['tm307283'],1,6.35,0.66,6.35,0.66,2
Dee Rees,"['tm300615', 'tm464351']",2,12.0,1.23,6.0,0.615,0
Chris Smith,"['tm349803', 'tm447788', 'tm1003353']",3,21.6,1.81,7.2,0.6033333333333334,2
Gregory Plotkin,['tm316414'],1,5.55,0.61,5.55,0.61,0
Olaf de Fleur Johannesson,['tm434202'],1,4.9,0.58,4.9,0.58,0
Alice Rohrwacher,['tm410742'],1,7.45,0.59,7.45,0.59,2
Asghar Farhadi,['tm244229'],1,6.7,0.62,6.7,0.62,2
Paul Greengrass,['tm348993'],1,7.0,0.67,7.0,0.67,2
Darlene Naponse,['tm427308'],1,6.65,0.32,6.65,0.32,2
Fernando Coimbra,['tm245176'],1,6.4,0.64,6.4,0.64,2
Sarah Adina Smith,['tm240076'],1,6.2,0.56,6.2,0.56,0
Ildikó Enyedi,['tm298084'],1,7.35,0.6,7.35,0.6,2
Peter Hedges,['tm423436'],1,6.65,0.61,6.65,0.61,2
Tamara Jenkins,['tm368449'],1,7.1,0.59,7.1,0.59,2
Oriol Paulo,['tm433381'],1,7.45,0.66,7.45,0.66,2
Robin Aubert,['tm349278'],1,5.8,0.57,5.8,0.57,0
Julie Cohen,['tm363488'],1,7.6,0.58,7.6,0.58,2
Betsy West,['tm363488'],1,7.6,0.58,7.6,0.58,2
Jim Hosking,['tm315424'],1,5.8,0.52,5.8,0.52,0
Garth Davis,['tm310899'],1,6.1,0.64,6.1,0.64,0
Anne Fletcher,['tm417496'],1,6.65,0.62,6.65,0.62,2
Federico D'Alessandro,['tm352588'],1,6.0,0.62,6.0,0.62,0
Eduardo Casanova,['tm314477'],1,6.35,0.56,6.35,0.56,2
Miguel Arteta,"['tm368241', 'tm992260']",2,11.65,1.2000000000000002,5.825,0.6000000000000001,0
Richard Trank,['tm503797'],1,5.55,0.48,5.55,0.48,0
Niki Caro,['tm244175'],1,7.2,0.66,7.2,0.66,2
Kyle Newacheck,"['tm321224', 'tm441231']",2,11.55,1.33,5.775,0.665,0
Joel Hopkins,['tm319882'],1,6.0,0.56,6.0,0.56,0
Madeleine Parry,"['tm420274', 'tm885860']",2,15.3,1.06,7.65,0.53,2
Jon Olb,['tm420274'],1,8.1,0.57,8.1,0.57,2
David Michôd,"['tm233294', 'tm417392']",2,13.0,1.35,6.5,0.675,2
Nattawut Poonpiriya,['tm320255'],1,7.8,0.63,7.8,0.63,2
Roland Joffé,['tm374313'],1,6.0,0.5,6.0,0.5,0
James Marsh,['tm411311'],1,5.45,0.58,5.45,0.58,0
Lennart Ruff,['tm368040'],1,5.1,0.64,5.1,0.64,0
Alain Desrochers,"['tm324155', 'tm275004']",2,12.45,1.1800000000000002,6.225,0.5900000000000001,2
Andy Serkis,['tm244148'],1,6.5,0.68,6.5,0.68,2
David Wain,['tm363248'],1,6.6,0.6,6.6,0.6,2
David M. Rosenthal,['tm420745'],1,5.15,0.66,5.15,0.66,0
Eliza Brownlie,['tm426274'],1,5.95,0.54,5.95,0.54,0
C.J. Wallis,['tm363103'],1,6.5,0.49,6.5,0.49,2
Orson Welles,['tm139885'],1,6.7,0.55,6.7,0.55,2
Marti Noxon,['tm244317'],1,7.0,0.66,7.0,0.66,2
Jay Baruchel,['tm219259'],1,5.75,0.6,5.75,0.6,0
Jeremiah Zagar,"['tm370232', 'tm1126268']",2,14.35,1.35,7.175000000000001,0.675,2
Anne Sundberg,['tm431347'],1,7.5,0.46,7.5,0.46,2
Ricki Stern,['tm431347'],1,7.5,0.46,7.5,0.46,2
Liam O'Donnell,"['tm211554', 'tm935309']",2,10.4,1.26,5.2,0.63,0
Adrián Espinosa,['tm292837'],1,6.3,0.62,6.3,0.62,2
Paul Urkijo,['tm351101'],1,6.4,0.6,6.4,0.6,2
Kim Jee-woon,['tm328443'],1,6.15,0.57,6.15,0.57,0
Sandi Tan,['tm367065'],1,7.45,0.52,7.45,0.52,2
Jon Lucas,['tm281935'],1,5.949999999999999,0.66,5.949999999999999,0.66,0
Scott Moore,['tm281935'],1,5.949999999999999,0.66,5.949999999999999,0.66,0
Armita Keyani,['tm439484'],1,5.2,0.6,5.2,0.6,0
Nicolas Pesce,['tm306301'],1,5.65,0.56,5.65,0.56,0
Martin Zandvliet,['tm139545'],1,6.2,0.62,6.2,0.62,0
Stephen S. Campanelli,['tm374454'],1,7.25,0.5,7.25,0.5,2
Sriram Raghavan,['tm423373'],1,7.949999999999999,0.67,7.949999999999999,0.67,2
Brie Larson,['tm349800'],1,5.75,0.59,5.75,0.59,0
Nana Ekvtimishvili,['tm284015'],1,7.15,0.5,7.15,0.5,2
Simon Groß,['tm284015'],1,7.15,0.5,7.15,0.5,2
Drake Doremus,['tm289181'],1,6.199999999999999,0.64,6.199999999999999,0.64,0
Avgousta Zourelidi,['tm312767'],1,6.25,0.47,6.25,0.47,0
Alex Merkin,['tm436470'],1,5.65,0.56,5.65,0.56,0
Stephen Kijak,['tm411415'],1,7.800000000000001,0.46,7.800000000000001,0.46,2
Robert Smigel,['tm370392'],1,5.300000000000001,0.6,5.300000000000001,0.6,0
Adam Randall,"['tm300184', 'tm1020820']",2,12.05,1.3,6.025,0.65,0
Madeleine Sami,['tm370436'],1,5.550000000000001,0.55,5.550000000000001,0.55,0
Jackie van Beek,['tm370436'],1,5.550000000000001,0.55,5.550000000000001,0.55,0
Olivia Milch,['tm324870'],1,5.35,0.56,5.35,0.56,0
Jesse V. Johnson,"['tm406111', 'tm423140', 'tm885805']",3,18.45,1.78,6.15,0.5933333333333334,2
John Butler,['tm298339'],1,7.05,0.6,7.05,0.6,2
Joe Swanberg,['tm245937'],1,5.95,0.54,5.95,0.54,0
Aditya Kripalani,['tm464542'],1,6.3,0.52,6.3,0.52,2
Joel Crawford,['tm356742'],1,6.4,0.55,6.4,0.55,2
Griffin Dunne,['tm351216'],1,7.25,0.5,7.25,0.5,2
Jim Strouse,['tm298846'],1,6.35,0.56,6.35,0.56,2
Joram Lürsen,['tm367250'],1,6.800000000000001,0.58,6.800000000000001,0.58,2
Alex Timbers,"['tm411507', 'tm889390']",2,15.65,1.04,7.824999999999999,0.52,2
Anthony Byrne,['tm409766'],1,5.85,0.6,5.85,0.6,0
Ian Samuels,['tm420797'],1,6.05,0.64,6.05,0.64,0
Guillermo de Oliveira,['tm438502'],1,7.2,0.48,7.2,0.48,2
Alex Richanbach,['tm411958'],1,5.45,0.6,5.45,0.6,0
Oren Uziel,['tm322243'],1,6.1,0.62,6.1,0.62,0
Raymie Muzquiz,['tm305437'],1,7.6,0.55,7.6,0.55,2
Fumihiko Sori,['tm312577'],1,5.25,0.62,5.25,0.62,0
Yan Han,['tm413049'],1,6.800000000000001,0.58,6.800000000000001,0.58,2
Jeremy Rush,['tm346467'],1,6.25,0.62,6.25,0.62,0
Gerard Barrett,['tm219258'],1,6.85,0.61,6.85,0.61,2
Shinsuke Sato,['tm266652'],1,6.5,0.62,6.5,0.62,2
Brent Bonacorso,['tm244368'],1,5.15,0.61,5.15,0.61,0
Damián Romay,['tm419733'],1,4.7,0.55,4.7,0.55,0
Myles Kane,['tm352774'],1,6.05,0.56,6.05,0.56,0
Josh Koury,['tm352774'],1,6.05,0.56,6.05,0.56,0
Dava Whisenant,['tm406881'],1,7.8,0.44,7.8,0.44,2
Yeon Sang-ho,['tm317110'],1,6.050000000000001,0.58,6.050000000000001,0.58,0
Lukas Dhont,['tm407827'],1,7.15,0.6,7.15,0.6,2
Maya Forbes,['tm326723'],1,5.7,0.57,5.7,0.57,0
Hiroyuki Seshita,"['tm241990', 'tm315584', 'tm425138', 'tm363231']",4,24.55,2.36,6.137499999999999,0.59,1
Shoujirou Nishimi,['tm324820'],1,6.9,0.53,6.9,0.53,2
Guillaume Renard,['tm324820'],1,6.9,0.53,6.9,0.53,2
Michael Stephenson,['tm285340'],1,5.0,0.54,5.0,0.54,0
Dallas Jenkins,['tm270999'],1,6.25,0.47,6.25,0.47,0
Heidi Ewing,['tm349138'],1,6.95,0.55,6.95,0.55,2
Rachel Grady,['tm349138'],1,6.95,0.55,6.95,0.55,2
Paul Dugdale,"['tm448122', 'tm982100', 'tm977782', 'tm1042277']",4,31.3,1.99,7.825,0.4975,1
Kobun Shizuno,"['tm315584', 'tm425138', 'tm363231']",3,18.05,1.7399999999999998,6.016666666666667,0.58,0
Lauren Miller,['tm420334'],1,6.199999999999999,0.6,6.199999999999999,0.6,0
Kai Wang,['tm282910'],1,6.05,0.6,6.05,0.6,0
Ding Ma,['tm282910'],1,6.05,0.6,6.05,0.6,0
Esteban Crespo,"['tm307515', 'tm925858']",2,10.85,1.0,5.425,0.5,0
George Nolfi,['tm244519'],1,5.699999999999999,0.6,5.699999999999999,0.6,0
Lynn Shelton,"['tm347821', 'tm348845', 'tm857399']",3,20.35,1.45,6.783333333333334,0.4833333333333333,2
Masaaki Yuasa,['tm298779'],1,6.9,0.51,6.9,0.51,2
Stephanie Laing,['tm369179'],1,6.7,0.58,6.7,0.58,2
Craig Johnson,['tm409618'],1,6.449999999999999,0.62,6.449999999999999,0.62,2
Chris Moukarbel,['tm347530'],1,7.25,0.57,7.25,0.57,2
Morgan Pehme,['tm313974'],1,7.15,0.54,7.15,0.54,2
Dylan Bank,['tm313974'],1,7.15,0.54,7.15,0.54,2
Daniel DiMauro,['tm313974'],1,7.15,0.54,7.15,0.54,2
Isao Yukisada,['tm359103'],1,6.0,0.44,6.0,0.44,0
Tony Bancroft,['tm1883'],1,6.05,0.58,6.05,0.58,0
Scott Christian Sava,['tm1883'],1,6.05,0.58,6.05,0.58,0
Jaime Maestro,['tm1883'],1,6.05,0.58,6.05,0.58,0
Noël Wells,['tm271959'],1,6.15,0.5,6.15,0.5,0
Chris Perkel,['tm318200'],1,6.85,0.45,6.85,0.45,2
John L. Spencer,"['tm375912', 'tm1204402']",2,15.45,1.12,7.725,0.56,2
Emmanuel Mouret,['tm407775'],1,6.55,0.52,6.55,0.52,2
Clay Kaytis,['tm436844'],1,7.05,0.66,7.05,0.66,2
Mar Targarona,"['tm429163', 'tm1030495']",2,12.4,1.22,6.199999999999999,0.61,0
Jason Sussberg,['tm308090'],1,6.35,0.44,6.35,0.44,2
David Alvarado,['tm308090'],1,6.35,0.44,6.35,0.44,2
Alan Hicks,['tm427465'],1,7.55,0.53,7.55,0.53,2
Rashida Jones,['tm427465'],1,7.55,0.53,7.55,0.53,2
Jon Alpert,['tm349529'],1,7.949999999999999,0.54,7.949999999999999,0.54,2
Romain Gavras,['tm372318'],1,6.55,0.54,6.55,0.54,2
Vicente Villanueva,['tm299761'],1,6.949999999999999,0.62,6.949999999999999,0.62,2
Alethea Jones,['tm290831'],1,5.55,0.55,5.55,0.55,0
Kitarou Kousaka,['tm413557'],1,7.05,0.5,7.05,0.5,2
Ritesh Batra,['tm285295'],1,6.800000000000001,0.58,6.800000000000001,0.58,2
Erik Matti,['tm366019'],1,5.85,0.48,5.85,0.48,0
Scott McAboy,['tm350607'],1,5.55,0.44,5.55,0.44,0
Christophe Charrier,['tm434917'],1,6.9,0.55,6.9,0.55,2
Axelle Laffont,['tm368538'],1,5.35,0.57,5.35,0.57,0
Thom Zimny,['tm445735'],1,8.25,0.48,8.25,0.48,2
Hugo Stuven Casasnovas,['tm427293'],1,5.25,0.5,5.25,0.5,0
Paul Solet,"['tm353742', 'tm464662']",2,12.05,1.0499999999999998,6.025,0.5249999999999999,0
Rodrigo Grota,['tm311898'],1,5.6,0.56,5.6,0.56,0
Jennifer Brea,['tm326624'],1,7.4,0.49,7.4,0.49,2
Duncan McMath,['tm443993'],1,7.85,0.5,7.85,0.5,2
Mike Rohl,"['tm441198', 'tm840761', 'tm1129394']",3,19.4,1.8000000000000005,6.466666666666666,0.6000000000000001,2
Byun Hyuk,['tm430104'],1,5.65,0.48,5.65,0.48,0
Joseph Ruben,['tm285649'],1,6.300000000000001,0.63,6.300000000000001,0.63,2
Sabaah Folayan,['tm313293'],1,5.65,0.44,5.65,0.44,0
Suzanne Coote,"['tm357820', 'tm1046627']",2,9.2,1.31,4.6,0.655,0
Matt Angel,"['tm357820', 'tm1046627']",2,9.2,1.31,4.6,0.655,0
David Paul Meyer,"['tm440996', 'tm306631']",2,14.3,1.04,7.15,0.52,2
Eli Craig,['tm260272'],1,5.6,0.6,5.6,0.6,0
Justin G. Dyck,"['tm446424', 'tm363329', 'tm444043', 'tm440946', 'tm444799', 'tm358949', 'tm361505', 'tm358746']",8,43.0,3.85,5.375,0.48125,1
Liz Plonka,['tm320727'],1,7.1,0.5,7.1,0.5,2
Pedro Kos,"['tm313487', 'tm1096769']",2,14.95,0.93,7.475,0.465,2
Hèctor Hernández Vicens,['tm357479'],1,4.0,0.61,4.0,0.61,0
Alvaro Delgado Aparicio,['tm368310'],1,7.5,0.46,7.5,0.46,2
Aram Rappaport,['tm440415'],1,7.35,0.44,7.35,0.44,2
Hatem Khraiche,['tm300054'],1,5.85,0.58,5.85,0.58,0
Alexandre Espigares,['tm320670'],1,7.1,0.56,7.1,0.56,2
Elite Zexer,['tm233360'],1,6.4,0.5,6.4,0.5,2
Vlad Yudin,"['tm443186', 'tm421776', 'tm470252']",3,20.15,1.47,6.716666666666668,0.49,2
Alexis Morante,"['tm417440', 'tm1031186']",2,15.7,0.86,7.85,0.43,2
Peter Hutchings,['tm139564'],1,5.800000000000001,0.54,5.800000000000001,0.54,0
Marco Petry,['tm371630'],1,6.550000000000001,0.5,6.550000000000001,0.5,2
Ariel Vromen,['tm344886'],1,6.65,0.58,6.65,0.58,2
Tyler Spindel,"['tm420989', 'tm886464', 'tm917999']",3,17.2,1.68,5.733333333333333,0.5599999999999999,0
Errol Morris,['tm270490'],1,6.75,0.42,6.75,0.42,2
Johnny Castuciano,['tm325102'],1,6.4,0.56,6.4,0.56,2
Roy Burdine,['tm325102'],1,6.4,0.56,6.4,0.56,2
David France,['tm313988'],1,7.25,0.51,7.25,0.51,2
Jared Stern,['tm404690'],1,5.75,0.52,5.75,0.52,0
Che Sandoval,['tm376903'],1,5.9,0.48,5.9,0.48,0
Jody Hill,['tm238377'],1,5.3,0.53,5.3,0.53,0
Alistair Legrand,['tm285171'],1,5.199999999999999,0.56,5.199999999999999,0.56,0
Ludovic Bernard,['tm266702'],1,6.85,0.57,6.85,0.57,2
Álvaro Brechner,['tm426569'],1,7.45,0.56,7.45,0.56,2
Mag Hsu,"['tm414447', 'tm985747']",2,13.25,0.92,6.625,0.46,2
Chih-yen Hsu,"['tm414447', 'tm985747']",2,13.25,0.92,6.625,0.46,2
David Lynch,['tm839847'],1,6.300000000000001,0.5,6.300000000000001,0.5,2
Yoshitaka Takeuchi,['tm405849'],1,6.699999999999999,0.62,6.699999999999999,0.62,2
Xiaoxing Yi,['tm405849'],1,6.699999999999999,0.62,6.699999999999999,0.62,2
Li Haoling,['tm405849'],1,6.699999999999999,0.62,6.699999999999999,0.62,2
Yann Gozlan,['tm344336'],1,6.5,0.56,6.5,0.56,2
Hiromasa Yonebayashi,['tm406831'],1,6.65,0.6,6.65,0.6,2
Yoshiyuki Momose,"['tm406831', 'tm467848']",2,13.05,1.16,6.525,0.5800000000000001,2
Akihiko Yamashita,['tm406831'],1,6.65,0.6,6.65,0.6,2
Steve Paley,"['tm423761', 'tm840216']",2,13.7,0.99,6.85,0.495,2
Yasuto Nishikata,['tm374845'],1,7.35,0.59,7.35,0.59,2
Joe Lynch,['tm515157'],1,5.9,0.6,5.9,0.6,0
Tom Forrest,['tm434727'],1,6.35,0.42,6.35,0.42,2
A.R. Murugadoss,"['tm371952', 'tm317491']",2,12.35,1.09,6.175,0.545,0
Kitty Green,['tm306811'],1,5.949999999999999,0.56,5.949999999999999,0.56,0
Yance Ford,['tm307612'],1,6.35,0.5,6.35,0.5,2
Joshua Marston,['tm366820'],1,5.9,0.5,5.9,0.5,0
Tommy O'Haver,['tm311789'],1,6.1,0.56,6.1,0.56,0
Christian Zübert,['tm244300'],1,6.7,0.5,6.7,0.5,2
Moufida Fedhila,['tm448479'],1,6.4,0.45,6.4,0.45,2
Reem Kherici,['tm301024'],1,5.9,0.5,5.9,0.5,0
Ian Cheney,"['tm410748', 'tm897771']",2,13.7,0.95,6.85,0.475,2
Manuel Martín Cuenca,['tm299764'],1,6.35,0.54,6.35,0.54,2
David Sington,['tm408941'],1,6.75,0.46,6.75,0.46,2
Heather Walsh,['tm408941'],1,6.75,0.46,6.75,0.46,2
Mikhail Red,"['tm444469', 'tm289882', 'tm842829']",3,17.15,1.34,5.716666666666666,0.4466666666666666,0
Tig Notaro,['tm412273'],1,6.35,0.45,6.35,0.45,2
Brandon Camp,"['tm365122', 'tm1201262']",2,11.9,1.21,5.95,0.605,0
Karsten Kiilerich,['tm309903'],1,5.75,0.53,5.75,0.53,0
Richard Claus,['tm309903'],1,5.75,0.53,5.75,0.53,0
Sebastián Hofmann,['tm362121'],1,5.75,0.5,5.75,0.5,0
Rhiannon Bannenberg,['tm321628'],1,5.800000000000001,0.55,5.800000000000001,0.55,0
Javier Ambrossi,['tm299504'],1,6.5,0.54,6.5,0.54,2
Javier Calvo,['tm299504'],1,6.5,0.54,6.5,0.54,2
Shaz Bennett,['tm346939'],1,6.55,0.38,6.55,0.38,2
Abhishek Sharma,"['tm326704', 'tm475815']",2,12.35,1.06,6.175,0.53,0
Aanand L. Rai,['tm365824'],1,5.25,0.6,5.25,0.6,0
Ryan Koo,['tm407295'],1,6.2,0.56,6.2,0.56,0
Seth Henrikson,['tm357552'],1,5.2,0.53,5.2,0.53,0
John Schultz,"['tm438995', 'tm838765']",2,11.75,1.14,5.875,0.57,0
Kirby Dick,['tm404475'],1,7.15,0.5,7.15,0.5,2
Ricardo de Montreuil,['tm244274'],1,6.15,0.52,6.15,0.52,0
Daniel Calparsoro,"['tm376234', 'tm835432', 'tm501222', 'tm1219505']",4,23.55,2.35,5.8875,0.5875,1
Stephen Tolkin,['tm314829'],1,5.65,0.4,5.65,0.4,0
Marja-Lewis Ryan,['tm371959'],1,6.0,0.53,6.0,0.53,0
Jeff Orlowski,"['tm313120', 'tm847085']",2,15.55,1.2200000000000002,7.775,0.6100000000000001,2
Joe Ksander,['tm429208'],1,6.8,0.62,6.8,0.62,2
Kevin R. Adams,['tm429208'],1,6.8,0.62,6.8,0.62,2
Derek Peck,['tm362180'],1,5.55,0.49,5.55,0.49,0
Olivia Newman,['tm372305'],1,6.5,0.52,6.5,0.52,2
Ramón Salazar,['tm326773'],1,6.800000000000001,0.52,6.800000000000001,0.52,2
Éléonore Pourriat,['tm407714'],1,6.3,0.6,6.3,0.6,2
Richard Gabai,['tm318641'],1,4.9,0.47,4.9,0.47,0
Ross Venokur,['tm233485'],1,6.05,0.54,6.05,0.54,0
Xavier Gens,['tm328175'],1,5.5,0.52,5.5,0.52,0
Susan Walter,['tm344173'],1,5.550000000000001,0.49,5.550000000000001,0.49,0
Lijo Jose Pellissery,['tm307843'],1,7.6,0.51,7.6,0.51,2
Sara Dosa,['tm441060'],1,6.949999999999999,0.44,6.949999999999999,0.44,2
Barbara Kopple,['tm441060'],1,6.949999999999999,0.44,6.949999999999999,0.44,2
Patricia Ferreira,['tm300027'],1,6.1,0.52,6.1,0.52,0
Katarina Launing,['tm406098'],1,6.15,0.54,6.15,0.54,0
Curro Velázquez,['tm300056'],1,5.4,0.5,5.4,0.5,0
Jacob Kornbluth,['tm355666'],1,6.699999999999999,0.5,6.699999999999999,0.5,2
Sari Gilman,['tm355666'],1,6.699999999999999,0.5,6.699999999999999,0.5,2
Detlev Buck,"['tm244292', 'tm975398']",2,9.4,0.92,4.7,0.4599999999999999,0
Ravi Udyawar,['tm313712'],1,7.4,0.57,7.4,0.57,2
James Toback,['tm336712'],1,3.8,0.46,3.8,0.46,0
Darren Grant,['tm348010'],1,4.5,0.5,4.5,0.5,0
Oliver Schmitz,['tm238587'],1,6.65,0.52,6.65,0.52,2
Samu Fuentes,['tm372662'],1,5.5,0.53,5.5,0.53,0
Bradley Walsh,['tm438994'],1,6.2,0.57,6.2,0.57,0
Sydney Freeland,['tm279585'],1,5.85,0.5,5.85,0.5,0
Pierre Coré,['tm270987'],1,5.7,0.55,5.7,0.55,0
Alison Klayman,"['tm374216', 'tm1185367']",2,12.25,1.07,6.125,0.535,0
Ísold Uggadóttir,['tm362074'],1,6.9,0.5,6.9,0.5,2
Michael Tiddes,"['tm285298', 'tm494731']",2,10.9,1.24,5.45,0.62,0
Fernando González Molina,"['tm263427', 'tm514257', 'tm514494']",3,19.25,1.75,6.416666666666667,0.5833333333333334,2
Scott Zabielski,"['tm421335', 'tm912373']",2,14.25,1.0,7.125,0.5,2
Wi Ding Ho,['tm428453'],1,6.35,0.48,6.35,0.48,2
Fernando Ayllón,"['tm371741', 'tm954303', 'tm466850', 'tm467735', 'tm812593', 'tm849871', 'tm470687']",7,39.2,2.66,5.6,0.38,1
Carlos Therón,['tm295177'],1,5.7,0.5,5.7,0.5,0
Mateo Gil,['tm299783'],1,5.9,0.5,5.9,0.5,0
Jeff Garlin,['tm313748'],1,5.25,0.54,5.25,0.54,0
Jimmy Henderson,['tm287041'],1,5.65,0.46,5.65,0.46,0
Michael Larnell,['tm327652'],1,6.15,0.53,6.15,0.53,0
Carlos Vermut,['tm416620'],1,7.050000000000001,0.5,7.050000000000001,0.5,2
Carlo Padial,['tm354644'],1,4.1,0.4,4.1,0.4,0
Kim Joon-Sung,['tm299730'],1,6.15,0.55,6.15,0.55,0
Olivier Marchal,"['tm331117', 'tm854278']",2,12.55,1.04,6.275,0.52,2
Fred Cavayé,['tm359150'],1,6.65,0.6,6.65,0.6,2
Michael Steiner,['tm358666'],1,6.15,0.54,6.15,0.54,0
Theo Love,['tm463806'],1,6.4,0.54,6.4,0.54,2
Michael Douglas,['tm350887'],1,6.550000000000001,0.52,6.550000000000001,0.52,2
Conrad Helten,"['tm350887', 'tm928541']",2,12.95,1.06,6.4750000000000005,0.53,2
