name,movie acted,num_of_movie,sum_score,sum_popularity,avg_score,avg_popularity,ClusterLabel
Lotje Sodderland,['tm236725'],1,7.05,0.47,7.05,0.47,2
Rob Dipple,['tm146657'],1,6.3,0.4,6.3,0.4,2
Will Lovelace,['tm175954'],1,7.1,0.51,7.1,0.51,2
Dylan Southern,['tm175954'],1,7.1,0.51,7.1,0.51,2
Luis Lopez,['tm158436'],1,6.85,0.48,6.85,0.48,2
J. Clay Tweel,['tm158436'],1,6.85,0.48,6.85,0.48,2
Maite Alberdi,"['tm209037', 'tm295558']",2,15.1,0.74,7.550000000000001,0.37,2
Greg Whiteley,['tm153055'],1,6.6,0.48,6.6,0.48,2
Mike Smith,"['tm155051', 'tm228574', 'tm233648']",3,17.5,1.23,5.833333333333333,0.41,0
John Paul Tremblay,"['tm155051', 'tm228574', 'tm233648']",3,17.5,1.23,5.833333333333333,0.41,0
Robb Wells,"['tm155051', 'tm228574', 'tm233648']",3,17.5,1.23,5.833333333333333,0.41,0
Lance Bangs,"['tm182227', 'tm232931', 'tm230478', 'tm211273', 'tm370628', 'tm285712', 'tm844642']",7,47.25,3.1000000000000005,6.75,0.4428571428571429,1
Werner Herzog,"['tm182534', 'tm225308']",2,14.0,1.04,7.0,0.52,2
Cem Yılmaz,"['tm157461', 'tm228839', 'tm1141663']",3,18.6,1.6800000000000002,6.2,0.56,2
Tunde Kelani,"['tm370685', 'tm1089595']",2,14.25,0.72,7.125,0.36,2
Hernán Zin,"['tm157609', 'tm460055', 'tm327551', 'tm474695']",4,29.3,1.44,7.325,0.36,1
David Sampliner,['tm202914'],1,6.6,0.38,6.6,0.38,2
Gary Mak,['tm183654'],1,5.85,0.42,5.85,0.42,0
Luciano Vidigal,['tm147518'],1,6.65,0.5,6.65,0.5,2
Cavi Borges,['tm147518'],1,6.65,0.5,6.65,0.5,2
Valve Company,['tm151860'],1,7.3,0.56,7.3,0.56,2
Sudhir Mishra,"['tm184511', 'tm933826']",2,12.75,0.98,6.375,0.49,2
Smeep Kang,['tm169054'],1,7.55,0.42,7.55,0.42,2
Selçuk Aydemir,"['tm177645', 'tm234069']",2,12.9,1.1,6.45,0.55,2
James Yukich,['tm155507'],1,6.1,0.44,6.1,0.44,0
Amin Dora,['tm182580'],1,6.9,0.44,6.9,0.44,2
Warren P. Sonoda,['tm152843'],1,5.7,0.49,5.7,0.49,0
Katy Chevigny,['tm147405'],1,6.55,0.43,6.55,0.43,2
Ross Kauffman,"['tm147405', 'tm990740']",2,13.1,0.91,6.550000000000001,0.4549999999999999,2
Dan Forrer,['tm185736'],1,6.5,0.39,6.5,0.39,2
Rani Massalha,['tm181051'],1,6.05,0.39,6.05,0.39,0
Frasco Mortiz,['tm169294'],1,6.2,0.39,6.2,0.39,0
Sekhar Kammula,['tm147908'],1,5.75,0.34,5.75,0.34,0
Fung Chih-chiang,['tm178992'],1,4.5,0.36,4.5,0.36,0
Jessica Habie,['tm162259'],1,7.6,0.28,7.6,0.28,2
Gurmmeet Singh,['tm187118'],1,5.35,0.34,5.35,0.34,0
Steve Gukas,['tm577690'],1,6.300000000000001,0.24,6.300000000000001,0.24,2
Devika Bhagat,['tm159296'],1,4.15,0.41,4.15,0.41,0
Erol Özlevi,['tm179328'],1,5.1,0.5,5.1,0.5,0
Qaushiq Mukherjee,"['tm186408', 'tm215911', 'tm232947', 'tm369315']",4,18.3,1.7200000000000002,4.575,0.43,1
Samar Shaikh,['tm146144'],1,5.7,0.45,5.7,0.45,0
Diego Lerman,"['tm144541', 'tm349656']",2,12.65,0.81,6.325,0.405,2
Antoinette Jadaone,"['tm136036', 'tm205333', 'tm348191', 'tm839479', 'tm454338']",5,35.650000000000006,1.99,7.130000000000001,0.3979999999999999,1
Dado C. Lumibao,['tm188290'],1,6.2,0.4,6.2,0.4,0
Sajid Khan,['tm171891'],1,2.5,0.45,2.5,0.45,0
Hakan Algul,"['tm144557', 'tm211571', 'tm294696', 'tm373134']",4,19.75,1.88,4.9375,0.47,1
Carey McKenzie,['tm144451'],1,4.7,0.36,4.7,0.36,0
Kenneth Gyang,"['tm205684', 'tm478147', 'tm931701']",3,18.85,0.99,6.283333333333334,0.33,2
Michelle Bello,['tm175577'],1,6.0,0.29,6.0,0.29,0
Lara Saba,['tm178234'],1,5.55,0.34,5.55,0.34,0
Tony Abulu,['tm176553'],1,5.4,0.3,5.4,0.3,0
Gaurav Narayanan,['tm138280'],1,5.75,0.38,5.75,0.38,0
Thiru,"['tm159094', 'tm367613']",2,11.35,0.77,5.675000000000001,0.385,0
Suhas Kadav,"['tm1194608', 'tm340927', 'tm1073482', 'tm1118527', 'tm1073433', 'tm1073233', 'tm1073424', 'tm1114639']",8,61.1,3.39,7.637499999999999,0.4237499999999999,1
Rajesh Ganguly,['tm157286'],1,6.75,0.41,6.75,0.41,2
R Kannan,['tm179248'],1,4.8,0.41,4.8,0.41,0
Arab Nasser,['tm1036195'],1,6.4,0.44,6.4,0.44,2
Tarzan Nasser,['tm1036195'],1,6.4,0.44,6.4,0.44,2
Rajesh Touchriver,['tm242276'],1,7.1,0.32,7.1,0.32,2
Wyatt Cenac,['tm159701'],1,6.25,0.36,6.25,0.36,0
Satish Rajwade,"['tm150962', 'tm368441']",2,12.3,0.78,6.15,0.39,0
Taika Waititi,['tm232579'],1,7.75,0.68,7.75,0.68,2
David Mackenzie,"['tm243100', 'tm319818']",2,14.3,1.42,7.15,0.71,2
Adam Wingard,"['tm239760', 'tm217228']",2,9.45,1.35,4.725,0.675,0
James Watkins,['tm205890'],1,6.3,0.66,6.3,0.66,2
Tom Ford,['tm239727'],1,7.5,0.74,7.5,0.74,2
Julia Ducournau,['tm242705'],1,7.05,0.66,7.05,0.66,2
Joe Wright,"['tm140391', 'tm244220', 'tm416779']",3,19.15,2.08,6.383333333333333,0.6933333333333334,2
Joel Edgerton,['tm199607'],1,6.85,0.7,6.85,0.7,2
Simon West,['tm137869'],1,5.6,0.72,5.6,0.72,0
Joel Coen,"['tm120609', 'tm425889']",2,13.3,1.41,6.65,0.7050000000000001,2
Ethan Coen,"['tm120609', 'tm425889']",2,13.3,1.41,6.65,0.7050000000000001,2
Guillermo del Toro,['tm137693'],1,6.55,0.72,6.55,0.72,2
S. S. Rajamouli,"['tm137002', 'tm221953', 'tm463762']",3,23.450000000000003,2.18,7.816666666666667,0.7266666666666666,2
Mike Flanagan,"['tm206698', 'tm239676', 'tm139532', 'tm266666']",4,25.1,2.45,6.275,0.6125,1
Ciarán Foy,"['tm139841', 'tm355783']",2,11.45,1.35,5.725,0.675,0
Kelly Fremon Craig,['tm233377'],1,7.25,0.72,7.25,0.72,2
Babak Najafi,['tm143984'],1,6.0,0.74,6.0,0.74,0
Naoko Yamada,['tm233425'],1,8.25,0.76,8.25,0.76,2
Alessandro Carloni,['tm120108'],1,7.0,0.76,7.0,0.76,2
Paco Cabezas,['tm212927'],1,6.35,0.66,6.35,0.66,2
William Brent Bell,"['tm194792', 'tm439163']",2,11.3,1.34,5.65,0.6699999999999999,0
Danny Boyle,['tm193769'],1,7.0,0.69,7.0,0.69,2
Tim Johnson,['tm132273'],1,6.699999999999999,0.72,6.699999999999999,0.72,2
Neill Blomkamp,['tm143085'],1,6.8,0.8,6.8,0.8,2
Keiichi Sato,['tm245271'],1,7.199999999999999,0.63,7.199999999999999,0.63,2
Yasushi Kawamura,['tm245271'],1,7.199999999999999,0.63,7.199999999999999,0.63,2
Ti West,['tm135106'],1,6.05,0.61,6.05,0.61,0
J. A. Bayona,['tm196296'],1,7.300000000000001,0.74,7.300000000000001,0.74,2
Jessica Adler,['tm209987'],1,6.85,0.59,6.85,0.59,2
Jeff Nichols,['tm219233'],1,6.85,0.64,6.85,0.64,2
Babak Anvari,['tm233214'],1,6.65,0.61,6.65,0.61,2
Ari Sandel,"['tm136483', 'tm366567']",2,13.1,1.35,6.55,0.675,2
Levan Gabriadze,['tm134791'],1,5.5,0.69,5.5,0.69,0
Stephen Dunn,['tm221740'],1,7.05,0.57,7.05,0.57,2
Tarsem Singh,['tm140843'],1,6.45,0.7,6.45,0.7,2
Rob Burnett,['tm219248'],1,7.3,0.66,7.3,0.66,2
Michael Showalter,"['tm196125', 'tm452574', 'tm459789']",3,19.4,1.6800000000000002,6.466666666666666,0.56,2
Nic Mathieu,['tm204035'],1,6.35,0.68,6.35,0.68,2
Chris Kelly,['tm233521'],1,6.6,0.55,6.6,0.55,2
Mario Miscione,['tm206512'],1,6.0,0.65,6.0,0.65,0
Aaron Hann,['tm206512'],1,6.0,0.65,6.0,0.65,0
Sam Liu,['tm239743'],1,6.5,0.68,6.5,0.68,2
Jason Krawczyk,['tm200126'],1,6.199999999999999,0.6,6.199999999999999,0.6,0
Alexandre Lehmann,"['tm253083', 'tm274053', 'tm455568']",3,20.4,1.56,6.8,0.52,2
Jennifer Phang,['tm136321'],1,6.1,0.54,6.1,0.54,0
David Frankel,['tm238722'],1,7.0,0.7,7.0,0.7,2
Cary Joji Fukunaga,['tm136257'],1,7.65,0.66,7.65,0.66,2
Tony Elliott,['tm244403'],1,6.199999999999999,0.66,6.199999999999999,0.66,0
Jason Zada,['tm200690'],1,5.0,0.68,5.0,0.68,0
Liz Garbus,"['tm147082', 'tm471967']",2,13.65,1.18,6.824999999999999,0.59,2
Stacy Title,['tm233465'],1,4.75,0.65,4.75,0.65,0
Thibaut Buccellato,['tm228677'],1,6.75,0.67,6.75,0.67,2
Will Canon,['tm155102'],1,5.3,0.58,5.3,0.58,0
Evgeny Afineevsky,['tm220594'],1,8.15,0.58,8.15,0.58,2
Christopher Guest,"['tm243121', 'tm443283']",2,13.15,0.8800000000000001,6.574999999999999,0.44,2
Richie Smyth,['tm205812'],1,7.2,0.63,7.2,0.63,2
Vetrimaaran,['tm234586'],1,8.25,0.54,8.25,0.54,2
Angelina Jolie,"['tm135543', 'tm285356']",2,12.75,1.2,6.375,0.6,2
Isaac Florentine,"['tm215638', 'tm348003', 'tm886086']",3,18.55,1.77,6.183333333333334,0.59,2
Todor Chapkanov,['tm215638'],1,6.8,0.63,6.8,0.63,2
Jon Greenhalgh,['tm239683'],1,7.199999999999999,0.54,7.199999999999999,0.54,2
Christopher Storer,"['tm242736', 'tm322569', 'tm840208']",3,22.4,1.5100000000000002,7.466666666666666,0.5033333333333334,2
Bo Burnham,"['tm242736', 'tm372891', 'tm1038686']",3,23.3,1.77,7.766666666666667,0.59,2
Sarah Gavron,"['tm136061', 'tm817709']",2,14.15,1.1800000000000002,7.075,0.5900000000000001,2
Timo Tjahjanto,"['tm239733', 'tm315340', 'tm414962']",3,19.3,1.79,6.433333333333334,0.5966666666666667,2
Kimo Stamboel,['tm239733'],1,6.4,0.62,6.4,0.62,2
Jon M. Chu,"['tm142881', 'tm452996']",2,10.65,1.04,5.324999999999999,0.52,0
J.D. Dillard,"['tm232953', 'tm456156']",2,11.8,1.11,5.9,0.5549999999999999,0
Jill Bauer,['tm193125'],1,6.0,0.65,6.0,0.65,0
Ronna Gradus,['tm193125'],1,6.0,0.65,6.0,0.65,0
Mariano Cohn,"['tm244507', 'tm321189']",2,13.7,0.97,6.85,0.485,2
Gastón Duprat,"['tm244507', 'tm321189', 'tm424032']",3,20.9,1.52,6.966666666666666,0.5066666666666667,2
Yuen Woo-ping,['tm134516'],1,6.1,0.62,6.1,0.62,0
Sean Foley,['tm270504'],1,6.199999999999999,0.57,6.199999999999999,0.57,0
Oz Perkins,['tm244880'],1,4.5,0.58,4.5,0.58,0
John Lee,['tm233317'],1,6.15,0.57,6.15,0.57,0
Nadia Latif,['tm233533'],1,5.7,0.6,5.7,0.6,0
Matthew Ross,"['tm138672', 'tm414709']",2,10.3,1.17,5.15,0.585,0
Oyefunke Fayoyin,['tm323616'],1,6.0,0.41,6.0,0.41,0
Vikram Gandhi,['tm245378'],1,5.85,0.54,5.85,0.54,0
Ricky Gervais,"['tm221225', 'tm238661']",2,11.95,1.21,5.975,0.605,0
Alonso Ruizpalacios,"['tm157283', 'tm999927']",2,14.6,1.04,7.300000000000001,0.52,2
Ray Yeung,['tm211302'],1,6.4,0.44,6.4,0.44,2
Alban Teurlai,['tm253080'],1,5.65,0.56,5.65,0.56,0
Thierry Demaizière,['tm253080'],1,5.65,0.56,5.65,0.56,0
Kevin Munroe,['tm139194'],1,5.65,0.61,5.65,0.61,0
Jericca Cleland,['tm139194'],1,5.65,0.61,5.65,0.61,0
Greg McLean,['tm238748'],1,4.65,0.6,4.65,0.6,0
Alik Sakharov,['tm233544'],1,7.55,0.56,7.55,0.56,2
Adam Leon,['tm244134'],1,6.3,0.55,6.3,0.55,2
Rob Silvestri,['tm233616'],1,6.3,0.5,6.3,0.5,2
Steven C. Miller,['tm244381'],1,5.65,0.62,5.65,0.62,0
Sabbir Khan,['tm244915'],1,5.85,0.58,5.85,0.58,0
Siân Heder,['tm219276'],1,6.75,0.59,6.75,0.59,2
Brian McGinn,['tm247642'],1,6.800000000000001,0.6,6.800000000000001,0.6,2
Rod Blackhurst,['tm247642'],1,6.800000000000001,0.6,6.800000000000001,0.6,2
Andrew Bujalski,['tm138792'],1,5.2,0.55,5.2,0.55,0
Joe DeMaio,"['tm244052', 'tm887369']",2,14.05,0.96,7.025,0.48,2
Cyrus Nowrasteh,['tm123789'],1,5.949999999999999,0.56,5.949999999999999,0.56,0
Peter Billingsley,['tm219173'],1,5.7,0.58,5.7,0.58,0
Adam Nimoy,['tm208903'],1,7.55,0.54,7.55,0.54,2
Rhys Thomas,"['tm229542', 'tm429567', 'tm843768']",3,21.8,1.48,7.266666666666667,0.4933333333333333,2
Brad Peyton,['tm211510'],1,5.300000000000001,0.6,5.300000000000001,0.6,0
Fabrice Du Welz,['tm205870'],1,6.300000000000001,0.61,6.300000000000001,0.61,2
Rodolphe Guenoden,['tm238681'],1,6.65,0.57,6.65,0.57,2
Adam Dubin,['tm229140'],1,7.15,0.49,7.15,0.49,2
Michael D. Black,"['tm266628', 'tm376015', 'tm418039']",3,18.35,1.48,6.116666666666667,0.4933333333333333,0
Matthias Hoene,['tm271070'],1,6.050000000000001,0.56,6.050000000000001,0.56,0
Ashley York,['tm214085'],1,7.300000000000001,0.5,7.300000000000001,0.5,2
Kristina Goolsby,['tm214085'],1,7.300000000000001,0.5,7.300000000000001,0.5,2
Daniel Emeke Oriahi,['tm248010'],1,5.65,0.3,5.65,0.3,0
Jayme Monjardim,['tm267135'],1,6.25,0.5,6.25,0.5,0
Ed Gass-Donnelly,['tm246870'],1,5.5,0.56,5.5,0.56,0
Paul Gross,['tm235405'],1,6.6,0.56,6.6,0.56,2
Wayne Blair,['tm218186'],1,6.800000000000001,0.36,6.800000000000001,0.36,2
Sofia Coppola,"['tm228242', 'tm244191']",2,11.75,0.97,5.875,0.485,0
Houda Benyamina,['tm244513'],1,7.6,0.57,7.6,0.57,2
Jon Shenk,"['tm232954', 'tm881162', 'tm1096769']",3,21.8,1.65,7.266666666666667,0.55,2
Bonni Cohen,"['tm232954', 'tm881162']",2,14.85,1.12,7.425000000000001,0.56,2
Dan Villegas,"['tm239290', 'tm214589', 'tm433215']",3,20.9,1.15,6.966666666666666,0.3833333333333333,2
Park Jung-woo,['tm290444'],1,7.05,0.6,7.05,0.6,2
Morgan Neville,"['tm225693', 'tm367185', 'tm425884']",3,22.5,1.62,7.5,0.54,2
Janice Cooke,['tm267429'],1,6.3,0.41,6.3,0.41,2
Jerry Seinfeld,['tm272413'],1,6.6,0.44,6.6,0.44,2
Vibhu Puri,['tm138584'],1,5.75,0.46,5.75,0.46,0
John Lyde,['tm225275'],1,5.449999999999999,0.54,5.449999999999999,0.54,0
Leslie Small,"['tm209950', 'tm367008', 'tm838876', 'tm973536', 'tm466255', 'tm838705']",6,34.050000000000004,2.99,5.675000000000001,0.4983333333333333,1
Tim Story,['tm209950'],1,6.2,0.57,6.2,0.57,0
Joe Menendez,['tm308241'],1,6.15,0.44,6.15,0.44,0
Isaac Rentz,['tm139870'],1,5.95,0.51,5.95,0.51,0
Måns Herngren,['tm246175'],1,6.35,0.54,6.35,0.54,2
Felix Herngren,['tm246175'],1,6.35,0.54,6.35,0.54,2
Hannah Fidell,"['tm195764', 'tm321596']",2,11.35,1.0699999999999998,5.675,0.5349999999999999,0
Jay Grace,['tm233561'],1,6.699999999999999,0.49,6.699999999999999,0.49,2
Claude Lelouch,['tm217939'],1,6.050000000000001,0.48,6.050000000000001,0.48,0
Jeff Wadlow,['tm266844'],1,5.85,0.62,5.85,0.62,0
Shigeaki Kubo,"['tm300713', 'tm424879', 'tm416341', 'tm376421', 'tm869373']",5,33.55,2.05,6.709999999999999,0.41,1
Katherine Dieckmann,['tm240895'],1,5.95,0.5,5.95,0.5,0
Gerardo Olivares,"['tm275800', 'tm434179', 'tm460360']",3,19.2,1.5,6.4,0.5,2
Aleksey Kiryushchenko,['tm276430'],1,6.15,0.43,6.15,0.43,0
Lorene Machado,['tm335263'],1,6.449999999999999,0.45,6.449999999999999,0.45,2
Jerrold Tarog,"['tm224377', 'tm413129']",2,14.4,0.91,7.199999999999999,0.4549999999999999,2
Lee Kirk,['tm242755'],1,5.75,0.5,5.75,0.5,0
Kike Maíllo,['tm242646'],1,5.95,0.52,5.95,0.52,0
Pieter Kuijpers,['tm242687'],1,6.8,0.56,6.8,0.56,2
Radha Krishna Jagarlamudi,['tm208713'],1,7.15,0.6,7.15,0.6,2
Roger Gual,['tm267948'],1,6.5,0.53,6.5,0.53,2
Meghna Gulzar,['tm219817'],1,7.8,0.62,7.8,0.62,2
Karan Malhotra,['tm201365'],1,6.5,0.56,6.5,0.56,2
Luv Ranjan,['tm233843'],1,7.15,0.55,7.15,0.55,2
Nabil Ayouch,['tm211461'],1,6.1,0.5,6.1,0.5,0
John Asher,"['tm199987', 'tm238486']",2,11.05,0.89,5.525,0.445,0
Karl Mueller,['tm244638'],1,4.800000000000001,0.54,4.800000000000001,0.54,0
Sam Loh,['tm451222'],1,4.4,0.4,4.4,0.4,0
J. Davis,['tm195870'],1,5.85,0.51,5.85,0.51,0
Allan Ungar,['tm221883'],1,5.8,0.55,5.8,0.55,0
Sam Wrench,"['tm239635', 'tm889390']",2,14.75,1.02,7.375,0.51,2
Aziz Ansari,"['tm198496', 'tm1150872']",2,13.5,0.97,6.75,0.485,2
Isa Campo,['tm245102'],1,6.0,0.48,6.0,0.48,0
Isaki Lacuesta,['tm245102'],1,6.0,0.48,6.0,0.48,0
Phil Joanou,['tm215054'],1,6.15,0.48,6.15,0.48,0
Marcus Raboy,"['tm271839', 'tm416105', 'tm299790', 'tm346398', 'tm358813', 'tm358239', 'tm375091', 'tm346867', 'tm319127', 'tm447514', 'tm467299', 'tm854669', 'tm818154', 'tm452578']",14,92.2,6.3100000000000005,6.5857142857142845,0.4507142857142857,1
Jonathan Demme,['tm245297'],1,7.6,0.47,7.6,0.47,2
David Higby,['tm266629'],1,6.6,0.45,6.6,0.45,2
Joe Berlinger,"['tm239762', 'tm444017']",2,13.45,1.2000000000000002,6.725,0.6000000000000001,2
Harshavardhan Kulkarni,"['tm197503', 'tm1138870']",2,13.65,1.06,6.824999999999999,0.53,2
Felix van Groeningen,['tm201906'],1,6.300000000000001,0.52,6.300000000000001,0.52,2
Vadim Jean,['tm244758'],1,4.65,0.44,4.65,0.44,0
Xavier Manrique,['tm245722'],1,5.1,0.46,5.1,0.46,0
Namimi Sanjo,['tm282915'],1,6.25,0.49,6.25,0.49,0
Matt Chow,['tm139590'],1,4.25,0.38,4.25,0.38,0
Jalil Lespert,['tm242422'],1,5.949999999999999,0.54,5.949999999999999,0.54,0
Mahsun Kırmızıgül,['tm193211'],1,7.4,0.56,7.4,0.56,2
Richard Ladkani,['tm270555'],1,7.75,0.5,7.75,0.5,2
Kief Davidson,"['tm270555', 'tm313487', 'tm437159']",3,22.65,1.34,7.55,0.4466666666666667,2
Miguel Ángel Lamata,['tm236999'],1,6.95,0.56,6.95,0.56,2
Rami Hachache,"['tm233023', 'tm857187']",2,14.35,0.98,7.175,0.49,2
Nagesh Kukunoor,['tm193388'],1,7.7,0.48,7.7,0.48,2
Lô Politi,['tm234466'],1,5.7,0.38,5.7,0.38,0
Jean-Claude La Marre,['tm376111'],1,5.1,0.4,5.1,0.4,0
Justin Krook,['tm239769'],1,6.55,0.45,6.55,0.45,2
Bhavin Wadia,['tm540757'],1,6.55,0.3,6.55,0.3,2
Guilherme Fontes,['tm230524'],1,5.25,0.27,5.25,0.27,0
Gary Wang,['tm233157'],1,5.6,0.54,5.6,0.54,0
Soumendra Padhi,['tm245042'],1,6.85,0.42,6.85,0.42,2
Chris Sparling,['tm239947'],1,4.15,0.52,4.15,0.52,0
Madeleine Gavin,['tm315345'],1,7.5,0.38,7.5,0.38,2
Christopher Louie,['tm239774'],1,5.65,0.58,5.65,0.58,0
Mijke de Jong,['tm270982'],1,6.55,0.45,6.55,0.45,2
David Feiss,['tm238829'],1,5.9,0.56,5.9,0.56,0
Ali Scher,['tm233196'],1,5.7,0.48,5.7,0.48,0
Jeremy Konner,['tm246056'],1,7.35,0.44,7.35,0.44,2
Riki Lindhome,['tm246056'],1,7.35,0.44,7.35,0.44,2
Andrea Molaioli,['tm311494'],1,5.949999999999999,0.5,5.949999999999999,0.5,0
Christopher Murray,['tm244635'],1,5.35,0.42,5.35,0.42,0
Linas Phillips,['tm246579'],1,5.9,0.43,5.9,0.43,0
Ridha Behi,['tm244868'],1,5.800000000000001,0.33,5.800000000000001,0.33,0
Ali F. Mostafa,['tm245155'],1,4.949999999999999,0.48,4.949999999999999,0.48,0
Milind Dhaimade,['tm245293'],1,7.35,0.44,7.35,0.44,2
Vibeke Idsøe,['tm232832'],1,6.75,0.52,6.75,0.52,2
Jorge Michel Grau,['tm239933'],1,6.1,0.46,6.1,0.46,0
Mathieu Auvray,['tm228657'],1,6.550000000000001,0.46,6.550000000000001,0.46,2
Lars Büchel,['tm247644'],1,5.1,0.4,5.1,0.4,0
Ian Edelman,['tm230927'],1,5.5,0.48,5.5,0.48,0
Zhao Tianyu,['tm244577'],1,6.65,0.48,6.65,0.48,2
Biyi Bandele,['tm227523'],1,5.65,0.38,5.65,0.38,0
Vince Marcello,"['tm230426', 'tm412623', 'tm483997', 'tm921206']",4,25.65,2.59,6.4125,0.6475,1
Raúl Campos,"['tm236705', 'tm244079', 'tm295349', 'tm275726', 'tm407318', 'tm371622', 'tm354136', 'tm408257', 'tm426367', 'tm367105', 'tm305227', 'tm370781', 'tm369453', 'tm358188', 'tm414746', 'tm376709', 'tm416134', 'tm320949', 'tm369452', 'tm1124066']",20,121.75,6.43,6.0875,0.3215,1
Jan Suter,"['tm236705', 'tm244079', 'tm295349', 'tm275726', 'tm407318', 'tm371622', 'tm354136', 'tm408257', 'tm426367', 'tm367105', 'tm305227', 'tm370781', 'tm369453', 'tm358188', 'tm414746', 'tm376709', 'tm416134', 'tm320949', 'tm369452']",19,115.8,6.069999999999999,6.094736842105264,0.3194736842105263,1
Ozan Açıktan,"['tm244923', 'tm351201', 'tm866782', 'tm1065788']",4,26.15,2.17,6.5375,0.5425,1
Bobcat Goldthwait,"['tm266622', 'tm353046', 'tm411856']",3,19.85,1.38,6.616666666666667,0.4599999999999999,2
Prashant Nair,['tm134052'],1,6.199999999999999,0.44,6.199999999999999,0.44,0
Sébastien Betbeder,['tm246543'],1,6.25,0.45,6.25,0.45,0
Oz Rodriguez,"['tm272484', 'tm931686']",2,12.75,1.0499999999999998,6.375,0.5249999999999999,2
Izu Ojukwu,"['tm252609', 'tm1114205']",2,11.5,0.91,5.75,0.455,0
Assad Fouladkar,['tm234064'],1,6.05,0.36,6.05,0.36,0
Marcel Barrena,['tm240733'],1,7.5,0.55,7.5,0.55,2
Anthony Giordano,"['tm267419', 'tm434676']",2,14.25,0.99,7.125,0.495,2
Umesh Ghadge,['tm232930'],1,2.5,0.51,2.5,0.51,0
Lea Glob,['tm149212'],1,7.15,0.41,7.15,0.41,2
Estela Renner,['tm243931'],1,7.6,0.4,7.6,0.4,2
Florian Schnell,['tm307997'],1,5.2,0.5,5.2,0.5,0
Rodrigo Pelmonto,['tm235227'],1,6.550000000000001,0.46,6.550000000000001,0.46,2
Kabir Khan,"['tm219699', 'tm473502']",2,13.0,1.14,6.5,0.5700000000000001,2
Andrew Goth,['tm234136'],1,3.95,0.42,3.95,0.42,0
Alex Coletti,['tm239764'],1,6.6,0.45,6.6,0.45,2
Rocky Soraya,"['tm263743', 'tm371619', 'tm435487', 'tm327951', 'tm451852']",5,26.45,2.38,5.29,0.476,1
Pawan Kumar,['tm246485'],1,7.15,0.48,7.15,0.48,2
Johan Brisinger,['tm267017'],1,4.6,0.42,4.6,0.42,0
Mir-Jean Bou Chaaya,['tm224255'],1,6.800000000000001,0.42,6.800000000000001,0.42,2
Jorge Hernández Aldana,['tm234292'],1,5.7,0.34,5.7,0.34,0
Mahmoud Sabbagh,['tm238717'],1,6.4,0.44,6.4,0.44,2
Ali Samadi Ahadi,['tm271974'],1,5.45,0.4,5.45,0.4,0
Karen J. Lloyd,['tm272012'],1,4.699999999999999,0.36,4.699999999999999,0.36,0
Karan Anshuman,['tm217986'],1,5.45,0.46,5.45,0.46,0
Nikon Basu,['tm215911'],1,2.8,0.44,2.8,0.44,0
Gary Howsam,['tm233648'],1,6.05,0.43,6.05,0.43,0
Robert McCullough Jr.,['tm286268'],1,4.45,0.33,4.45,0.33,0
David Lam,['tm375681'],1,5.4,0.41,5.4,0.41,0
Yudai Yamaguchi,['tm316567'],1,6.949999999999999,0.38,6.949999999999999,0.38,2
Will Eisenberg,['tm218683'],1,7.199999999999999,0.33,7.199999999999999,0.33,2
Nuel C. Naval,['tm219739'],1,6.0,0.36,6.0,0.36,0
Benjamin Dickinson,['tm273933'],1,6.05,0.4,6.05,0.4,0
S.A. Zaidi,['tm549892'],1,2.55,0.38,2.55,0.38,0
Niyi Akinmolayan,"['tm317850', 'tm245050', 'tm464947', 'tm1057343', 'tm1147041']",5,28.35,1.6900000000000002,5.67,0.338,1
Charles Uwagbai,['tm494288'],1,6.4,0.44,6.4,0.44,2
Doesjka van Hoogdalem,['tm452046'],1,6.199999999999999,0.42,6.199999999999999,0.42,0
Bill D'Elia,"['tm207734', 'tm325610']",2,12.65,0.91,6.325,0.455,2
Eduardo Roy Jr.,"['tm244842', 'tm824855']",2,14.4,0.76,7.199999999999999,0.38,2
Tolu Lordtanner,['tm350159'],1,5.2,0.23,5.2,0.23,0
Burak Aksak,"['tm226320', 'tm351181']",2,12.2,1.01,6.1,0.505,0
Theodore Boborol,"['tm279828', 'tm212909', 'tm332500']",3,19.5,1.1800000000000002,6.5,0.3933333333333333,2
Motonori Sakakibara,"['tm319354', 'tm451078']",2,11.75,1.11,5.875,0.555,0
Tolga Örnek,['tm311456'],1,6.25,0.48,6.25,0.48,0
Farhan Alam,['tm350374'],1,7.35,0.38,7.35,0.38,2
Dan Krauss,['tm243849'],1,6.9,0.49,6.9,0.49,2
Pierre Deschamps,['tm290157'],1,7.15,0.3,7.15,0.3,2
Akashdeep Saigal,['tm246810'],1,3.25,0.38,3.25,0.38,0
Kumaran,['tm239078'],1,4.7,0.32,4.7,0.32,0
Volker Weicker,['tm282988'],1,5.45,0.29,5.45,0.29,0
Basil Khalil,['tm215265'],1,5.9,0.46,5.9,0.46,0
Kıvanç Baruönü,"['tm203056', 'tm233463', 'tm446558']",3,17.6,1.39,5.866666666666667,0.4633333333333334,0
Juraj Šajmovič,['tm313374'],1,6.8,0.41,6.8,0.41,2
Joyce E. Bernal,"['tm283909', 'tm232855']",2,13.2,0.72,6.6000000000000005,0.36,2
Curtis Graham,['tm235005'],1,5.449999999999999,0.34,5.449999999999999,0.34,0
Jean-Claude Barny,['tm267112'],1,4.949999999999999,0.4,4.949999999999999,0.4,0
